msno,is_churn,city,bd,gender,registered_via,years_using
zwcw2bgAmqVGPHKefaoRgegwNV40BdQhNAsTpFR6sGg=,0,1.0,,,7.0,1.0
zwcKsZ7P2MaxNFHNyQlWthGgfKUeKFLvru/VrkqmZt4=,0,15.0,39.0,male,7.0,2.0
zwc7V/EUP/CXxehmwUUJL6JrMKf0a6QrlOegUMKqE94=,0,1.0,,,7.0,6.0
zwc4kvbv1FInhXtsApbveBoiVVyKgKlt4iXw//Vjef0=,0,6.0,31.0,male,7.0,0.0
zwbrWRyjDlibT7skjbhxQJlxpKwCRdKHaA2b6EtSSf0=,0,1.0,,,7.0,4.0
zwbgmhG3TVGpXE14XpsxeCoWvp6KjamvXYV6ml3dMJ0=,0,1.0,,,7.0,5.0
zwbZIhlfmvCMQKyU8s4QzfguzIIUeiaoHjRrayUTeCw=,0,1.0,,,7.0,6.0
zwbXcjVdzP6zKPjYumUhzJpnJqLJwMr8GdLmGIIYTO8=,0,21.0,27.0,female,9.0,5.0
zwbE6G9R5B4L6Hx9GVrelUuwUW2SHkzt7xeIf9QGmtc=,0,1.0,,,7.0,4.0
zwb9MimrkY01IZsFm8LbAWGqv0SEn3EE/e0l+0tP7UQ=,0,1.0,,,7.0,6.0
zwb/uDY9WvYh3mtwTyY2qyN10AFTANe2ruaTIzGfuwQ=,0,12.0,27.0,female,7.0,5.0
zwarjrE5fQ+uJWWy4NFAIjisEmwnS6xT1W9guG0YwHA=,0,5.0,40.0,male,9.0,12.0
zwanfN5pNSsNefewv05aMLB29O5EVf4lLRfwxDBOp90=,0,22.0,28.0,male,9.0,12.0
zwakpKBQIvRFndDrBTqxhK416OcA6DBYbW5vKxnnWy0=,0,1.0,,,7.0,2.0
zwaVZZRNeJB1bfbn+YzH0czsJQPwoz/MPhgwh2Vwhjw=,0,10.0,25.0,female,4.0,1.0
zwaU52r2B7aQC0UGxMAyhPSuRRh22ur3JFs8jA72OYs=,0,5.0,33.0,female,9.0,5.0
zwaQIKIMulg7sI5EzDJ+AcPywuCeLGZLhO3d+K4Ww8o=,0,8.0,24.0,male,4.0,1.0
zwaCWnccltt9dwNV8meimjqWizMIobiEZdzeWYL6+Hw=,0,1.0,,,7.0,1.0
zwZeA86TwdhqT5I/1tvfY08I9VzJv4+a4NDWpRUd07Y=,0,1.0,,,7.0,6.0
zwZHh5UQDUoa0IsUlD7IKByrVJIHb9RiT1W+k14BO0o=,0,15.0,32.0,female,9.0,4.0
zwZGuISxGwqCRwdGB3jN9uN/HtovSsebOmLZMRto2nw=,0,1.0,,,9.0,2.0
zwYol6iWgojd1+yqXyLKNgVi1lWx+GoHE7UulDiJUwM=,0,1.0,,,7.0,4.0
zwYa7Zs126WZvjrfsEopwtqGQjzN90CQpTTGGxqf8nM=,0,1.0,,,7.0,5.0
zwYV2/TArzUBofPS37z8ArGPuBPiUxXZ204wbprBJLc=,0,1.0,,,4.0,2.0
zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,0,12.0,22.0,female,3.0,2.0
zwY/l/pEWo7NcwC0DhDIzoDuzNA30dj0/qTQXp/TviY=,0,,,,,
zwY/422lyzHQnqIXKriAI+XRBXtIg90yBRveNnOTnrA=,0,,,,,
zwXrCHJYiX9PDCNbtuweYANm0tv+7Bh1xUVRZBvT1w4=,0,1.0,,,7.0,2.0
zwXpMEeWsSKnYZGSxervPDAPdEbY5T0T/CeTWO7VMTA=,0,22.0,24.0,male,7.0,3.0
zwXcwSCwgrr1cOAMI0IcYdU7MCKxFpBlFYpSjA16CrY=,0,,,,,
zwWnXK+vSFNPPK7lqOEbwhAWcnV9I6PqcWAlcxpROFc=,0,1.0,,,3.0,5.0
zwWfvAlkPtCp1JRfJgUm56UxaqsYrHVtIn6eJkDpWVI=,0,17.0,30.0,male,9.0,10.0
zwWSgGZIQUt6TMOWB/orXC3HH8xq4dUUCglkeSkpv1k=,0,22.0,16.0,,3.0,4.0
zwWJL8KK41IM/OA1nOVhtFLox9A1WP5t5BOFvxp3q7E=,0,1.0,,,7.0,3.0
zwWDPmq7fP+yRClCoW5f2kgK2qIkypF8YdvuXWHZkpU=,0,,,,,
zwTs0jx5znysOoKHvNrBCzFv9ACuz0fUVOSaRDMJNPg=,0,6.0,33.0,female,9.0,5.0
zwTgCd/968G8SgA27TYXOtIfZhm3/7xObJxUqnRmAa0=,0,,,,,
zwTJpe4RXbNrjq5vCATuBdzoaXBmt9xIY1WOsu+Tnco=,0,1.0,,,7.0,7.0
zwTFE048fTHDisCoPj49Q25IfrxnPjijCIG9B9B/GKE=,0,22.0,27.0,male,3.0,3.0
zwTCi+OCDbq1l4qPmwZjwOfU6d96Nmf+BUiAyvZF/kI=,0,1.0,,,7.0,6.0
zwTC0fCt+WxjUW4tINMDDpJrHbxS+8OkxA80LijxpPE=,0,5.0,34.0,female,9.0,11.0
zwT482581YiRB4JhStv/ooNQc5pK3JForRDPWkKn/Tw=,0,1.0,,,7.0,1.0
zwSt7kbaguqWJgtswW5smPtuqqQr9/vxL8AzzvyPvSs=,0,1.0,,,7.0,1.0
zwSp6k4QHJwJ3V2VW4z9X1PGcGYgUT2xEbKMDw160lM=,0,,,,,
zwSLnHe2FBow+6aeP9/XZdghrYr5YciTisnipMozsz4=,0,1.0,,,7.0,6.0
zwSCjAU+JvYRFpc5S0ZQsZrIgWCjY/i1+WYUqJdIyZk=,0,1.0,,,7.0,1.0
zwRqboYYYSZ8eEs6jlBnO32m0y/JZcH+GkX7ccETbo0=,0,1.0,,,7.0,2.0
zwRdZ8vyn+bgCiego40l4ixqkhqBq8prmnZYTnKNxpk=,0,,,,,
zwRCbQzqb9uYCkSDuPQQBoig0wPYNmTBWORPeuOubBQ=,0,,,,,
zwR611C3b3eT5yu91uVgYB9Cw/KfyhxBGnSkhCtR2ME=,0,13.0,26.0,female,9.0,9.0
zwR19rf3MecmlkggKcP4Qrx6KKAunQrClWHamAqvOv4=,0,1.0,,,7.0,1.0
zwQo5ZsMrR3gz5hvyjVxsjeAOvSyPaU9J62y9hTuuCY=,0,6.0,21.0,female,7.0,3.0
zwQlsZf6Jw8hAjmvfQEOGPncM7MBieQ89hCUyY53tZc=,0,15.0,29.0,male,9.0,13.0
zwQXh3vJU1ZYlXtru8OqWYlEonOwOVzPUdbk8AH7LBY=,0,1.0,,,7.0,5.0
zwQ+GACi2V678svgf3gfC/BO+pi02w+DvnBNxEi8WWM=,0,13.0,31.0,male,9.0,10.0
zwPPAbfSSi2JAFEKOUoQ9BOjyHKh1NqZ/EfVq/nT+M8=,0,,,,,
zwPI8wo+NWxQTXXf5mZrF1UWw1Wy+c10aceGv2+90N0=,0,1.0,,,7.0,1.0
zwPE4Lym4N8MzA1cglMTU6r6cngDQMKFPfcx1zq7B1g=,0,,,,,
zwP9Bd3u52/MhA/LX32/WM/tekBEjDPvODgLmbVb9yY=,0,1.0,,,7.0,2.0
zwOgoy8qUe1GXTHKNGq2lbF8bwMPmPwcLCM643PbbJ8=,0,1.0,,,7.0,4.0
zwOcOea65huRIpDqHBHHxpXI0sBXm1IgludZHQgz3RI=,0,5.0,27.0,female,9.0,6.0
zwONjI/tWHLlx2lU8Sg21JBYYbEHn2oi9jljV4boC/U=,0,13.0,32.0,male,7.0,4.0
zwNnHC2lOg+FoRHsYjoeujhdvb93ucBs9SVAzVS6YmM=,0,5.0,45.0,female,7.0,7.0
zwNjxzd2nVu2lC6WBAxlEhIER7VFPXSO9UkM5VjX8a0=,0,1.0,,,9.0,2.0
zwNaG0o9Bu/YHuRy23rCSb8+egDYkJv3EjBlY7+SZAQ=,0,1.0,,,7.0,1.0
zwNA7nElPP65+g9iV2QsLFLjN+URu3vNtdsDsD4hguk=,0,1.0,,,7.0,4.0
zwMa4p0AInw/Adz/ytmO6cV6TWJXLJTXKbkrsVl5caE=,0,1.0,,,7.0,3.0
zwMXCY0afUGsLKgayUnmSlcgCqEOiAkP2ehkd3PZZLk=,0,5.0,16.0,male,7.0,1.0
zwMJB8SvpWEu/xa1JnojZ23tBR85+dvk49adSDZW0+8=,0,1.0,,,7.0,0.0
zwMGfxCrxX7fObccGY5Yp8s+5pKecnJlmml4KH0h2PE=,0,1.0,,,7.0,4.0
zwLzT2XeKI3xtRpkEkH++FH9iQ5gJ2RSyn6pYPTDGE8=,0,5.0,44.0,male,3.0,3.0
zwLq/qy1Oyo8OxoIpDBxRm8SXokgE92SZ8AxHFXidwQ=,0,13.0,27.0,male,9.0,3.0
zwLUjmOoe7/ihGZva7X+yh3XmL1BHX8doAnjVfsoj0o=,0,1.0,,,7.0,4.0
zwKsgz3JzFB+Z/yYtjeg5fUhJSzMrucefraW5JMNPtk=,0,13.0,25.0,male,7.0,6.0
zwKhfipInFIJ+Jb4yJnxDi1rJgaqAooNXwlk15UVQAw=,0,22.0,,,3.0,4.0
zwKcMKKxbu6w2fSiWYlRf0ZCIjnYv9Zif9aXBea2WsY=,0,1.0,,,7.0,1.0
zwKQXlc8ORBrErR8E6ChiKLj1utOQ0BUabWhD5SWoNc=,0,1.0,,,7.0,3.0
zwJGKcvWCe/MEFRqh/bF9xSi6IYWquJlJwsUFonS9jw=,0,1.0,,,7.0,5.0
zwIleWUubG/eQ2mR2dDby1woS1RZmBEHmeZ4SXTq8yQ=,0,13.0,,,4.0,1.0
zwIgu/pBDM6b7ImTjMj98NYvEp9R1jsn7RGnNwclCJ4=,0,,,,,
zwIBqtLCZmRmmBQKArfepPReH8at8COaPFvHKYiaNYI=,0,,,,,
zwI9WFPbAimzpHpf7KEewqvL9b9+e4JmbWWShlLtzhg=,0,13.0,40.0,female,9.0,11.0
zwHV1Ab6+pQQF0S5K9ZyOWhuBx7mD0SYfyEPCZbc37I=,0,5.0,30.0,female,9.0,5.0
zwHH0IaOxosCiS7ETLB0SEw5TIw672jfGqPcOm7EA/A=,0,1.0,27.0,male,4.0,1.0
zwHBwW16AA9NGPX9R8gybVvGPEi4EUhra4SIwKxSZrA=,0,8.0,32.0,male,7.0,4.0
zwHBBred4QVo6S3KnVNCJ81SvmdrChbW7XGB2E5brkQ=,0,22.0,28.0,female,7.0,4.0
zwH1MNgHWiKLifsU3ZA2C0wLRMhDET6QI8u1ntJuTHA=,0,1.0,,,7.0,2.0
zwGo5kZlYzlRafzAjVKTl4+KYlrs2XUX73ALiVUJtyQ=,0,1.0,,,7.0,7.0
zwGdJi6CzmDei4QXdrfiFdthGjSWGVXskjeYIHQOnOI=,0,1.0,,,7.0,4.0
zwGcpRKk527yk8Pow2sHtoTciXCfWRN4hnoBEYXeMB4=,0,1.0,,,7.0,6.0
zwGZeD02cxpO1l8gvMfySR4FkOS33fcs6vpdrTmugOQ=,0,13.0,54.0,male,9.0,6.0
zwGYzHiz84y9v+XmTyk37TWfQAYwszrNG3yWKZ+5B/M=,0,,,,,
zwGVZRixukJwgdyoZiFRWdgM1f0jmFq9iduyiiubezU=,0,,,,,
zwGMuHgc2CCdwg03Z7HpiGFcFJrPW2rSny3EXQ1dek0=,0,1.0,,,7.0,1.0
zwG4OY4ZOl825uTt4mMa+q6xguPODCocNZhBqsjQirI=,0,,,,,
zwFxZcGfh4uFUwadieCsNXZdA2FNg42XHYq1EkgRg18=,0,1.0,,,7.0,1.0
zwFtfPNfx+/09RZPIf9pvuCl6+2F5rNxmZuIoZkUOrk=,0,1.0,,,7.0,2.0
zwFETCb9AV/AKILbuU0x+bfv5lZedpL2VNxL3VG06tg=,0,13.0,,,3.0,5.0
zwFB9L2DxchJbTcZLL8z7lj5hNIlJb79m2XJK75o5Ak=,0,13.0,25.0,male,3.0,2.0
zwF50wwaJI2TBKWhB42HRBJ6EQK0jgSo1Xmwb9Jq3SU=,0,13.0,26.0,female,3.0,4.0
zwF4/VNpvv4JZuXB5bBkcVKVbhKcABg5vmuY75HkoQs=,0,,,,,
zwDz8EGdde5TKp9c5z+s/6JevMvQandviq7tL6YdkDA=,0,5.0,,female,7.0,4.0
zwDJzwxmruo3lfqZQEkfofewNXdv7yKOY1QUUH6lyZA=,0,13.0,46.0,male,9.0,7.0
zwD7MzaT0F2vP/WPRkJ5XOT0noo+V5xJJEnUAPJUePc=,0,,,,,
zwCsK9/Ck08fb33s1tEsjhagGzxv2GV4cpVT1BgzMP4=,0,,,,,
zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,0,15.0,24.0,female,9.0,3.0
zwCjcv4sI8/aYJuH+XWHtuqxtKVkTCUF2JiC+MDpK38=,0,1.0,,,7.0,1.0
zwCeUsS4kIRw3fQ7ascJujusd1VqKl8M98S8J6JQrqY=,0,1.0,,,7.0,1.0
zwCRVO4HC+StTUhJU3G57x7y65C+yB7D18/g6fa7GIk=,0,6.0,20.0,female,9.0,2.0
zwCCxbEGDev2D3CcpQKm6es1MkkNUaNrMe7i1ypokQU=,0,1.0,,,7.0,1.0
zwC9pFFSMjM0LX4KsWQC8pfiwN7BcuIq9na3yW64IBg=,0,5.0,31.0,female,9.0,5.0
zwBlp45SKJlIfVxZuV3FeZCl42cCe93W9DKCiWYAODM=,0,1.0,,,7.0,2.0
zwBg6snqY/HsE0RgyT1zFNQaiqqYtw9RUsQktvgXxYg=,0,6.0,31.0,male,9.0,6.0
zwBbiRLB6AUZb55FZD8IKov2zHE1gVRc2cMrYDV5HE8=,0,13.0,30.0,female,9.0,11.0
zwBKoxOletee4zOCkBjtJ/SeDmnM2vY8xj8EHHYu7EY=,0,5.0,34.0,female,9.0,8.0
zwB5QB1haiRW3KUOf/1+ke9ZWoy1C+SYaxTz6kzrY7c=,0,1.0,,,7.0,1.0
zwAiGktQmNlFhH5zwFw7FYXXeSrjbeCmnIe+FBASh40=,0,1.0,,,7.0,4.0
zwAgxZb++yf725LK7NCjI1sph6KDQLvMsJHu+Pbm7DM=,0,1.0,,,7.0,2.0
zwAR8tHv+ol6xRFL8zlob22mHFm9qflLMIzozD9XKzI=,0,22.0,36.0,female,9.0,5.0
zw9xPznOxLtLR5JlLlatVBTQkKKgJxefxANd3nmgzMU=,0,1.0,,,7.0,1.0
zw9gdzlMA1K4SWblh01PP/ZIc7tJ7jMEur7e8leVH/8=,0,1.0,,,7.0,1.0
zw9W9VE25qTwfhiHFRrpKDfUbtzT9YsasT4LFh8V/gI=,0,1.0,,,7.0,4.0
zw91/UObJsaiRclbEa1gACPOX8jwV8FPIdFBLzyRQRw=,0,5.0,23.0,male,9.0,10.0
zw9/ZudeSJUYMjcaRV1TF1me7JBamGlrJdM8Pql1O+4=,0,1.0,,,13.0,1.0
zw8ueuW/gNSkcL0xEw6eUrf245K//5z/Vppk8e+x/Lc=,0,,,,,
zw8tkiu4ACZdiPD3T9T8i1PRj7huzEExJpUvw7+qZok=,0,1.0,,,9.0,5.0
zw8r2jZNbs0fCBCPaHpEmb/TCY3n52cDxR/LYE9EdVA=,0,1.0,,,7.0,1.0
zw8YI7leXcbiMPsNKLfO50XSpVFwLfQzdy2qYc/awsU=,0,4.0,23.0,female,9.0,7.0
zw8SxoQ+z7YhpdQ6itVBBoWznkoDsyFo9gDTH5q79dY=,0,15.0,42.0,male,7.0,5.0
zw8QqLrZs9D4xxRMj2TVjUySHLvjOIy3hS+8CRzXE10=,0,1.0,,,7.0,1.0
zw82FysqQouUkYU8/7hcrRkQ2ufoU0dPtSIrsF4F+yE=,0,5.0,21.0,male,9.0,6.0
zw8/t3WWKESZ45hHYxaE4yW+K9st0iWPrZNr1b5j1RE=,0,1.0,,,7.0,2.0
zw7ls6gAL976CJEmToUv0fm4pEkX7wAidKaZGm6HYL0=,0,1.0,,,7.0,3.0
zw7fdeuUE37TViGCjgSnRlK+MdHT1hlj3x381Xp+9F4=,0,5.0,33.0,female,9.0,13.0
zw7aTt54g8E2aCZQe6YloxhGfowg6/mN6UatZplcx2c=,0,5.0,,,9.0,2.0
zw7829gj6x0TCsfDyrx5srU7mITO2MAIAjqPDHsiz5A=,0,1.0,,,7.0,1.0
zw74QtDZwXXiOHkRHjHGdQmg7osIdw1uGo1TyPQozIg=,0,1.0,41.0,male,9.0,10.0
zw6NT0PaqVV2noN0obugkN5KzUG9Rf3kc9G+jEmf1q4=,0,,,,,
zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,0,5.0,41.0,female,9.0,11.0
zw5UN17YlQSfBnaYpQyx9fcUiGu9EQk+a4YiBWb02lg=,0,1.0,,,7.0,7.0
zw55WRE8bY4VW/NM02zJBgVvZrBvZxLinQiQ3a4891s=,0,1.0,,,7.0,6.0
zw4rkG3liqvb2+UPUwY/cMK46EJErTNIW+DFRLyGLsM=,0,,,,,
zw4mN+D4mh4VUbLGp2wi0ROzG+1FeYWEo9Loo/VaLKQ=,0,13.0,33.0,male,4.0,1.0
zw4fy1nCJxNqkjkqgiVQw05veRU968A1WvwdJowiPeg=,0,13.0,49.0,female,9.0,1.0
zw4OVraDji9+eMbkIQnfKo/uNNKoHxLor4RwQgzgY7E=,0,11.0,30.0,male,9.0,3.0
zw44pnc0TN/21V4prBH+xbgrFaxKX46zf7nOFt3ntZ8=,0,1.0,,,7.0,2.0
zw44gSj3C23Lj0BORzmHeNVDZGuNTAZphR2zvm5beIQ=,0,,,,,
zw3UN5sjsRpNAZ/feyqvpamhbiYUHHgimv2UqvQjrTA=,0,,,,,
zw375suK24hF8DCwld/QqLRTxRNu9/PbpJmxkMZ27Y8=,0,22.0,19.0,female,3.0,1.0
zw30zrUQUtiWnOYVEj4aMnLb13ENvOYtnnWq3bS9Yl0=,0,22.0,23.0,female,9.0,6.0
zw2q+DcX64zp+4+iRzNHM8iMOOcPY0vu35dbcDlK/ts=,0,1.0,,,7.0,7.0
zw2ZSWSBlzlfZdbqmITA2V6h9lNHB/JPihHxpV0SJRM=,0,13.0,35.0,male,9.0,5.0
zw2Y7romtYZe5Uc74PYFLbdyVJP2isbNSkh3UyUn3Aw=,0,13.0,53.0,female,7.0,6.0
zw2SRvCUKiMdFiYd6QF4UmW1ga/svZWt5VaWB0Pt7Ss=,0,12.0,44.0,male,9.0,9.0
zw1niiFpXunmOF4ON2k2OFOR0HCuU+SAU8AuSi0fNSo=,0,5.0,61.0,female,9.0,5.0
zw0oXV6zl3ZCmOY7Ft+0l/eliZc4wkq4JC9ndwTdFus=,0,1.0,,,7.0,2.0
zw0+vrtZMB1Lo90IFWTQLEF38Imj4uMIbk048VtdR00=,0,1.0,,,7.0,1.0
zw/v5v+T1gqJXtR7MCbMV5IO6Fb0FBYWgZAm31/mTrM=,0,1.0,,,7.0,5.0
zw/tS/cCB2uMfw486WFWVXTWke58msqqR07H5fRiBNA=,0,,,,,
zw/r9AbH/cAbTuZj91fb6na3+7xHz4yo1452QblSaUA=,0,,,,,
zw/qZ60Gs9uTh+fF8Uprlgr8byvK4NtXEViasM0JOmI=,0,1.0,,,7.0,2.0
zw/p1los5OURLJ5hwRcz9inzvnl4a0A9YQ6WKdueSUA=,0,13.0,19.0,female,9.0,7.0
zw/e457PPZ+DrP0XcFgU7SezqTwCCUJ3M783sT9ynvA=,0,1.0,,,7.0,2.0
zw/bGlvlNUzpv/KZ2Pkv7fAeFj04mhKs/xRhfKkOBjk=,0,14.0,,,7.0,7.0
zw/Hkbw8vdfdxOaih2apL2XQamKpuooHXijkUVWDtOo=,0,1.0,,,7.0,5.0
zw/Bvl9MsazsF4XNgjcGvkmyhE9eh9nd0LVcbq+2H1Y=,0,1.0,,,7.0,7.0
zw+ijeWvxm3HMMR1k8OSnGftcjN/HXxOmS8g1vCZ5pI=,0,22.0,46.0,female,7.0,5.0
zw+6jvnJzZHI/C0aDqfgStEcON+ZHUHy+N03q+qqpM0=,0,1.0,,,7.0,1.0
zvzueRXCHDbnZqm+jCCzleB0p6t+etbN8X91kduwGAI=,0,13.0,46.0,male,9.0,6.0
zvzJXHBE0hm3XicOJRw+XjRnQE3wiRM02B1QdS93K8U=,0,4.0,21.0,male,9.0,7.0
zvz9BlJSijW+Hwmaq0z2XltR9/olR0VLr1EzIJ4I17o=,0,,,,,
zvz4GbDi7bd99OrWMiL4ngudDsZz2ThF+Svm8txem8E=,0,5.0,30.0,male,9.0,6.0
zvz+DONOBagCYpGGPhRUQZe7VISkHpF337OT4Z436vg=,0,1.0,,,7.0,1.0
zvybLPEGSbD9InaZE5lqgNpOqOJNI7WHZcT/vwSp8q0=,0,14.0,28.0,female,9.0,13.0
zvyFK3gQ3+I/Cevw6Gkpe9J7geuHfrXLm8gTUU6bW3A=,0,1.0,,,7.0,1.0
zvxxB4w5i07LRY5rQ66oxwIwRUjNP1KTd6IgNvPlvz4=,0,13.0,30.0,female,9.0,6.0
zvwn/kCosrjvzwm0EjP0fkgeQh+SXLlOqypTUwTlLic=,0,1.0,,,7.0,2.0
zvwObnmmbyNfyEUCBabAZk55+GL44O4IV14NuQncp78=,0,1.0,,,7.0,5.0
zvw7givFPLY4JP7wbP7uOtCJbM2diwgTjEVFyFKK88k=,0,1.0,,,7.0,1.0
zvvP5W7vhwSKp0zHWYwVNg9UYlXJ+KPF9OeILh4vvc8=,0,1.0,,,7.0,4.0
zvv92Ug1YwTVTQ4RquEsM/VXGbcRGaaFsT7JmgBqb0w=,0,1.0,,,7.0,7.0
zvuuGuB1TVVkfX6i5+mGj4aM8KQPqWUOIdeE0eOYKvU=,0,5.0,20.0,female,7.0,1.0
zvue4vmeu70nRq0Hn6rFKzYdpd4B86b1wCDEnkzQAdc=,0,12.0,,,3.0,4.0
zvu3gPGPcpqoIKwJsatBfGlublE+2MNMwhxxjEs0Kv4=,0,1.0,,,3.0,5.0
zvtSpkVFioH7ChrfEupYpGEqpW6x2d0RO1kBZ4m1y9o=,0,8.0,27.0,male,9.0,3.0
zvtJl4eJPqLs30WIDml6yZWsDc4WMrCgP1G3BHkylbk=,0,1.0,,,7.0,5.0
zvt/ml0Zb093bUu9RYQqhfOWvK0CzyjgasQvEJFhXV0=,0,1.0,,,7.0,3.0
zvs7L5yJpqPbEAzanM3yOh10vxX9aBcO+LSeuTLCVNM=,0,1.0,,,7.0,1.0
zvrcirqVIUoCQlrWIKGG9Y6FgRUv3/TNakjQstQ+Il0=,0,13.0,27.0,female,3.0,2.0
zvrWX+lC9910LayZE/jJPx081k//sB6c9r0DwgMkVk0=,0,22.0,26.0,female,9.0,4.0
zvrDSJxEVYEZgF3YepvS9mrKWORMXtMuh4fL1lpYT5I=,0,6.0,38.0,female,9.0,13.0
zvqh6EyIO/icKStlxgo4emfAQ1VHk6M6la1r9JAI8NY=,0,13.0,27.0,female,9.0,12.0
zvou2i1tFFxvbk2o/ix+/d2IbWdExctVyaHMZrhjJJA=,0,,,,,
zvomwEFqlKOyyvtkbeqQtAxtXwmdmyYkt2qF03+PqcQ=,0,1.0,,,7.0,3.0
zvodiE/ZNFkoFFrhQ+tkSblGHWTYF6R/yHG1Oqh4U00=,0,22.0,21.0,male,9.0,6.0
zvocRq4hsGxCzKYE/UpsrZ5r39DTXphXNcdX9xDv63w=,0,5.0,42.0,female,9.0,7.0
zvo5m2/MO79bV5uMTYbp8WA7/Ee1D3WDqbNnN2odmtQ=,0,12.0,29.0,female,9.0,7.0
zvnzQLbHTYC2JeDpP39S7FGQwa4/v/lBcNRV4LYcME4=,0,,,,,
zvnkSothIHKQiAXw5XO3BrTmammEaysuN6+NtC1VAxI=,0,1.0,,,7.0,2.0
zvndHRdB4JWsyRObbg+P5OE5+7ESlQwOQsZQ5g5ew54=,0,9.0,59.0,female,9.0,9.0
zvnGo1uZwxNrEg1vdsSM5A+3FyPtugi6ud7w99RDrmc=,0,1.0,,,7.0,2.0
zvmmQRm2tosyKbQ2T9autHxSiM58txhgklGMUo9FgSA=,0,5.0,23.0,male,7.0,5.0
zvmjQDUxJwy55fHrZFTIkiKSHJXpP5Vc9og/POByOo4=,0,8.0,35.0,female,9.0,6.0
zvm3Hx0d27vWCqtbuPTB8JM4EfX1VNThU9ARumRF+5Y=,0,5.0,30.0,male,7.0,5.0
zvlCRGxnSDcbpwQ9HM0J2V3Z34n59plt0tLdFB6E3W0=,0,13.0,29.0,male,7.0,5.0
zvl3E6szF2cedcZddSMrIphXgYrDmV8oIMHEaDoVDSY=,0,1.0,,,7.0,5.0
zvkwyE6s+yRul5InNxHTLio4I5BTt+7bNDFBIRXvHFs=,0,1.0,,,7.0,6.0
zvkcoK8HhxdMjQmT6Qs4308SZJio8FvvLz8fb/3AauA=,0,15.0,18.0,female,9.0,4.0
zvkYG0yikMiHaGzYfdXMysebBdQA6hF7gDg4/xzxic8=,0,1.0,,,7.0,1.0
zvkYB4pgI32J8DCP6N/IzaCMwrWJtC0g4BgibmZ/5JA=,0,1.0,,,4.0,1.0
zvkIi/E/SbMrj8TXUuOd5cXwLrRGR/qD0OsxfKPnZUQ=,0,13.0,21.0,male,3.0,5.0
zvjjxqRXxFgqDHHe5EA8MPEaOiiK5tmRNVp7u+uw828=,0,17.0,25.0,female,7.0,6.0
zvjgWS6M5HR1y8hbJujRUpkVchwMa8eFwbgNlMfNN90=,0,5.0,,female,4.0,2.0
zvjb12I3uJKndwG4Tkdl5wMjzGFx8ZM5O3E+LZLeJ4w=,0,1.0,,,7.0,2.0
zvjLhRJZ3tbGx+6de2hOafno8AgWOXDE8umvE5sZikk=,0,1.0,,,7.0,1.0
zvj8uAn05qgQe+2inu7pXR9voq6R3vz9CDpk61Rj8kI=,0,4.0,22.0,female,3.0,2.0
zviiHyUUSroi4BJgP+pb9+ZHfcsbIT3TOgIes1O21Zo=,0,6.0,29.0,female,3.0,5.0
zvihy4b0hG964Yc2X7kSrSQx4hCdbfuHcz18VJN/DpM=,0,4.0,33.0,male,9.0,6.0
zviWH0mBnmYL3KNbnISKFvDF0TsWgKHsDtsKHX8kYos=,0,1.0,,,7.0,2.0
zviO0RLvsXAzgz894wMm5b9Nxp8yxFAuqHY1Nq0lq3M=,0,13.0,,,9.0,2.0
zvhvLjyjXQDcdwgBG7NiMyyF0ZN/tEN8kuccsdsGIPs=,0,1.0,,,7.0,5.0
zvhbVUi/Tm0RuftEUvy16FkV5PSRxaMRj9+IoRm0CdA=,0,1.0,,,7.0,3.0
zvhRQYR6+BNRa2rRm/JNAkxMnpn47IcuimAQ9DqYi6A=,0,4.0,36.0,male,9.0,7.0
zvhHi0JuDdfq6l295aum9e8OUdbmuztpdH5CdzvPcSg=,0,1.0,,,7.0,1.0
zvh9RDTC0NgKEoy757ARU8Sl1P+rEX+WUFQEAahNoaQ=,0,9.0,27.0,female,7.0,3.0
zvgroTW4yJcL+b7yeuSa38bVusKVbivnkFv67FeVykk=,0,1.0,,,7.0,2.0
zvgVbu5o5+PPCZid4NwqQrGNJVzdptkMj+9ANZ6PXtA=,0,4.0,,,4.0,2.0
zvfhdm7dBLoofCDSKElW/d1QH/XDJdvsTUbvK1ewjqA=,0,4.0,32.0,male,7.0,3.0
zvfbg1UwzkrGnjdiWOGYm1oveH/ae4oQp0OgJWoQeq8=,0,,,,,
zvfV/1kUVg2CDQRg6c50F34mRx++Vt7atvg1w4KORO4=,0,6.0,,female,3.0,4.0
zvfI+HQym1lK1OaAbpVLB3po21ENXTcWBxjWn2gDqw8=,0,6.0,,,4.0,0.0
zvf32mpDz6sAif3i1snY3TzQs079GWiIBpN8Uq+BhwQ=,0,1.0,,,7.0,6.0
zvf/AekMXPI93skdTfaS8IDnooMan1sESLYT6JX7EyM=,0,13.0,24.0,female,9.0,7.0
zvetANrDQQHPnRIyotlAm9ojsHA940WwUNWEN1s7rrI=,0,14.0,21.0,,3.0,4.0
zveaop41jHQipNQZ5gX/HNYh/MBuzfba+wOw0DTDm1I=,0,1.0,,,9.0,4.0
zveQ30k5LNk7dZQJ0Ti+LuFysBrru5cy5ZW8M1XIWH8=,0,1.0,,,4.0,1.0
