,msno,date,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs,total,years,months,days
476,zwncKT1PJImMcvdLMG2GlmOsk6b1/fTSJcPGd+5Ipek=,20151115,0,0,0,1,48,49,11614.159,49,2015,11,15
477,zwncKT1PJImMcvdLMG2GlmOsk6b1/fTSJcPGd+5Ipek=,20160730,1,1,0,1,38,38,9594.267,41,2016,07,30
478,zwncKT1PJImMcvdLMG2GlmOsk6b1/fTSJcPGd+5Ipek=,20160413,0,0,0,1,47,47,12912.809,48,2016,04,13
479,zwnDcSlUD75+UbGgzM9JAlGsFQZvuKTd8EQRWO1RTm4=,20161128,36,9,0,2,8,50,3601.329,55,2016,11,28
480,zwnDcSlUD75+UbGgzM9JAlGsFQZvuKTd8EQRWO1RTm4=,20160221,28,10,3,6,178,107,35979.859,225,2016,02,21
481,zwnDcSlUD75+UbGgzM9JAlGsFQZvuKTd8EQRWO1RTm4=,20160704,2,2,1,3,11,11,3081.1929999999998,19,2016,07,04
482,zwlWwCj+aXI/MxAdvx5UMI1pYe6TNI/jQn8PXyeHZgw=,20150912,31,2,1,0,80,90,20678.87,114,2015,09,12
483,zwlWwCj+aXI/MxAdvx5UMI1pYe6TNI/jQn8PXyeHZgw=,20150718,1,2,0,0,32,35,8329.77,35,2015,07,18
484,zwlWwCj+aXI/MxAdvx5UMI1pYe6TNI/jQn8PXyeHZgw=,20150514,2,1,0,0,13,16,3343.204,16,2015,05,14
485,zwlWwCj+aXI/MxAdvx5UMI1pYe6TNI/jQn8PXyeHZgw=,20150228,1,0,0,0,3,3,758.7710000000001,4,2015,02,28
486,zwlWwCj+aXI/MxAdvx5UMI1pYe6TNI/jQn8PXyeHZgw=,20161122,0,0,0,0,9,2,2451.224,9,2016,11,22
487,zwlWwCj+aXI/MxAdvx5UMI1pYe6TNI/jQn8PXyeHZgw=,20160203,8,2,2,0,35,36,9951.791,47,2016,02,03
488,zwlWwCj+aXI/MxAdvx5UMI1pYe6TNI/jQn8PXyeHZgw=,20160530,3,1,0,1,2,6,788.7080000000001,7,2016,05,30
489,zwlWwCj+aXI/MxAdvx5UMI1pYe6TNI/jQn8PXyeHZgw=,20160828,10,3,0,0,20,30,5697.547,33,2016,08,28
490,zwl910YB1dPjvf5YmcokMVwigmq1UaGlHTLEm0yP4l0=,20161228,0,1,0,1,25,25,6845.388000000001,27,2016,12,28
491,zwkwHErUBrK+m0mucoUMCxCO2lXREorl0mA82OvgfPE=,20150130,1,0,0,1,0,2,266.565,2,2015,01,30
492,zwkwHErUBrK+m0mucoUMCxCO2lXREorl0mA82OvgfPE=,20160319,1,1,0,1,15,18,4152.74,18,2016,03,19
493,zwkwHErUBrK+m0mucoUMCxCO2lXREorl0mA82OvgfPE=,20150713,2,2,0,1,20,23,5043.8,25,2015,07,13
494,zwkwHErUBrK+m0mucoUMCxCO2lXREorl0mA82OvgfPE=,20151008,2,0,0,1,62,16,15464.743999999999,65,2015,10,08
495,zwkwHErUBrK+m0mucoUMCxCO2lXREorl0mA82OvgfPE=,20151215,0,1,0,1,5,7,1630.51,7,2015,12,15
496,zwkwHErUBrK+m0mucoUMCxCO2lXREorl0mA82OvgfPE=,20160626,3,1,0,0,17,19,4426.867,21,2016,06,26
497,zwkwHErUBrK+m0mucoUMCxCO2lXREorl0mA82OvgfPE=,20160831,10,5,2,3,12,25,4330.076,32,2016,08,31
498,zwkwHErUBrK+m0mucoUMCxCO2lXREorl0mA82OvgfPE=,20161109,5,1,3,1,17,19,4958.452,27,2016,11,09
499,zwkwHErUBrK+m0mucoUMCxCO2lXREorl0mA82OvgfPE=,20170120,0,0,0,0,8,8,1957.1270000000002,8,2017,01,20
500,zwkwHErUBrK+m0mucoUMCxCO2lXREorl0mA82OvgfPE=,20150420,17,8,12,8,16,50,8886.277,61,2015,04,20
501,zwi4ZbHQkwwLLw09x57LabdPe4134/XPZujbnsy70ro=,20160131,24,6,1,4,122,136,33769.739,157,2016,01,31
502,zwi4ZbHQkwwLLw09x57LabdPe4134/XPZujbnsy70ro=,20160406,7,1,0,0,1,4,474.778,9,2016,04,06
503,zwi4ZbHQkwwLLw09x57LabdPe4134/XPZujbnsy70ro=,20170211,3,0,0,0,53,48,12342.607,56,2017,02,11
504,zwi4ZbHQkwwLLw09x57LabdPe4134/XPZujbnsy70ro=,20160804,0,0,0,0,4,4,1048.371,4,2016,08,04
505,zwhFId1yYh3Hvv+cyH8UMXgqxO23Z8C3ccxNHwttUtU=,20150627,10,0,0,0,5,15,1213.925,15,2015,06,27
506,zwhFId1yYh3Hvv+cyH8UMXgqxO23Z8C3ccxNHwttUtU=,20150301,4,1,2,0,19,22,5352.488,26,2015,03,01
507,zwhFId1yYh3Hvv+cyH8UMXgqxO23Z8C3ccxNHwttUtU=,20150917,0,0,0,0,9,9,2284.0,9,2015,09,17
508,zwhFId1yYh3Hvv+cyH8UMXgqxO23Z8C3ccxNHwttUtU=,20151126,1,0,0,0,0,1,7.1739999999999995,1,2015,11,26
509,zwhFId1yYh3Hvv+cyH8UMXgqxO23Z8C3ccxNHwttUtU=,20160523,35,1,3,1,54,49,15634.207,94,2016,05,23
510,zwhFId1yYh3Hvv+cyH8UMXgqxO23Z8C3ccxNHwttUtU=,20160718,0,0,0,0,1,1,265.0,1,2016,07,18
511,zwhFId1yYh3Hvv+cyH8UMXgqxO23Z8C3ccxNHwttUtU=,20161012,6,2,0,1,29,20,7780.302,38,2016,10,12
512,zwhFId1yYh3Hvv+cyH8UMXgqxO23Z8C3ccxNHwttUtU=,20161227,3,0,1,0,8,11,2388.36,12,2016,12,27
513,zwhFId1yYh3Hvv+cyH8UMXgqxO23Z8C3ccxNHwttUtU=,20170227,3,0,0,1,36,33,9770.434000000001,40,2017,02,27
514,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20150812,0,0,0,0,8,8,2934.095,8,2015,08,12
515,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20151007,0,0,0,0,10,10,3144.724,10,2015,10,07
516,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20160622,0,0,0,0,28,25,8406.347,28,2016,06,22
517,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20160503,0,0,0,0,8,7,5701.378000000001,8,2016,05,03
518,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20160313,14,4,4,2,82,101,26366.955,106,2016,03,13
519,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20160123,0,0,0,0,6,6,4322.72,6,2016,01,23
520,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20151202,1,0,0,0,13,14,3481.756,14,2015,12,02
521,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20160812,0,0,0,0,10,10,3570.3070000000002,10,2016,08,12
522,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20150423,0,0,0,0,6,6,1935.382,6,2015,04,23
523,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20161003,0,0,0,0,11,11,3890.045,11,2016,10,03
524,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20170113,0,0,0,0,13,11,4501.1,13,2017,01,13
525,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20150302,0,0,1,0,21,16,3212.687,22,2015,03,02
526,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20150109,1,1,0,0,28,17,4597.354,30,2015,01,09
527,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20150620,0,0,0,0,3,3,1065.2730000000001,3,2015,06,20
528,zwh69Mg1IOeldVo71JSB/CXjDsrsMaRNa7tiZeTwtds=,20161122,6,0,0,0,17,15,5318.598000000001,23,2016,11,22
529,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,20150928,2,3,1,1,37,41,10230.086,44,2015,09,28
530,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,20170114,0,0,0,1,8,9,2111.187,9,2017,01,14
531,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,20161121,16,4,3,2,24,37,7836.994000000001,49,2016,11,21
532,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,20160927,4,0,0,1,3,5,1091.5639999999999,8,2016,09,27
533,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,20160804,0,6,1,1,3,11,1549.431,11,2016,08,04
534,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,20160608,5,3,0,1,58,58,14751.271,67,2016,06,08
535,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,20160419,2,4,1,0,15,17,4150.183,22,2016,04,19
536,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,20160229,28,2,2,4,60,82,16069.24,96,2016,02,29
537,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,20160109,6,3,2,0,10,18,3314.825,21,2016,01,09
538,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,20151119,6,10,3,3,21,38,7431.3009999999995,43,2015,11,19
539,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,20150807,4,2,2,0,21,21,5501.603,29,2015,08,07
540,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,20150612,2,0,0,1,3,6,937.683,6,2015,06,12
541,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,20150419,2,1,1,1,4,7,1325.308,9,2015,04,19
542,zwebPdFr52cz5fS90jKo9haoq+pEMqcGzIQ3A3HuB5s=,20150218,3,5,3,0,11,19,3522.434,22,2015,02,18
543,zwanfN5pNSsNefewv05aMLB29O5EVf4lLRfwxDBOp90=,20150702,3,15,2,3,0,21,2579.357,23,2015,07,02
544,zwanfN5pNSsNefewv05aMLB29O5EVf4lLRfwxDBOp90=,20170208,2,1,0,0,8,11,2019.319,11,2017,02,08
545,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20160422,17,2,1,3,23,35,6721.172,46,2016,04,22
546,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20170216,11,4,6,6,99,98,28313.886000000002,126,2017,02,16
547,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20161228,11,2,1,2,81,79,21027.722,97,2016,12,28
548,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20161108,23,4,1,5,87,89,23668.894,120,2016,11,08
549,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20160919,43,1,4,3,116,107,31381.031000000003,167,2016,09,19
550,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20160731,22,6,2,2,51,67,14167.136999999999,83,2016,07,31
551,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20160611,12,0,3,4,26,30,8125.416,45,2016,06,11
552,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20150419,7,0,1,0,34,39,9028.133,42,2015,04,19
553,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20160302,14,3,0,1,32,38,8869.698,50,2016,03,02
554,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20151112,1,0,0,1,4,6,1154.775,6,2015,11,12
555,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20150918,6,0,2,0,72,62,17965.133,80,2015,09,18
556,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20150729,35,6,2,0,49,62,13028.498,92,2015,07,29
557,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20150609,4,0,1,0,26,27,6811.0,31,2015,06,09
558,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20150228,3,0,2,2,17,15,5199.735,24,2015,02,28
559,zwY8hkX30UKv1zx8L3/Pcm3VaYVjHvOqSwnZ/iB9MuI=,20160105,30,2,3,0,93,60,23716.055,128,2016,01,05
560,zwWfvAlkPtCp1JRfJgUm56UxaqsYrHVtIn6eJkDpWVI=,20160725,2,0,2,1,19,17,5135.8640000000005,24,2016,07,25
561,zwWfvAlkPtCp1JRfJgUm56UxaqsYrHVtIn6eJkDpWVI=,20170219,3,1,3,1,14,15,3973.66,22,2017,02,19
562,zwWfvAlkPtCp1JRfJgUm56UxaqsYrHVtIn6eJkDpWVI=,20161225,1,1,1,0,3,5,1022.0,6,2016,12,25
563,zwWfvAlkPtCp1JRfJgUm56UxaqsYrHVtIn6eJkDpWVI=,20161009,0,0,0,1,7,8,1911.308,8,2016,10,09
564,zwWfvAlkPtCp1JRfJgUm56UxaqsYrHVtIn6eJkDpWVI=,20150413,0,0,0,0,1,1,252.36900000000003,1,2015,04,13
565,zwWfvAlkPtCp1JRfJgUm56UxaqsYrHVtIn6eJkDpWVI=,20150215,4,4,2,1,48,9,11902.361,59,2015,02,15
566,zwTdCQVPE8MddNdImaOnpBfS+BuRptk5BgtmN0xE4xw=,20170125,12,5,5,5,32,41,9633.288,59,2017,01,25
567,zwTdCQVPE8MddNdImaOnpBfS+BuRptk5BgtmN0xE4xw=,20161123,8,2,0,1,22,32,5548.74,33,2016,11,23
568,zwT482581YiRB4JhStv/ooNQc5pK3JForRDPWkKn/Tw=,20161029,1,0,0,2,3,6,1506.368,6,2016,10,29
569,zwT482581YiRB4JhStv/ooNQc5pK3JForRDPWkKn/Tw=,20170131,4,1,1,0,18,5,4969.903,24,2017,01,31
570,zwRqboYYYSZ8eEs6jlBnO32m0y/JZcH+GkX7ccETbo0=,20170130,5,1,2,1,32,39,8833.517,41,2017,01,30
571,zwRqboYYYSZ8eEs6jlBnO32m0y/JZcH+GkX7ccETbo0=,20160831,0,0,1,0,15,16,3974.8140000000003,16,2016,08,31
572,zwRqboYYYSZ8eEs6jlBnO32m0y/JZcH+GkX7ccETbo0=,20150926,2,0,3,0,1,4,751.885,6,2015,09,26
573,zwRqboYYYSZ8eEs6jlBnO32m0y/JZcH+GkX7ccETbo0=,20160519,3,2,1,3,10,10,3548.0609999999997,19,2016,05,19
574,zwMGfxCrxX7fObccGY5Yp8s+5pKecnJlmml4KH0h2PE=,20160422,3,0,0,1,61,25,15169.046999999999,65,2016,04,22
575,zwMGfxCrxX7fObccGY5Yp8s+5pKecnJlmml4KH0h2PE=,20160106,1,3,1,12,83,89,24267.31,100,2016,01,06
576,zwMGfxCrxX7fObccGY5Yp8s+5pKecnJlmml4KH0h2PE=,20160611,4,1,2,0,35,40,8771.478000000001,42,2016,06,11
577,zwMGfxCrxX7fObccGY5Yp8s+5pKecnJlmml4KH0h2PE=,20160820,5,2,0,4,62,53,15923.913999999999,73,2016,08,20
578,zwMGfxCrxX7fObccGY5Yp8s+5pKecnJlmml4KH0h2PE=,20161009,3,2,2,0,73,32,18793.372,80,2016,10,09
579,zwMGfxCrxX7fObccGY5Yp8s+5pKecnJlmml4KH0h2PE=,20160303,5,2,0,0,56,28,14235.008,63,2016,03,03
580,zwMGfxCrxX7fObccGY5Yp8s+5pKecnJlmml4KH0h2PE=,20151117,1,0,1,1,90,72,22383.623,93,2015,11,17
581,zwLUjmOoe7/ihGZva7X+yh3XmL1BHX8doAnjVfsoj0o=,20151223,3,4,1,1,27,10,7379.355,36,2015,12,23
582,zwLUjmOoe7/ihGZva7X+yh3XmL1BHX8doAnjVfsoj0o=,20160310,4,0,0,1,5,5,1587.723,10,2016,03,10
583,zwLUjmOoe7/ihGZva7X+yh3XmL1BHX8doAnjVfsoj0o=,20161019,13,11,4,1,26,26,8925.519,55,2016,10,19
584,zwLUjmOoe7/ihGZva7X+yh3XmL1BHX8doAnjVfsoj0o=,20161211,12,6,6,2,222,23,52213.380999999994,248,2016,12,11
585,zwLUjmOoe7/ihGZva7X+yh3XmL1BHX8doAnjVfsoj0o=,20170202,0,2,0,0,151,1,34610.811,153,2017,02,02
586,zwLUjmOoe7/ihGZva7X+yh3XmL1BHX8doAnjVfsoj0o=,20160608,4,3,3,1,16,11,4923.481,27,2016,06,08
587,zwLUjmOoe7/ihGZva7X+yh3XmL1BHX8doAnjVfsoj0o=,20160827,14,12,3,2,85,19,23137.022,116,2016,08,27
588,zwHBBred4QVo6S3KnVNCJ81SvmdrChbW7XGB2E5brkQ=,20160109,0,2,2,0,7,6,2135.681,11,2016,01,09
589,zwHBBred4QVo6S3KnVNCJ81SvmdrChbW7XGB2E5brkQ=,20170111,9,3,2,1,9,23,3255.34,24,2017,01,11
590,zwHBBred4QVo6S3KnVNCJ81SvmdrChbW7XGB2E5brkQ=,20150501,1,3,3,0,33,7,9063.28,40,2015,05,01
591,zwHBBred4QVo6S3KnVNCJ81SvmdrChbW7XGB2E5brkQ=,20160806,0,0,0,0,1,1,268.0,1,2016,08,06
592,zwHBBred4QVo6S3KnVNCJ81SvmdrChbW7XGB2E5brkQ=,20160418,1,0,0,0,26,27,6338.23,27,2016,04,18
593,zwHBBred4QVo6S3KnVNCJ81SvmdrChbW7XGB2E5brkQ=,20150920,16,0,0,0,1,17,306.85400000000004,17,2015,09,20
594,zwHBBred4QVo6S3KnVNCJ81SvmdrChbW7XGB2E5brkQ=,20161025,5,2,3,1,54,10,13885.219,65,2016,10,25
595,zwFB9L2DxchJbTcZLL8z7lj5hNIlJb79m2XJK75o5Ak=,20150404,2,0,0,0,6,7,1665.4260000000002,8,2015,04,04
596,zwFB9L2DxchJbTcZLL8z7lj5hNIlJb79m2XJK75o5Ak=,20150901,1,0,0,0,1,2,212.037,2,2015,09,01
597,zwFB9L2DxchJbTcZLL8z7lj5hNIlJb79m2XJK75o5Ak=,20160702,3,0,4,1,5,10,2177.962,13,2016,07,02
598,zwFB9L2DxchJbTcZLL8z7lj5hNIlJb79m2XJK75o5Ak=,20160102,7,6,2,2,18,34,5993.749,35,2016,01,02
599,zwFB9L2DxchJbTcZLL8z7lj5hNIlJb79m2XJK75o5Ak=,20161107,3,0,1,0,20,23,5526.685,24,2016,11,07
600,zwFB9L2DxchJbTcZLL8z7lj5hNIlJb79m2XJK75o5Ak=,20170123,3,2,1,2,128,91,33802.931000000004,136,2017,01,23
601,zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,20150717,0,0,0,0,4,3,995.5269999999999,4,2015,07,17
602,zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,20150312,0,1,0,2,14,17,3968.803,17,2015,03,12
603,zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,20150514,2,2,0,1,4,9,1309.583,9,2015,05,14
604,zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,20160807,13,5,2,2,29,41,8837.029,51,2016,08,07
605,zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,20150917,2,1,0,1,7,11,2327.903,11,2015,09,17
606,zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,20151112,1,0,0,3,15,16,4342.856,19,2015,11,12
607,zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,20160106,4,0,0,0,21,21,5028.258,25,2016,01,06
608,zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,20160228,8,2,1,0,53,56,13418.501,64,2016,02,28
609,zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,20160419,0,0,0,0,6,6,1395.121,6,2016,04,19
610,zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,20160612,3,1,0,2,7,11,2422.7110000000002,13,2016,06,12
611,zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,20161009,0,0,1,1,15,17,3819.665,17,2016,10,09
612,zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,20161130,5,0,1,0,45,46,11673.662,51,2016,11,30
613,zwCmRyIdK7tU87p7gzFosgvegKahXGGaOQpcwNGaoJE=,20170121,11,2,3,1,51,55,14503.051000000001,68,2017,01,21
614,zwCCxbEGDev2D3CcpQKm6es1MkkNUaNrMe7i1ypokQU=,20170123,4,1,0,2,128,112,33312.276,135,2017,01,23
615,zwCCxbEGDev2D3CcpQKm6es1MkkNUaNrMe7i1ypokQU=,20161129,2,1,0,1,60,52,15894.638,64,2016,11,29
616,zwCCxbEGDev2D3CcpQKm6es1MkkNUaNrMe7i1ypokQU=,20161010,1,2,2,2,24,10,7850.036999999999,31,2016,10,10
617,zwCCxbEGDev2D3CcpQKm6es1MkkNUaNrMe7i1ypokQU=,20160817,0,0,0,1,0,1,316.58099999999996,1,2016,08,17
618,zw8QqLrZs9D4xxRMj2TVjUySHLvjOIy3hS+8CRzXE10=,20161030,113,28,2,2,14,141,9359.168,159,2016,10,30
619,zw8QqLrZs9D4xxRMj2TVjUySHLvjOIy3hS+8CRzXE10=,20170217,0,1,1,0,10,12,2640.548,12,2017,02,17
620,zw8QqLrZs9D4xxRMj2TVjUySHLvjOIy3hS+8CRzXE10=,20161222,2,1,3,1,45,36,12439.676000000001,52,2016,12,22
621,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20161110,1,1,0,6,23,31,6708.0509999999995,31,2016,11,10
622,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20150622,6,2,1,3,62,26,15917.001,74,2015,06,22
623,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20160801,1,0,1,2,51,27,14382.695,55,2016,08,01
624,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20150117,3,3,0,0,50,17,12200.555,56,2015,01,17
625,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20150311,0,0,1,0,30,3,8315.086,31,2015,03,11
626,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20150502,4,1,1,1,24,23,6543.477,31,2015,05,02
627,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20150813,20,12,12,10,152,140,39734.436,206,2015,08,13
628,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20151003,3,1,2,3,129,71,30408.531000000003,138,2015,10,03
629,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20151122,0,0,0,0,65,41,14363.378,65,2015,11,22
630,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20160112,0,0,0,0,61,28,12422.091,61,2016,01,12
631,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20160303,0,0,0,0,68,26,13227.248,68,2016,03,03
632,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20160422,1,1,1,0,92,56,22110.357000000004,95,2016,04,22
633,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20160611,1,0,0,0,45,13,11271.832,46,2016,06,11
634,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20170219,2,0,1,0,50,36,12015.206,53,2017,02,19
635,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20160920,0,1,1,4,69,54,18755.536,75,2016,09,20
636,zw5hmyZ5gJuxmEBqEuDMUASgph/kp6IXVd0lpUcgmsE=,20161231,0,0,0,0,33,27,8557.128,33,2016,12,31
637,zw5UN17YlQSfBnaYpQyx9fcUiGu9EQk+a4YiBWb02lg=,20170208,2,1,0,0,6,5,1611.0770000000002,9,2017,02,08
638,zw5UN17YlQSfBnaYpQyx9fcUiGu9EQk+a4YiBWb02lg=,20160626,0,1,0,1,14,16,3385.9640000000004,16,2016,06,26
639,zw5UN17YlQSfBnaYpQyx9fcUiGu9EQk+a4YiBWb02lg=,20160905,2,2,0,0,21,25,5204.648,25,2016,09,05
640,zw5UN17YlQSfBnaYpQyx9fcUiGu9EQk+a4YiBWb02lg=,20161130,2,0,0,1,7,9,2071.4210000000003,10,2016,11,30
641,zw5UN17YlQSfBnaYpQyx9fcUiGu9EQk+a4YiBWb02lg=,20160414,17,1,4,2,1,19,1564.655,25,2016,04,14
642,zw5UN17YlQSfBnaYpQyx9fcUiGu9EQk+a4YiBWb02lg=,20160212,0,0,0,2,34,24,10970.44,36,2016,02,12
643,zw5UN17YlQSfBnaYpQyx9fcUiGu9EQk+a4YiBWb02lg=,20151222,2,1,0,0,28,27,6252.565,31,2015,12,22
644,zw5UN17YlQSfBnaYpQyx9fcUiGu9EQk+a4YiBWb02lg=,20151026,2,0,0,0,9,11,2440.83,11,2015,10,26
645,zw5UN17YlQSfBnaYpQyx9fcUiGu9EQk+a4YiBWb02lg=,20150731,4,1,2,1,0,6,547.063,8,2015,07,31
646,zw5UN17YlQSfBnaYpQyx9fcUiGu9EQk+a4YiBWb02lg=,20150511,0,0,0,0,7,7,1362.129,7,2015,05,11
647,zw5UN17YlQSfBnaYpQyx9fcUiGu9EQk+a4YiBWb02lg=,20150208,2,0,0,0,6,8,1348.0629999999999,8,2015,02,08
648,zw45EOTOFhIVrNEddIOLy9bku03+Vec8K+rYdGaNjM8=,20170208,0,0,0,0,55,55,13111.0,55,2017,02,08
649,zw2ZSWSBlzlfZdbqmITA2V6h9lNHB/JPihHxpV0SJRM=,20150122,4,2,0,0,19,15,3564.571,25,2015,01,22
650,zw2ZSWSBlzlfZdbqmITA2V6h9lNHB/JPihHxpV0SJRM=,20150315,6,0,2,0,36,39,8656.687,44,2015,03,15
651,zw2ZSWSBlzlfZdbqmITA2V6h9lNHB/JPihHxpV0SJRM=,20150521,1,1,0,0,108,96,25312.586,110,2015,05,21
652,zw2ZSWSBlzlfZdbqmITA2V6h9lNHB/JPihHxpV0SJRM=,20150714,1,1,1,1,12,16,3489.039,16,2015,07,14
653,zw2ZSWSBlzlfZdbqmITA2V6h9lNHB/JPihHxpV0SJRM=,20150920,2,1,0,0,55,55,11687.3,58,2015,09,20
654,zw2ZSWSBlzlfZdbqmITA2V6h9lNHB/JPihHxpV0SJRM=,20151125,2,0,2,2,50,46,13043.608,56,2015,11,25
655,zw2ZSWSBlzlfZdbqmITA2V6h9lNHB/JPihHxpV0SJRM=,20160122,1,0,0,2,69,36,15375.768999999998,72,2016,01,22
656,zw2ZSWSBlzlfZdbqmITA2V6h9lNHB/JPihHxpV0SJRM=,20160320,0,0,0,0,43,27,10354.93,43,2016,03,20
657,zw2ZSWSBlzlfZdbqmITA2V6h9lNHB/JPihHxpV0SJRM=,20160512,3,2,1,1,11,18,3529.488,18,2016,05,12
658,zw2ZSWSBlzlfZdbqmITA2V6h9lNHB/JPihHxpV0SJRM=,20160716,13,3,1,1,74,79,18221.754,92,2016,07,16
659,zw2ZSWSBlzlfZdbqmITA2V6h9lNHB/JPihHxpV0SJRM=,20161112,1,0,0,0,97,80,22221.8,98,2016,11,12
