msno,city,bd,gender,registered_via,registration_init_time,expiration_date,date,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel,is_churn
H7ByLkqo4qn4H0pP9ISgvIZ9HwrOBfDbbrFYYKCl/1I=,22,31,female,9,20100512,20170925,20150418,13,4,1,1,69,55,19989.01,40,30,149,149,1,20160726,20160825,0,0
7xrM4Ezrct6dmoGPT4FIuNWOz42aQFGCT5nJI3ZJ3is=,12,31,male,7,20131224,20170902,20160524,0,0,2,0,69,16,18344.78,41,30,149,149,1,20150823,20170325,0,1
KUNZ1kAB8t125wp9wwUEbF1LPhaufO5uDAy6qsB/fqI=,14,23,female,9,20140816,20170911,20160225,0,0,0,0,15,15,3772.54,38,30,149,149,0,20151220,20160119,0,1
dwE655SVDE4CaUI60f/7s36K41q1xQktSZbEoK52oDM=,15,27,male,9,20090411,20170930,20150823,5,3,1,2,34,34,9696.519,33,0,0,149,1,20150831,20150930,0,0
JbV71w2JqxYIYB1vo6Nrmae1KMujP+3vMloDmmOu9wE=,22,21,male,9,20110316,20170915,20160525,0,0,1,0,3,4,871.589,38,30,149,149,0,20150227,20150402,0,1
7nm66v1Ze5nNOflTRc0Uzs+kFkIY4bs8h2nhYRAX2xg=,5,33,female,3,20150506,20170925,20170218,7,2,0,2,58,47,12876.822,29,30,180,180,1,20161224,20170124,0,0
w+kH5fpBAJDfJB6R+DbapCp5RdnWoJuyFSnH/H7LZ4Y=,13,22,female,9,20111104,20170930,20150410,63,4,4,6,55,71,16851.28,33,30,149,149,1,20160831,20160930,0,0
h++DtnqybI4xNxbgY1BaccJe3F8ESbyJ1YTRuqggzXw=,13,32,female,9,20101103,20171019,20150801,5,2,1,3,38,44,11015.066,40,30,149,149,1,20151214,20160119,0,0
hsE6n8+JsYXy2bnDJcHPXwCPAqWH4MzhSfCybv4wLWo=,15,27,female,9,20080120,20180918,20150411,0,0,0,0,40,39,10423.022,40,30,149,149,1,20150721,20150820,0,0
ntyuGT8TDb0Xuug+adVrHLSzoAw9Qfc+nsdtsGjFFZw=,15,35,female,9,20070410,20170709,20150716,1,2,0,0,13,14,3516.94,40,30,149,149,1,20151110,20151209,0,1
ha9+O/PfcltzK8EonvK3iR1W+/uyTcDtlnrgUlUFcLM=,5,30,male,9,20100404,20170713,20160329,0,1,1,0,34,12,8213.751,40,0,0,149,1,20150503,20150602,0,1
NFxtvzKgB2B8C9kebRxxJcQ/IM596lLcHU1hj6zNNr4=,22,39,female,9,20120121,20170927,20170123,0,0,0,0,10,9,2475.667,40,30,149,149,1,20160528,20160627,0,0
HwYnWeyw2fjOUTnhQaCRjo/uQQHbsBpT71sQOlnV0Eo=,3,22,female,7,20131221,20171008,20160424,1,0,1,0,22,23,5638.926,41,30,149,149,1,20150920,20151020,0,0
6MbrnfRL3I4QVVg/VL7xIuUUFSz8qiAszEMFXvJkY0k=,14,26,female,7,20120316,20171007,20160531,1,0,0,0,7,7,1921.709,41,30,149,149,1,20150515,20150616,0,0
JhIlYppS8UONnQXHQYUAx/Fat9Ow1oWiJ5noVB7oYH8=,15,31,male,9,20111023,20170220,20161102,9,1,2,1,15,24,4307.274,36,30,180,180,1,20170121,20170220,0,1
pG4j4ftRGOLrYjJ1gHbSvpIrXSKSL4VVua8Ywqe3OQE=,5,30,female,9,20120809,20170918,20151110,10,5,7,0,82,45,23626.049,36,30,180,180,0,20161211,20170111,0,1
9EPWuzlmProds86t1XGrv5VSzHofAJXMAWLMm7EJV24=,4,22,female,9,20140729,20170718,20160730,21,10,3,4,23,36,7097.178,38,0,0,149,0,20150512,20150611,0,1
8NZfVkXeRQyq6xmvU6rboIhdcZ7boepymsocTILqrmQ=,5,23,female,9,20130121,20170923,20151201,5,0,4,3,54,64,14981.017,39,30,149,149,1,20151202,20160121,0,1
dd0748v8xqdQ5arsHEMpLWaDBWvNg1ao/wN1DiCRs3s=,13,29,female,3,20120411,20171001,20160117,1,0,1,0,2,3,733.171,33,0,0,149,1,20150630,20150731,0,0
QDbwkU34a++NnWl5RjJeEqw+U4XHs22uf+HSoIwCgBk=,5,19,male,3,20140511,20170610,20150915,2,0,0,1,70,73,17419.436,38,30,149,149,0,20160710,20160814,0,1
EKqtXHX49J476R/OodCKOXZhUX7X3E+Ky903oBwOUZE=,13,28,female,7,20140831,20170930,20150403,12,6,1,8,18,41,7232.057,41,30,149,149,1,20151231,20160131,0,0
sZe1ZO2+b2EmnP3pBExxhaQdyfObp1kKlTlcQxolQuc=,4,25,female,7,20131213,20180108,20150219,13,1,0,4,18,34,5611.168,41,30,99,99,1,20160930,20161201,0,1
ubCT2hW5Yb/J2tDxVNmInlRp1D5d4LycbDg677iWbTI=,5,24,female,9,20140628,20171027,20151106,3,1,0,4,19,20,5822.38,39,31,149,149,1,20150228,20150427,0,0
DIYxVOrJib3zkYPobhlLHje5aCUmIEyA+ZzOrWCbx8I=,6,27,female,9,20070827,20170228,20170209,0,0,0,0,12,9,2987.041,31,0,0,149,1,20150731,20150831,0,1
OHhHOZFcqrjmUWWX4fuRlyQr6BGBFTUeucFdI6H0NI4=,10,28,female,3,20111215,20171006,20151012,4,1,1,2,36,37,9690.933,40,31,149,149,1,20150407,20150506,0,0
HA1EMaW0qH65EKcLejt/8DaukuES3ZAMW+lakU99mOk=,21,27,male,7,20130623,20170205,20150212,0,0,0,0,16,16,4045.333,41,30,149,149,1,20150822,20150922,0,1
qbwS/5s8vThnNlZMuqfrDu18cOf1wEM4XdTmaAle+aU=,15,19,female,9,20110117,20170215,20160704,3,4,7,6,69,77,20515.704,39,30,149,149,1,20160731,20160915,0,1
3AVtDONHGA7ZexCjUwPYkSf5dgQWcCqo/STGR3ImD2U=,22,35,female,7,20130519,20170710,20150205,6,2,1,1,81,80,21197.841,41,30,149,149,1,20160103,20160103,1,1
9WLXx9e8Z7ve4hjeUNQHCV98JyNug5prJt/Zf0HOsFg=,8,33,female,9,20100417,20171117,20150829,2,0,1,0,44,43,11178.616,38,30,149,149,0,20151123,20151223,0,1
6RtQYyE24E3iJYijFXG1u2plJ//rX8ijrj7KrIGbmXg=,22,20,female,9,20091223,20170503,20160803,2,1,0,1,5,6,1724.296,40,30,149,149,1,20160920,20160918,1,1
HI7y86banBUrZDOJbqBrVDACTasXvmuKz2fK3lcAtj0=,6,32,male,9,20080421,20171023,20150430,0,0,0,2,11,13,2775.435,39,30,149,149,1,20160831,20161023,0,0
oMlueqhyRmrMcs5Q/GPB5emEUnJhjtTQyfDYSrXULLk=,13,24,female,9,20111112,20170628,20160625,4,1,0,1,10,15,2641.37,39,30,149,149,1,20150930,20151128,0,0
ESXQTZtikuwN9AalRpgEoJGoMNu47jEJv8snCIggr5I=,5,29,male,9,20080620,20170320,20151209,7,1,0,2,16,17,4684.902,36,30,180,180,0,20170119,20170218,0,1
VyvFJpcwYoZ+5GUbflSuCMx4iVYOkBIw7oRGwfRf7ak=,15,32,male,9,20071121,20170304,20160218,0,0,0,0,8,8,2733.505,39,30,149,149,1,20160831,20161004,0,1
kmbozumEQ3s4bVGnAUXHBkXmOL2K1unJ+WBTQU5v+UU=,4,24,male,3,20130201,20170908,20150913,6,1,2,1,8,14,2463.625,38,0,0,149,0,20150509,20150608,0,0
hoJInkQzIeel4ZbAUBBdVI0IV/7qzeUtzjls693legA=,15,20,male,3,20120212,20170908,20150223,0,0,0,0,4,4,1018.438,36,30,180,180,0,20161212,20170111,0,1
Ko0ImcpyFxgPtjLawpHS1AZg9Q6IgiimTQ6MhVwMPwk=,15,31,male,7,20130222,20161212,20160505,19,2,3,2,7,32,3103.53,41,30,100,100,1,20151130,20161127,0,1
3KuQEvGE0CEXPgW74r4o+PTHd4l5muCSvdHdowTAnBU=,6,30,female,9,20111113,20171009,20150616,0,0,1,0,0,1,135.624,40,30,149,149,1,20161007,20161109,0,0
XhFAgT3JayPvas86cZbmAdxXPQB1v9LZJ81vhzOR9cY=,5,22,male,7,20131011,20170223,20170205,5,3,0,0,15,22,4047.775,41,30,149,149,1,20160110,20160211,0,1
xQRO2E4K9TCWBWTqhPiDFI/VuC3vz/Ty0MaVJV4GSvw=,14,53,female,9,20050218,20170930,20150508,2,0,0,0,26,25,6684.239,34,0,0,149,1,20150731,20150831,0,0
xI0G+hVsWRVG7g+n8SAgTvz61lyW0c5Z0VGLZZL8Gpw=,8,23,female,7,20140507,20170930,20160723,7,0,1,1,87,57,21073.492,41,30,99,99,1,20161226,20170126,0,0
DzBY0ZD1QtjzoMLQlPOJMszBvQMrms4+z5Kv0dt9Bls=,13,32,male,3,20130329,20170916,20160223,0,0,0,0,16,16,3899.187,40,30,149,149,1,20150917,20151016,0,0
Nlzl7QpjzvM/ZF4bgXmyCF84eb7plRVuUG5y+QUx1nQ=,4,27,female,7,20110222,20161215,20150903,6,1,0,0,46,53,11813.172,41,30,149,149,1,20160718,20160818,0,1
QhRq6dc6QD5OtYQwau/4vLUgKMYyf8yU2bZu0DkoBiM=,13,22,female,9,20100201,20170715,20150719,7,3,2,3,41,44,11203.606,39,30,149,149,1,20161018,20161124,1,1
F6nGUvL+EXhF0eTdoK9CX1uy9IU5CBAVyHoYyMNXNPE=,13,23,female,3,20161003,20170309,20161114,8,5,0,1,33,34,8757.635,38,30,149,149,0,20170108,20170207,0,1
Ioe4fhHX5pcKNozptTyCjCyzbNPfqzKYG1iDwCe3qPA=,13,34,female,9,20140909,20170909,20160102,1,1,1,4,16,17,4546.282,30,30,149,149,1,20150610,20150709,0,0
eF6JAKJNyzHEsrHn11R7Yi0crZxasD47K3Sa0CBx1TU=,4,27,female,9,20060628,20170213,20151227,1,0,0,0,2,1,516.922,37,30,149,149,1,20161114,20161213,0,1
pa6NMPM6GrVpN3O9E2dxr9kB/BzhD+aD8Y4yS6k3KFI=,5,46,male,9,20120122,20170227,20160403,11,8,2,0,10,24,3979.256,40,30,149,149,1,20150928,20151027,0,1
BeZBx7W0/wQvKeyTVyqp0a/7UogvX+Tfy7GzBPidDkw=,13,35,female,3,20121210,20170903,20150907,9,2,1,0,21,30,5129.584,38,30,149,149,0,20151228,20160127,0,0
iJ5iTH8qh3ij3Rzuv2BAP+qze7z/PdLBq64vSTd5bTE=,5,29,female,9,20060502,20180304,20151125,4,5,2,1,25,26,7149.895,40,30,149,149,1,20150918,20151017,0,1
Ln/w0ccecmikVrmiPfnwtnBZRodTtnOjLopE9x907jo=,13,19,female,9,20090519,20170914,20151002,40,23,3,1,69,108,21296.883,38,30,149,149,0,20151117,20151217,0,1
wg56PeqSMXzos1yscGHLWXjGpDvuHjZk8LcWPiO8Nrw=,14,20,male,7,20110808,20170808,20150224,2,0,2,0,7,9,2182.265,41,30,149,149,1,20150607,20150708,0,1
9SD/ay1PWbCwh1+UAQA1vT/VmDoLhbIvHcKHiBhcVG0=,6,24,male,7,20130924,20170905,20161027,8,0,0,0,40,48,10090.322,41,30,149,149,1,20151023,20151124,0,0
0jMbp1Q9ioqgrYgo3dxlVnAJkMxdfMd+URSqHm9ropQ=,14,24,female,7,20130705,20171005,20151220,5,0,1,2,80,64,21197.983,41,0,0,149,1,20150505,20150605,0,0
Zu3Q3qiOQEV3kmzdSqDrKTg/GNYUA6rn3aNe3owfz+w=,22,29,female,9,20071108,20171015,20151121,15,6,4,1,65,80,15791.794,39,30,149,149,1,20150731,20150915,0,0
Ch4jn95/BdjAxGNhqrWkSjMur4fqcJf7jRIZKle1v9M=,6,25,male,9,20110227,20171008,20161224,2,1,1,0,56,17,13270.988,39,30,149,149,1,20151102,20151208,0,0
XhFAgT3JayPvas86cZbmAdxXPQB1v9LZJ81vhzOR9cY=,5,22,male,7,20131011,20170223,20150614,3,0,0,0,72,69,16764.598,41,30,149,149,1,20170223,20170223,1,1
bVyBQ8mu8pTBoMSSlArSorQ0YzKr6hh9/f01ZUXg1Ng=,15,30,female,9,20080820,20170215,20160216,72,9,4,8,151,173,39875.922,33,30,149,149,1,20170131,20170228,0,1
sWowyFmOLq+TLpzsUjeixv4AT3epGW9UcavrBfaKgmo=,5,27,male,9,20050504,20171026,20170128,0,0,1,0,35,35,8328.431,40,30,149,149,1,20161207,20170106,0,1
d6az4XuRmjQ1a8ZWqt2Sn10XNFd9KsCfORJzfNWWTXk=,12,33,male,9,20141220,20170910,20150321,7,0,0,0,23,30,5909.33,38,30,149,149,0,20160223,20160324,0,1
DvB8ySZR+qSyM90AXQ3YUNfquaeDMSxYlQ7e0nMH7nM=,8,24,female,9,20100522,20170915,20150114,7,0,0,24,56,73,20554.028,40,30,149,149,1,20150916,20151015,0,0
fxsJQSZ/nNtG2HQeqpILLBCi7646mo6lvJLmf5mNHDM=,22,29,male,9,20070205,20170930,20160909,53,8,7,12,5,55,6892.464,34,0,0,149,1,20150731,20150831,0,0
YfW/2PToPawcIwkV/FvBsz1V3HJDucqqglWBZkg//os=,4,35,male,9,20040406,20170930,20150507,1,0,1,1,28,27,7579.526,34,30,149,149,1,20170131,20170228,0,0
iJ5iTH8qh3ij3Rzuv2BAP+qze7z/PdLBq64vSTd5bTE=,5,29,female,9,20060502,20180304,20150614,70,15,10,3,140,141,40140.829,32,180,536,536,0,20160720,20170119,0,1
+KX2mQL7CN7OoiP2aGg7gpESsu//mHKLfUx4hSwRE7I=,5,26,male,7,20110624,20170912,20160129,7,4,2,0,2,15,1112.881,41,30,149,149,1,20160311,20160412,0,0
iGBHNp8Le+JgzWj+yJVgtXqQcfZ2dvW0iBO23gcRDzQ=,15,23,male,9,20140218,20170923,20160609,72,3,2,0,42,106,11418.639,37,30,149,149,1,20160524,20160623,0,0
V+xh2BqKSCpFp+0CRH1cmbj9zrPBWB2h0Gq/bFezIlo=,13,31,male,9,20080113,20170313,20170107,57,16,15,3,4,87,5564.078,40,30,149,149,1,20150812,20150913,0,1
sZe1ZO2+b2EmnP3pBExxhaQdyfObp1kKlTlcQxolQuc=,4,25,female,7,20131213,20180108,20160222,35,6,2,2,13,47,4528.535,41,30,99,99,1,20161018,20161117,1,1
OHhHOZFcqrjmUWWX4fuRlyQr6BGBFTUeucFdI6H0NI4=,10,28,female,3,20111215,20171006,20161123,18,1,0,0,34,45,7767.387,40,30,149,149,1,20160307,20160406,0,0
07InYVhnMPI4cXU2NBUZ8ltA/3UR5Tfanzdp4iTh2hg=,5,16,female,3,20141029,20171031,20161128,4,0,0,1,23,13,6019.494,38,30,149,149,0,20150906,20151006,0,0
rhFrJMwtEsiMzbAPI9gXAdZDlq2D3JChwxMzxqPKRW0=,15,21,male,9,20091029,20171019,20160621,1,2,1,1,51,46,12953.902,39,30,149,149,1,20160131,20160404,0,1
6LqBF1VkSAYXWpFmSsEsK14A8zB3v+cr8nL+2AWccfU=,4,23,male,3,20120319,20170224,20150531,2,1,1,0,41,44,11123.697,37,30,149,149,1,20150901,20150930,0,1
fpZQkSOuoDuvYu/waQCScP0NJ3qLa0v9KKw2YzcPszo=,4,32,female,3,20130130,20171006,20161012,9,6,3,1,91,86,26368.016,39,30,149,149,1,20161031,20161206,0,0
gNhdd9/auOgQdeOnINpdAQG1oVopMpIDoRp9MO5mCtI=,11,28,female,9,20051102,20170925,20150427,0,0,0,0,26,26,6364.139,39,30,149,149,1,20150831,20151008,0,0
EaPGXGSyTskQU8EAgyiK8BfrFAFQYeOfo9nJZcfR+Jg=,19,35,female,9,20041005,20170930,20160725,0,0,0,0,9,9,1886.707,33,30,149,149,1,20160430,20160531,0,0
rhFrJMwtEsiMzbAPI9gXAdZDlq2D3JChwxMzxqPKRW0=,15,21,male,9,20091029,20171019,20160821,3,0,0,1,1,5,449.198,39,31,149,149,1,20150331,20150531,0,1
0kYfF2YjrIQ9WheTiDC/lbsWmgefW6acuG8JHWyOKeQ=,13,25,male,3,20130121,20170711,20150308,2,2,2,2,35,14,9398.966,37,30,149,149,1,20170110,20170209,0,1
CHDyb9G1wbkjvl9fB9z4Y5udQnS5UynWf4Aa5NBR20E=,13,30,female,9,20100830,20170726,20150711,4,1,0,3,44,9,11811.92,38,30,149,149,0,20150301,20150331,0,1
tc/1lvGmE5moxOST3mQC00jcfCQG5YWECC+Ok3XxTxY=,15,20,male,3,20130918,20180823,20151129,7,9,4,0,0,15,1882.652,25,30,150,150,0,20150123,20150222,0,0
z9w7tpU01gd206GKUBJPuQyA5nRamTB5ussKUb1rMbc=,21,22,female,9,20060412,20170913,20170205,13,17,10,1,14,51,7001.938,36,30,150,150,0,20160207,20160312,0,0
SRUPKBftb2dpaPx9jCZH6IvvPzlxmqi7Abk2V2hTiIg=,15,19,male,4,20160228,20170615,20161014,7,2,0,1,12,21,3121.845,38,10,0,0,0,20160228,20160508,0,1
lpkzLV1oBfj1MkMhE0TM7sxbj1haUMhrRuIYhZevZZ8=,13,27,female,9,20090731,20170213,20151122,3,2,0,0,39,29,7765.992,40,30,149,149,1,20150713,20150812,0,1
sgDUXXxD7JngW0OrhHiL3SfPDgIpWU/iz5Ciqs/JIvw=,10,19,male,9,20101225,20171114,20150305,1,0,1,1,11,14,3208.266,38,30,149,149,0,20150807,20150906,0,1
Dp2dqrlprtHbUu13N8p2pGhX3JLc4FCxVqOhV2uRr7o=,15,20,male,9,20100509,20171008,20160731,2,0,1,0,3,6,862.559,39,31,149,149,1,20150228,20150408,0,0
JbV71w2JqxYIYB1vo6Nrmae1KMujP+3vMloDmmOu9wE=,22,21,male,9,20110316,20170915,20160904,0,0,0,0,44,41,10488.417,38,30,149,149,0,20170113,20170214,0,1
4oJx0SfFtyV0SubZPYasIAijZ5Jzk0MQcZsic6ZezHI=,13,31,male,3,20140416,20171006,20150112,18,0,1,1,26,44,7438.687,36,30,150,150,0,20160308,20160411,0,0
H5htVb9n/TyIpQaUZggR8eZezOUm6gU4u18uDgCdGg8=,18,20,male,9,20090617,20180421,20151002,1,1,1,2,63,60,14832.662,38,30,149,149,0,20160907,20161008,0,1
9WLXx9e8Z7ve4hjeUNQHCV98JyNug5prJt/Zf0HOsFg=,8,33,female,9,20100417,20171117,20160420,1,2,1,0,37,41,9434.537,38,30,149,149,0,20151123,20160221,0,1
JB8ehHeze/7Vt/AZPfEoESKqgW1GEKCBVTucjPN3T9E=,14,19,male,7,20131107,20170909,20170121,0,2,1,0,4,7,1677.931,38,30,149,149,0,20150525,20150624,0,1
xqg7FAf7gl6K6mnzdXptMic/Fy6dJoRaHa5I/4eKgZE=,13,30,male,3,20141029,20171001,20151213,1,0,0,0,62,46,14767.719,40,30,149,149,1,20160407,20160506,0,1
3yBNvNTwONKxRMV05ZF3cmR917154XOSjHVeIRKMsqM=,22,37,female,9,20150823,20170326,20160525,10,2,2,0,18,20,5086.181,39,30,149,149,1,20161231,20170226,0,1
sLnPHjTFTXTdQGKsgvdZaChyvv8S5P7hBaPxXrVn2GE=,4,20,female,9,20090121,20171009,20160419,4,1,0,1,67,66,16662.221,39,30,149,149,1,20150531,20150709,0,0
ExfFwS3dCC9pIp11C0kJeawaPipX9aeqEnKuIUGSDmE=,5,31,male,7,20110201,20170205,20161002,2,1,2,0,129,70,32794.514,41,30,99,99,1,20160205,20160305,0,1
wJ4DeheH5CO1Ko0/d2NDFZl9kNnmtevCwzjNo9unCYA=,22,23,male,3,20130213,20170815,20170117,0,0,0,0,13,13,3216.74,38,30,149,149,0,20150823,20150924,0,1
6LqBF1VkSAYXWpFmSsEsK14A8zB3v+cr8nL+2AWccfU=,4,23,male,3,20120319,20170224,20150109,1,0,0,0,17,18,4583.178,28,30,150,150,0,20151204,20160103,0,1
p/YCgcwiQZIMwqBnoctLAIF7fb5Obk05WM8iho8llQU=,14,19,female,9,20120626,20170930,20160424,3,0,0,2,9,8,2390.064,31,0,0,149,1,20151031,20151130,0,0
5ncD06pJlAIEJyYFt298S06DzisieJYWbF0vvOmyr2w=,4,25,female,9,20110130,20170201,20160112,1,0,0,0,73,33,16341.877,37,30,149,149,1,20150701,20150801,0,1
L9yBYrdHUpYA9ZWkYv14UdRafjRejAbUUyEgxgdlOI8=,4,24,male,9,20070419,20171013,20151208,1,0,0,0,3,4,720.19,39,30,149,149,1,20150731,20150913,0,0
Z3+9IqKPZLgKw/2BZV5AZ3s6imw10GqX5uVZB2FHHis=,15,54,male,7,20160101,20170930,20170130,12,1,1,1,8,18,2851.488,41,30,149,149,1,20161130,20161231,0,0
nSKMTfbctOaxJc8L9lv/pgh9fRflWkK4+o1W2o7ckHY=,15,23,female,9,20150116,20170911,20150627,0,1,0,0,19,12,5012.125,37,30,149,149,1,20150722,20150821,0,1
ItsIKO+8hQAJZ9YLBkxosZ8lCjqs9aVurd2Zgl00TyE=,5,21,female,9,20150624,20170929,20160127,12,13,2,1,152,160,40017.852,38,30,149,149,0,20160410,20160510,0,1
hicXUqOqV11wlHEfg620octNktMA20WIZPo3P6QVgNQ=,4,40,female,7,20110805,20170504,20160114,2,0,1,0,7,9,1876.475,41,30,149,149,1,20150804,20150905,0,0
+faqBkykfanbEHlm53iytgxiqW26UG8yLxWSeZvPvGc=,21,20,male,9,20100824,20171204,20160822,16,16,3,1,55,80,16324.795,38,30,149,149,0,20160816,20160915,0,1
uCbiAa2Zd/tUgVrjjuQnWut3EyDI3BN+w7Lg9snra3g=,6,22,male,7,20130401,20171011,20160220,4,0,1,2,9,14,2874.911,39,30,149,149,1,20150731,20150908,0,0
E3BwSNZojxt/TpzJGJ92ydBAdljyywjTu8hVqJR8l1c=,1,24,female,3,20150815,20170926,20160609,16,3,2,3,267,263,67731.03,38,30,149,149,0,20160303,20160402,0,0
LrCTitBOXSYGaa5+LVU5RG5LNduYHUtoUvePlCKBp5g=,8,21,female,3,20150106,20180202,20151213,0,2,1,1,13,16,3803.914,38,30,149,149,0,20150725,20150824,0,1
LXXZyEeO2MPXJcTKH40YEjfWcM1tWhpFK1QtzxQtHZ4=,15,36,male,9,20110424,20170925,20160911,1,2,1,1,2,6,999.348,36,30,150,150,0,20150916,20151016,0,1
WTGpWWTC9tpiePRtRFP3jmqsPQtbLId8HD8+8WLu614=,13,28,male,3,20150415,20170918,20151026,0,0,0,0,3,3,822.195,38,30,149,149,0,20160903,20161003,0,1
vosZ+LynPBTevyA7+iTbizSysPJ4i/Gy0pKYikRuYlA=,13,17,male,3,20120806,20170826,20150819,1,2,0,0,45,33,10880.869,38,30,149,149,0,20161011,20161110,0,1
mAv6pv89BGQVDXrqrZlIKKhNsCYe4mWf+DGAWTtaOLs=,15,44,male,9,20120620,20170930,20150408,0,0,0,1,11,12,2919.34,34,30,149,149,1,20160430,20160531,0,0
tZB38gKkgWagxjuClujTQ5oVkuA1aTJb4I0enxxIJ6s=,22,17,female,3,20120902,20170217,20150811,2,1,0,0,12,4,3191.018,40,30,149,149,1,20160318,20160417,0,1
I1IHZdlnaDqFamyt76kPHqmpFkAeAEisTK7tgn/mX48=,13,20,female,3,20130327,20170925,20161209,39,2,3,3,69,98,18537.76,38,30,149,149,0,20160726,20160825,0,1
mdZqjG4pRqgM+si26mLz7ir4U/l70O6VHQVE/BgTzp0=,14,27,male,7,20111223,20180304,20151031,0,0,0,0,48,48,10858.189,41,30,149,149,1,20160725,20160825,0,0
G9KmqO1J3ZrtPXx7tLBINkuZZKDe0E9jLmNEo+xtuiE=,4,27,male,9,20040928,20180708,20150322,49,14,4,5,6,66,4329.83,40,30,149,149,1,20150810,20150910,0,0
cyYEaTWxV+amIs9CxKiNuwoIUFI2N7/ywn235hPuaNU=,5,44,male,9,20061018,20170930,20160511,1,0,0,1,20,19,5115.283,34,30,149,149,1,20160630,20160731,0,0
6QDTcuEmvGe+SPcQ7kuSXoRGbrOnBbfOHIfJ//AUd1Q=,20,28,female,7,20140302,20170918,20150823,3,0,1,0,11,13,2747.64,41,30,100,100,1,20170218,20170318,0,0
3ujG0jo/Ik2pWzVMfXMakZOUdT/oC2KLCCHUvZm4+GA=,14,18,male,3,20141009,20170515,20160413,0,0,0,0,1,1,196.023,38,30,149,149,0,20160824,20160923,0,1
SRUPKBftb2dpaPx9jCZH6IvvPzlxmqi7Abk2V2hTiIg=,15,19,male,4,20160228,20170615,20161228,12,4,1,1,44,54,11501.705,38,10,0,0,0,20160228,20160528,0,1
JB8ehHeze/7Vt/AZPfEoESKqgW1GEKCBVTucjPN3T9E=,14,19,male,7,20131107,20170909,20150719,12,2,1,0,67,82,17678.407,38,30,149,149,0,20160726,20160825,0,1
XywU7zZEPbXHnlwdd01uKmaQphLKmIaRo9b7qJlMlkM=,13,23,male,3,20120910,20170103,20160303,1,0,0,0,23,24,5972.756,33,30,149,149,1,20160430,20160602,0,1
hsz8xQc6pgxafcW9xHEnwYD0ARlKQUfrJcktojaEQlY=,13,21,female,9,20140813,20180506,20160628,37,3,3,1,47,76,12910.247,38,410,1788,1788,0,20150219,20160404,0,1
ASKun0Vt1xcFaG89G0NDlygioQ4glEsA+ouM12YvtAM=,4,23,male,3,20120719,20170721,20170110,4,1,1,2,87,3,12066.988,33,0,0,149,1,20150930,20151031,0,0
OKUJx+U4GV9/EMCQHqQFEbhNFS+W4FAkwZ4y7Mx+bQA=,22,24,male,3,20120416,20171007,20160619,0,1,0,1,24,10,6209.288,39,30,149,149,1,20160930,20161107,0,0
ojv60Egx1QlhTyWZrGmM0/NVRFHuyz3lsOzLnT8HXK8=,22,19,female,3,20130720,20170813,20160304,3,0,0,0,33,31,8779.96,38,30,149,149,0,20160216,20160317,0,1
jp9TdSOFNwgvsRfr5RaAGQtBXjf0ghS3gEeTg7ScLkw=,6,23,female,3,20140413,20170203,20161229,0,1,0,0,2,3,526.347,38,30,149,149,0,20170103,20170203,0,1
ElOXfqP3RZh3QhTUVWMF75n+Ld7IQGV2FzFCI0aWk4g=,5,39,female,9,20051024,20171002,20150112,2,0,2,0,10,5,2718.829,39,31,149,149,1,20150331,20150502,0,0
bRVIcIS8PUPwYgE73Q483U714q//TvtcSSRcF7E4eBI=,22,25,male,9,20091118,20170709,20161204,2,0,0,0,11,13,2943.14,39,0,0,149,1,20150430,20150616,0,1
x1SeXBXSMwcK5ewaIHiwBQlLINgBUUMvQjIKPMxvjqk=,22,34,female,3,20140918,20180528,20160721,5,3,2,0,175,167,40679.008,36,30,180,180,1,20170110,20170209,0,0
OGKDrZQDB3yewZhoSd5qqvmG5A1GcNTYMexO95NlH+g=,15,25,female,3,20130405,20200125,20160305,19,1,2,3,29,49,8651.835,38,7,0,0,0,20160813,20170114,0,1
+1zcnX3y2V772xrmCu8gR+u0zM4ycUXJacshCYtCKTQ=,5,25,male,9,20070308,20171010,20160715,1,1,1,0,70,33,16014.917,39,30,149,149,1,20160131,20160310,0,0
mxvjPoxJXHybWq/S7GOE+PeelF2wGgFqWZPxQDxDnmU=,4,25,male,9,20080408,20170930,20150208,0,0,0,0,107,18,25136.87,34,30,149,149,1,20160731,20160831,0,0
0sAGNaEy+iJSCGh0XwCvO0Pr/qenkP0x/Y6wVWZL+7E=,22,22,female,9,20060415,20170927,20150704,8,1,1,0,3,13,884.556,38,30,149,149,0,20160201,20160302,0,0
yicUCoRgYX0bW4AvuJBuSINIzyR5Ee1Cezj06Njy3Es=,15,32,female,9,20120619,20170910,20150913,0,0,1,0,3,4,950.446,37,30,149,149,1,20170224,20170223,1,0
iRe9X/MwGWvAF7m8e1q20l/Y6b37V0knbnsKSaMtE2c=,4,25,male,9,20120201,20170902,20150525,6,1,0,0,48,54,13509.505,37,31,149,149,1,20150228,20150402,0,0
bKSuT6NPSspxtkqbvDVHY84mfGhbJ2HIiumbCWnvwLE=,13,25,female,9,20080301,20170927,20161219,6,1,3,3,76,59,16644.968,37,30,149,149,1,20161228,20170127,0,0
