num_of_transactions,most_popular_payment_id,extra_payment_plans_total,extra_payment_plans_count,avg_plan_list_price,avg_actual_amount_paid,is_cancel_total,left_payment_days_total,avg_transaction_days_diff,max_transaction_days_diff,min_transaction_days_diff,avg_expire_days_diff,max_expire_days_diff,min_expire_days_diff,most_popular_transaction_days,least_popular_transaction_days,most_popular_transaction_season,least_popular_transaction_season,most_popular_expire_days,least_popular_expire_days,most_popular_expire_season,least_popular_expire_season,msno,is_auto_renew,payment_id_is_always_auto_renew
1,40,0,0,149.0,149.0,0,30,46.0,46.0,46.0,48.0,48.0,48.0,1,1,2,2,1,1,2,2,U+jR3uLz7FceCXn5uU5aQJrmDifKd2LQ9q3FMgGhEVw=,1,38
1,41,0,0,99.0,99.0,0,31,10.0,10.0,10.0,32.0,32.0,32.0,1,1,2,2,1,1,2,2,W3erPopDaL1P8p+617tlaVZEEqg81mtztoWDzdhSW6k=,1,40
5,41,0,0,99.0,99.0,0,761,301.6,754.0,2.0,8.0,16.0,2.0,2,2,4,1,2,2,3,2,ZHeFA72rXcZ6K7bIO9oMdg2qoNTkFLynHlWSoHgzAQY=,1,40
1,40,0,0,149.0,149.0,0,36,42.0,42.0,42.0,32.0,32.0,32.0,1,1,2,2,1,1,2,2,a9uMrT7hBxN/0ibmpEhsnUjKOuSce0cmjts9NT62fiQ=,1,38
1,38,0,0,149.0,149.0,0,31,12.0,12.0,12.0,10.0,10.0,10.0,2,2,2,2,2,2,2,2,b7zR+gOzg55aO4Ttp0xKyEqwkOxx0J3XYQRLO7egsf0=,0,34
1,38,90,1,477.0,477.0,0,90,4.0,4.0,4.0,2.0,2.0,2.0,2,2,2,2,2,2,3,3,bmGOP4wApEjlFb/bVQ8xY+ZRUNjpWChMi6nehk/Lch4=,0,34
1,41,0,0,149.0,149.0,0,31,48.0,48.0,48.0,44.0,44.0,44.0,3,3,2,2,3,3,2,2,cZNyRnDAplErGaQ8vZXwD162VHh3TH0IWLE90bA0k/o=,1,40
3,39,0,0,149.0,149.0,0,200,12.666666666666666,26.0,4.0,28.666666666666668,42.0,14.0,3,3,2,1,1,1,3,2,cyi8e/ErKGURZrPeOFoyyDvmz6Jh/5bxk0xIbmt1VMg=,1,36
1,41,0,0,149.0,149.0,0,31,2.0,2.0,2.0,10.0,10.0,10.0,1,1,2,2,1,1,2,2,iRjt1sy+MNrCaQrZHYeWkZAnO9EDV5y1pxVX16jbkK0=,1,40
3,29,0,0,180.0,120.0,0,59,30.666666666666668,46.0,10.0,250.66666666666666,700.0,6.0,3,1,2,2,3,1,2,2,lGTpXAREuPR5OlLZ7lt5jcxjuVwg7PlCFy6i+cX9naQ=,1,19
1,41,0,0,149.0,149.0,0,31,20.0,20.0,20.0,28.0,28.0,28.0,1,1,2,2,1,1,2,2,lQRZs5VBMuPHO5NAU7CSbAVfYl852PDBfXCJPq9N8bM=,1,40
2,39,0,0,149.0,149.0,0,109,33.0,60.0,6.0,38.0,46.0,30.0,3,3,2,1,3,3,2,2,nbUMgPIsJaXoPj0h1zZUls1dDlsirvNr6CJhxNtLtac=,1,36
1,41,0,0,99.0,99.0,1,0,18.0,18.0,18.0,18.0,18.0,18.0,1,1,2,2,1,1,2,2,nuHlwUir6aziyVNu7NUh/E0irVXaIVxXH+oB9Et4GIs=,1,40
2,41,0,0,129.0,129.0,0,121,22.0,42.0,2.0,16.0,24.0,8.0,3,3,2,1,3,3,2,2,qI7JnFp7qT/Ee+t3oCevtUJjraeWaqi08Qmww7Zl7zE=,1,40
2,30,0,0,129.0,129.0,1,30,5.0,10.0,0.0,8.0,12.0,4.0,3,2,2,2,3,2,2,2,rCWvun8RBFlrcw9kV7o0YyEm5hDCel1oiHeJN8KGQvM=,1,21
2,36,0,0,180.0,180.0,0,117,32.0,52.0,12.0,34.0,54.0,14.0,1,1,2,1,1,1,2,2,rTonxwwm6OMkKAz7L+49us6wwNiOwTrST5/zYmjXjrs=,1,31
1,36,0,0,180.0,180.0,0,30,26.0,26.0,26.0,24.0,24.0,24.0,3,3,2,2,3,3,2,2,uSMJNVMs0W3o7jj6j/S2svPjnO/6nJQzYmglxGK8M5s=,0,30
2,17,300,2,300.0,300.0,0,189,9.0,16.0,2.0,22.0,40.0,4.0,3,3,2,2,3,3,4,2,v/gENeE3FIPQpp6zoBflQc/moSUFtuhSZhukdKY7fbA=,0,7
1,41,0,0,99.0,99.0,0,31,42.0,42.0,42.0,684.0,684.0,684.0,3,3,2,2,3,3,2,2,wNTTWDHLj2xxl7JKgJIPF1zWarG4NMV4kpIIUDKAeA4=,1,40
1,41,0,0,99.0,99.0,0,31,36.0,36.0,36.0,38.0,38.0,38.0,3,3,2,2,3,3,2,2,wVcCwFXE3Czxe+jjWcpeeI1kQWiY7q5bXmiJMMqlpzE=,1,40
1,40,0,0,149.0,0.0,0,30,6.0,6.0,6.0,6.0,6.0,6.0,3,3,2,2,3,3,2,2,yFNylPlUNu7rJrkt1sAR0ZzvYjP+0qC9wphydlsarQQ=,1,38
1,36,0,0,180.0,180.0,0,33,6.0,6.0,6.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,+M5aX4YHbQYIYuywcr8wF/8EFbTpeX+2BZnpvCyA0zw=,0,30
3,41,0,0,149.0,149.0,0,237,22.666666666666668,40.0,0.0,14.0,20.0,6.0,3,3,2,1,2,1,3,2,/GYR20dqdKQ1xdeviAyjvsEuhi6FKVEZ5Yy9Nw8o3nk=,1,40
2,38,0,0,149.0,149.0,0,90,22.0,34.0,10.0,22.0,32.0,12.0,2,2,2,2,2,2,2,2,5A9elfTFAHD48C+9zAlLbyrQR1OTGev1pDPcb3qIuCI=,0,34
1,40,0,0,149.0,149.0,1,-1,8.0,8.0,8.0,8.0,8.0,8.0,2,2,2,2,1,1,2,2,5Evci0qn9ApJho3c89W5Nden5cE3jiZASD8h8GcKJEM=,1,38
2,39,0,0,149.0,149.0,1,51,29.0,38.0,20.0,9.0,18.0,0.0,3,3,2,1,1,1,2,2,7fL3z+XhemitBF9CFy+NYX3CBFtzA/lJtbEZggYxKOc=,1,36
1,37,0,0,149.0,149.0,0,33,28.0,28.0,28.0,24.0,24.0,24.0,2,2,2,2,2,2,2,2,AOF4kmVxLl1bEIcvR7Q8S7WGrJthkKzqrzP5n3I11tM=,1,33
1,38,0,0,149.0,149.0,0,38,1464.0,1464.0,1464.0,14.0,14.0,14.0,1,1,2,2,2,2,2,2,AzHOGJkdBUHFb9NFfUiwJvLH10aSVqkWaYrqO+9sV4g=,0,34
1,38,90,1,477.0,477.0,0,90,18.0,18.0,18.0,14.0,14.0,14.0,3,3,2,2,3,3,3,3,C4+JB2ZrfR84faIl643xf0MzQXhveVUtCVsZMB7P2r0=,0,34
1,40,0,0,149.0,149.0,0,34,4.0,4.0,4.0,2.0,2.0,2.0,1,1,2,2,1,1,2,2,DePIUFzRKYyhestZQsYlgBTz1TfFWM2vEevcW8zxb2I=,1,38
2,17,300,2,300.0,300.0,0,187,5.0,10.0,0.0,6.0,6.0,6.0,3,2,2,2,3,3,4,2,GhWwGrtntxPhjfboxW7nL9nScBad/Wt9eaeXJCBh1M0=,0,7
1,38,0,0,149.0,149.0,0,31,8.0,8.0,8.0,8.0,8.0,8.0,2,2,2,2,2,2,2,2,IgVHB9tV2JXmbZxSnQhb+SszlA9Sl8dGciYKjItOj8g=,0,34
1,34,0,0,149.0,149.0,0,30,30.0,30.0,30.0,18.0,18.0,18.0,3,3,2,2,3,3,2,2,KKo3d7wyawtkPjGV30Pbd9ixIpcn40b9VOxspwKi3K4=,1,28
1,40,0,0,149.0,149.0,0,30,54.0,54.0,54.0,54.0,54.0,54.0,1,1,2,2,1,1,2,2,Laee1u2qUW9U/WNqTTq4fBUvqi03kiyuGdc1zZIwcww=,1,38
1,41,0,0,129.0,129.0,0,32,1480.0,1480.0,1480.0,14.0,14.0,14.0,2,2,2,2,2,2,2,2,OFtS9lxsCUF/DSrKC5CmAxrU37LIpqWkG4jqFmdhcvY=,1,40
1,38,195,1,894.0,894.0,0,195,20.0,20.0,20.0,2.0,2.0,2.0,2,2,2,2,3,3,4,4,Oflh/ZDxcOvn0VZkKJ9wAZXI83rBT49L8Vk6K0aH7bU=,0,34
2,40,0,0,149.0,149.0,1,75,3.0,4.0,2.0,13.0,16.0,10.0,2,2,2,2,2,2,2,2,Q2O80CUIgfcIGOziseeBZ5wgJ1w9PzVrdWK+W7wQqP8=,1,38
1,41,0,0,99.0,99.0,0,31,14.0,14.0,14.0,12.0,12.0,12.0,3,3,2,2,3,3,2,2,UxRqj78RLyUgzugpodn+YswZdD0GLNEjMkWxC/V7qcQ=,1,40
1,20,200,1,930.0,930.0,0,206,24.0,24.0,24.0,46.0,46.0,46.0,2,2,2,2,1,1,4,4,XbJkOXXgUA1MDFABkOmcaUAHjXWSZInPD1i3HEmJKgY=,0,10
2,37,0,0,149.0,149.0,1,118,18.0,22.0,14.0,26.0,46.0,6.0,2,2,2,1,3,3,2,2,Z/QAZXMxefVNj2VhLNqURPrm9ZGfUOzmnJVHI/P/eno=,1,33
1,38,0,0,149.0,149.0,0,35,4.0,4.0,4.0,12.0,12.0,12.0,1,1,2,2,1,1,2,2,Zi/sD6vISs3pzWUAAeFZE07bO2hmYL3iARPzGgnQALA=,0,34
1,41,0,0,99.0,99.0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,aESdXG32a/cPXf5JubomSkUWViHkKY1AFCIzqBsOUE4=,1,40
1,36,0,0,180.0,180.0,0,32,6.0,6.0,6.0,26.0,26.0,26.0,3,3,2,2,3,3,2,2,b9Hp5YoEoKKdkqJ/sVuYN7EiLvB2T285R8FzLx4Vc5U=,0,30
1,32,410,1,1788.0,1788.0,0,413,38.0,38.0,38.0,726.0,726.0,726.0,1,1,2,2,3,3,2,2,cdJ0gVwGgxGSLmbjc/Ls9xRyeReuTTv9cmx2iGghDWI=,0,24
2,35,127,2,300.0,300.0,0,243,383.0,744.0,22.0,12.0,14.0,10.0,3,3,2,2,3,2,3,3,d93CA8ozkpKS9ZjrxJuwV10D6i4VWlPoipi8w7ONeMk=,0,29
13,41,0,0,138.23076923076923,138.23076923076923,1,4041,557.3846153846154,746.0,6.0,122.76923076923077,720.0,0.0,3,2,4,1,3,1,4,1,dOOcRjl0qG0yVhT8sTa9UKbRg34cVwVsn2O6d1q8ou4=,1,40
1,38,410,1,1788.0,1788.0,0,410,20.0,20.0,20.0,718.0,718.0,718.0,3,3,2,2,1,1,2,2,dzGqdQEgAe9ZJ+NU9BGrVgcFA/jsijTJ9vxeSgkLB7I=,0,34
1,36,0,0,180.0,180.0,1,-1,22.0,22.0,22.0,28.0,28.0,28.0,1,1,2,2,1,1,2,2,eiUGkEuaVZHi6dqSzMjWlWZs5o35SzgY5xd4OJ6Hsz4=,1,31
2,41,0,0,99.0,99.0,0,121,52.0,54.0,50.0,40.0,42.0,38.0,1,1,2,1,1,1,2,2,etN2dO+mOsxgSqEgR/0cdXpUdELLTG4mU1+5Yfpn9VE=,1,40
2,30,0,0,149.0,149.0,0,93,3.0,6.0,0.0,17.0,30.0,4.0,3,3,2,1,2,2,2,2,gK0qqem7SrY4odtUiyR7DoWllQD50LogZIJ5V/U36qU=,1,21
1,41,0,0,99.0,99.0,0,31,34.0,34.0,34.0,30.0,30.0,30.0,2,2,2,2,2,2,2,2,kPobF1xYlhtG7PmjkkNCQDzzYsrQtAoppwUA8u11oqc=,1,40
8,35,607,3,412.5,322.5,1,877,21.75,50.0,8.0,282.0,740.0,6.0,3,1,2,2,2,2,4,2,kSXOhkCRMofjDfaan2uGwzbD1OYrVv9AAaap0Bq4t8w=,1,29
1,41,0,0,99.0,99.0,0,31,6.0,6.0,6.0,6.0,6.0,6.0,2,2,2,2,2,2,2,2,nwcxux8c9V+LYs/5NxDt0/oWjJC1MYxGewkHCNWrXA4=,1,40
1,38,195,1,894.0,894.0,0,218,36.0,36.0,36.0,26.0,26.0,26.0,1,1,2,2,1,1,4,4,oPYi8RUrkffTni5Zk27Oppq7BZwFtoHtw9LzeOJnbaE=,0,34
1,36,0,0,180.0,180.0,0,30,40.0,40.0,40.0,38.0,38.0,38.0,3,3,2,2,3,3,2,2,qszMQr0AWBFqdbf16VT8T8nxDc6p3jrD9LYm+A8yses=,1,31
1,41,0,0,99.0,99.0,0,31,6.0,6.0,6.0,22.0,22.0,22.0,2,2,2,2,2,2,2,2,rFyN1qwpkmSbphhGmLNF2rbb75dmno7dGKTgaAqcLZ8=,1,40
3,41,0,0,132.33333333333334,132.33333333333334,1,61,14.666666666666666,22.0,10.0,23.333333333333332,28.0,20.0,2,1,2,2,2,1,2,2,tMVR3CgN9wLlfXcuqdo3WHEzibDUrIpibv1RJRV0TDw=,1,40
1,32,410,1,1788.0,1788.0,0,410,750.0,750.0,750.0,712.0,712.0,712.0,3,3,2,2,1,1,2,2,twUUiO2QRB+21cLB9tbyGXwZTTSGAQn7qJFgxaPtZPM=,0,24
2,39,0,0,149.0,149.0,0,109,398.0,766.0,30.0,15.0,24.0,6.0,3,3,2,1,3,3,2,2,u97iglrGJqSgUrkzOUu84Q0foJg8hbamRikV75ULIsw=,1,36
1,32,410,1,1788.0,1788.0,0,410,18.0,18.0,18.0,768.0,768.0,768.0,1,1,2,2,3,3,2,2,uGKEXVKszenA9B6C77Aq5KUTjP/20fX1gtSBh8FDzXo=,0,24
1,28,0,0,150.0,150.0,0,31,36.0,36.0,36.0,34.0,34.0,34.0,1,1,2,2,1,1,2,2,voNZ7vXzga1ezEP8r7I7mkqNZlNd/tiS2zRHckqcIWo=,0,17
1,37,0,0,149.0,149.0,0,32,714.0,714.0,714.0,18.0,18.0,18.0,1,1,2,2,1,1,2,2,xX20yMXusSa5DjfuN2VLiA0SnV27LoV8cuEKnPrfzvY=,1,33
1,41,0,0,149.0,149.0,0,31,42.0,42.0,42.0,4.0,4.0,4.0,3,3,2,2,3,3,2,2,0YebXoN1GjfiHMTZNfLcBPmZwvSuhTEj4bPXsVj6E9g=,1,40
1,30,0,0,100.0,100.0,0,30,14.0,14.0,14.0,20.0,20.0,20.0,1,1,2,2,1,1,2,2,0swsU1P99FwseJNB/wbsutlqq4tU9ybt/mea4lkaxEo=,1,21
3,17,420,3,400.0,400.0,0,308,32.0,40.0,22.0,37.333333333333336,44.0,34.0,1,1,2,2,1,1,4,2,3AlKBT/bTW0jbKmFmTyxkD9ZKPrPBzse7/gPba/JnIA=,0,7
1,41,0,0,99.0,99.0,0,31,14.0,14.0,14.0,14.0,14.0,14.0,3,3,2,2,3,3,2,2,3ukL+GMycsU4XQqa07CXVa6pP+vNhIiDz1d6mFKhYt0=,1,40
1,41,0,0,99.0,99.0,0,31,10.0,10.0,10.0,4.0,4.0,4.0,3,3,2,2,3,3,2,2,4A8r4Cxc+BCJrarqDVXoH2pi8Kwi7V7qxuOXQU2H1Vs=,1,40
1,36,0,0,180.0,180.0,0,30,10.0,10.0,10.0,718.0,718.0,718.0,2,2,2,2,2,2,2,2,5ygiNBKBqEvlRYyLPXkHSWxH1D/sUgI1wT9/tXpE1iU=,1,31
2,39,0,0,149.0,149.0,1,90,368.0,736.0,0.0,5.0,10.0,0.0,3,2,2,1,3,3,2,2,9TLX7yR4ML0sEE5fCHPcgk1g89EEJOrc5FFn7B6eW2k=,1,36
1,38,410,1,1788.0,1788.0,0,410,8.0,8.0,8.0,692.0,692.0,692.0,2,2,2,2,1,1,2,2,DFBotk5YXe8KyM/dNr0V+pOB1Jyb3dCJ/VVItKcGe/w=,0,34
1,37,0,0,149.0,149.0,0,30,32.0,32.0,32.0,30.0,30.0,30.0,3,3,2,2,3,3,2,2,Dcti4z1IPzoc/lWg/MDyvZl8GSOFbZAMSlTlrAClPVk=,1,33
2,40,360,1,674.5,674.5,1,771,22.0,30.0,14.0,723.0,726.0,720.0,2,2,1,1,1,1,2,2,EDO+GHy3u+Ym4SRAAT5HexB1FTzW/oBAB/0CLNg85Fc=,1,37
1,41,0,0,100.0,100.0,0,31,22.0,22.0,22.0,12.0,12.0,12.0,1,1,2,2,1,1,2,2,HQVcYYzhz0QPwcN2TpLKyLp4IfLU1fVDIGW0GViBQrA=,1,40
1,34,0,0,149.0,149.0,1,0,54.0,54.0,54.0,44.0,44.0,44.0,3,3,2,2,3,3,2,2,HeHCjG0m6SUkbUzoHUx9Y0Mo4kFvIinsKv/s6OUuwxs=,1,28
3,40,0,0,149.0,149.0,1,322,244.0,716.0,4.0,9.333333333333334,16.0,2.0,3,3,1,1,2,2,2,2,KjAZqm+y6vxmM7d67/uQby+WiOhMHY9XXkVj2g522So=,1,38
1,41,0,0,99.0,99.0,0,31,40.0,40.0,40.0,0.0,0.0,0.0,1,1,2,2,1,1,2,2,Lrnz+ggANsibGooyT/q8FZLGTv5J4uDWtY0oqSJ6nGw=,1,40
1,40,0,0,149.0,149.0,1,3,10.0,10.0,10.0,18.0,18.0,18.0,1,1,2,2,1,1,2,2,N3+0IYzwG1YWmDjiBfjPdJstCm+eoN2ulmjXbLwM+kE=,1,38
1,38,0,0,149.0,149.0,0,30,12.0,12.0,12.0,18.0,18.0,18.0,2,2,2,2,2,2,2,2,NOvyi49a7NrM1LuaC0IPmLI1tfWbisikfymNwuTzceY=,0,34
1,29,0,0,180.0,180.0,0,30,22.0,22.0,22.0,16.0,16.0,16.0,2,2,2,2,2,2,2,2,OYBPaTuwv2z/1kqE+8KpniUzqzYXv8QwB/QVMccqBM0=,0,18
2,39,0,0,149.0,149.0,0,117,54.0,60.0,48.0,44.0,48.0,40.0,3,3,2,1,3,3,2,2,R1EtYMKOVwMaGD3KVNVWOGGcg/rJjwDEZ5LVvh5exrg=,1,36
2,36,0,0,180.0,180.0,0,117,20.0,28.0,12.0,18.0,30.0,6.0,2,2,2,1,2,2,2,2,Ssg1fQZY0vmQ+xrYGHBVAQsG/3iOOklQLUtKakCgz2A=,1,31
1,41,0,0,99.0,99.0,0,31,6.0,6.0,6.0,44.0,44.0,44.0,3,3,2,2,3,3,2,2,aVcEu1kXoaAyxDH97Rb8NwzpMmUR8frHKv10vUsunwE=,1,40
1,36,0,0,180.0,180.0,0,60,12.0,12.0,12.0,708.0,708.0,708.0,2,2,1,1,3,3,2,2,eP5Vb+dhuUn9KZpPzym858FND1ONuzsZhwV5gZM3x94=,0,30
1,36,0,0,180.0,180.0,0,32,716.0,716.0,716.0,18.0,18.0,18.0,1,1,2,2,1,1,2,2,hcV/K50Lo3EbKebaS2R4gWI5abISezVf4yjsjAaFkTk=,0,30
1,41,0,0,99.0,99.0,0,31,4.0,4.0,4.0,38.0,38.0,38.0,3,3,2,2,3,3,2,2,ioIRfConxww8isnjdHUhq4+WKI03osQptpnZWAi2AVQ=,1,40
1,40,0,0,149.0,149.0,0,32,42.0,42.0,42.0,40.0,40.0,40.0,3,3,2,2,3,3,2,2,lpM2PyJhWtuYAn9s+T/WtwPd9kXcxdR7TFum9yLnq6w=,1,38
11,41,0,0,99.0,99.0,0,3602,531.0909090909091,744.0,2.0,206.54545454545453,718.0,2.0,3,3,4,1,2,2,4,1,mZNtOGOacX86crf1hqMbp4pEqV1MR1TqCnOh6LnUSDE=,1,40
1,41,0,0,149.0,149.0,0,32,724.0,724.0,724.0,12.0,12.0,12.0,2,2,2,2,2,2,2,2,mcV/qioSuln14qLwR5Oa+2xiRVb2Gpa/vQRAOdDPPAY=,1,40
2,36,0,0,180.0,180.0,1,84,397.0,744.0,50.0,33.0,46.0,20.0,3,3,2,1,3,3,2,2,n49mWVO5q5WZ1K1aRvVsH1IhEd0rfmlKTM/nTLW4h2A=,1,31
1,41,0,0,149.0,149.0,0,31,4.0,4.0,4.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,tyAR5ouk0BtcIVa9UPPbLSYPpE27LLHTvikPdu3YyDU=,1,40
1,36,0,0,180.0,180.0,0,30,12.0,12.0,12.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,vQ017y/6EVjUSmMb9IJvDZUJtLkHKGnWfUAbt7nxeU0=,1,31
3,17,210,3,200.0,200.0,0,160,29.333333333333332,46.0,2.0,263.3333333333333,696.0,44.0,3,3,2,2,3,3,3,2,vqDMHw/FUZkCNq1wDv7MD3ZjrlG+nhmY7jYklULSLMs=,0,7
1,41,0,0,99.0,99.0,0,31,42.0,42.0,42.0,36.0,36.0,36.0,1,1,2,2,1,1,2,2,zKkVjXXdP19eDjXrFmLeSpyKke/hxMtDddTV85l43Mo=,1,40
1,40,0,0,149.0,149.0,1,-2,764.0,764.0,764.0,24.0,24.0,24.0,3,3,2,2,3,3,2,2,zLo9f73nGGT1p21ltZC3ChiRnAVvgibMyazbCxvWPcg=,1,38
1,41,0,0,149.0,149.0,0,31,26.0,26.0,26.0,4.0,4.0,4.0,2,2,2,2,2,2,2,2,/qKoZ9Pb4uqp/WitbeCwmVMLARssO+9bImmom5ARcW0=,1,40
1,32,195,1,894.0,894.0,0,195,28.0,28.0,28.0,20.0,20.0,20.0,3,3,2,2,1,1,4,4,0JhMKFNC8x0xxV03aHaCoNaHs+lKBGlRYjiyjWN+bHM=,0,24
2,36,0,0,180.0,180.0,0,63,9.0,14.0,4.0,354.0,702.0,6.0,3,1,2,2,3,1,2,2,1kMwDIEaBEgqLla7/leSRAL921FOF9i/7lkjmZWsvjE=,1,31
1,38,0,0,149.0,149.0,0,33,28.0,28.0,28.0,22.0,22.0,22.0,1,1,2,2,1,1,2,2,3FaUp5d0TrABBrTgnlf3wqewYeNHT4c3KTa0QU+u1/k=,0,34
1,41,0,0,99.0,99.0,0,31,34.0,34.0,34.0,34.0,34.0,34.0,2,2,2,2,2,2,2,2,46qDs164mT4G2dOqomFcfVWW7YaJu2653VJphLIL1K0=,1,40
2,30,1,1,50.0,50.0,0,122,41.0,48.0,34.0,26.0,28.0,24.0,3,1,2,2,2,2,3,2,5yc2EUVB4XGzPPWQORDyn+pxXwBrZZGRtSSWh0g+SpY=,1,20
1,32,410,1,1788.0,1788.0,0,419,22.0,22.0,22.0,730.0,730.0,730.0,2,2,2,2,1,1,2,2,7fB4/5FkJcYMspFTPFuWfTPa2AC6lQIFk1yu3tUOCBE=,0,24
2,17,600,2,600.0,600.0,0,366,8.0,8.0,8.0,352.0,704.0,0.0,2,1,2,2,2,2,2,2,AkLgRqmhlCWGtYhlTWGxPkPF7OiPvwPjTC1qrpQS3hs=,0,7
1,38,0,0,149.0,149.0,0,30,768.0,768.0,768.0,30.0,30.0,30.0,3,3,2,2,3,3,2,2,GFrbWnywP1y2roF8w7zv0bpDxG3DKineSi5Bv6Qn9qo=,0,34
1,38,90,1,477.0,477.0,0,90,730.0,730.0,730.0,12.0,12.0,12.0,3,3,2,2,3,3,3,3,H4JRbl1zK1JxJOZCCdrxHU+P1fU1KEaVgTfGpVn9lwk=,0,34
1,36,0,0,180.0,180.0,0,32,14.0,14.0,14.0,12.0,12.0,12.0,2,2,2,2,2,2,2,2,HpC7Osn15dIgIZPAN9oVG7ftqcVgcbMRHIKKYyr5a9g=,0,30
1,41,0,0,149.0,149.0,0,31,40.0,40.0,40.0,40.0,40.0,40.0,3,3,2,2,3,3,2,2,ISkCVOUbSiF8MoOZUAtYEHK/s8sOzJsr/qQL1xuJeQ8=,1,40
1,41,0,0,99.0,99.0,0,31,22.0,22.0,22.0,22.0,22.0,22.0,2,2,2,2,2,2,2,2,JFXmQjxOqafygLAikxTzVFmra+Ix0V6ZK3WNVSiIO/Y=,1,40
1,38,0,0,149.0,149.0,0,30,0.0,0.0,0.0,8.0,8.0,8.0,3,3,2,2,3,3,2,2,Lzillisyyh5Mmk9jj57jA3g6xRs+M98UpLLQrAmuMLY=,0,34
3,39,0,0,149.0,149.0,0,194,47.333333333333336,60.0,36.0,266.6666666666667,744.0,2.0,3,3,2,1,1,1,3,2,QPC7JOCMUZ3yI+HxW6bUhpUVjwggArJQ/1C9dlcpxwU=,1,36
1,29,0,0,180.0,180.0,1,0,16.0,16.0,16.0,16.0,16.0,16.0,1,1,2,2,1,1,2,2,RvaGiHzA9kHlNr7zvmvuXT99qyqalhCCue/8DWb6RPs=,1,19
1,41,0,0,99.0,99.0,0,31,30.0,30.0,30.0,28.0,28.0,28.0,2,2,2,2,2,2,2,2,VffGoiJyEiTxIYkw36sct5TS6vl5XUIxzmVhd+wgknY=,1,40
1,40,0,0,149.0,149.0,0,30,16.0,16.0,16.0,16.0,16.0,16.0,3,3,2,2,3,3,2,2,Wb+r3jYxmRA/u8RxeyN5E5ecVTYwTnp+XopuX1uctaQ=,1,38
2,36,0,0,180.0,180.0,0,81,730.0,1456.0,4.0,7.0,10.0,4.0,3,1,2,2,2,1,2,2,WkN6Lq+fmI/+Fp2vcKeb6HGDJJJA+vkFVWd1vxrYHLI=,1,31
1,41,0,0,99.0,99.0,0,31,16.0,16.0,16.0,18.0,18.0,18.0,2,2,2,2,2,2,2,2,XcwdKbuGBPzQQwt6ySq+tQbkDRhfxz5VZkUEVUlPF2k=,1,40
1,37,0,0,149.0,149.0,0,30,28.0,28.0,28.0,28.0,28.0,28.0,2,2,2,2,2,2,2,2,aiyzwRQcgkA/l8AN+HPdR3fA7cQhx68FWZEb/Zc4jV4=,1,33
1,36,0,0,180.0,180.0,1,-1,14.0,14.0,14.0,18.0,18.0,18.0,2,2,2,2,2,2,2,2,b64ZVqJXLUbnsov0cWKb2Y2/HV1tlZDfbte+lNHwB+Y=,1,31
3,39,0,0,149.0,149.0,0,185,24.666666666666668,56.0,2.0,36.0,56.0,4.0,3,3,2,1,1,1,3,2,bf0tuLg0zeFP7eB9U53ZVXOvNZeu+MqR4oLQET9c5dY=,1,36
1,41,0,0,99.0,99.0,0,31,12.0,12.0,12.0,12.0,12.0,12.0,2,2,2,2,2,2,2,2,ctAbWtXeVyuMZw1CIwxCG4RSr7OUPvfhqTnnqQlzTGM=,1,40
1,41,0,0,99.0,99.0,1,0,54.0,54.0,54.0,56.0,56.0,56.0,1,1,2,2,1,1,2,2,eA1mSxYcpvtZDHNnPUzl5aMUKb5jHx3fLWnPakD429I=,1,40
2,38,14,2,35.0,35.0,0,14,346.0,692.0,0.0,10.0,12.0,8.0,2,1,2,2,2,1,2,2,f9/yja7kSZU669xA7LEQqDcX3GPhrCg9HAPuMzdwQkk=,0,34
1,41,0,0,99.0,99.0,0,30,10.0,10.0,10.0,8.0,8.0,8.0,3,3,2,2,3,3,2,2,gLM9X+8C4o8enjxrhdGjMrBZj+foWXRTSismIT6kcYo=,1,40
1,38,90,1,477.0,477.0,0,91,30.0,30.0,30.0,30.0,30.0,30.0,1,1,2,2,1,1,3,3,kgf4Gx02kxxAybgLrSqssSveZzKyCqIy3OoC7aJXS6g=,0,34
4,38,0,0,149.0,149.0,0,353,18.0,34.0,6.0,16.0,30.0,0.0,3,2,2,1,2,2,3,2,mR6hcF+AW1g1fF5+YEzReMZDi4/dXTQnhP/fYvMJarE=,0,34
1,29,0,0,180.0,180.0,0,33,22.0,22.0,22.0,24.0,24.0,24.0,3,3,2,2,3,3,2,2,mYX/MTF0sHpa22WTff9NwoDcb5mC6OCo8iqoydctWlo=,1,19
1,32,180,1,536.0,536.0,0,185,16.0,16.0,16.0,34.0,34.0,34.0,2,2,2,2,2,2,4,4,pQ88JhzGT/G7A7l2mydr0+dwR9MgPDlYjMnkA2Eida0=,0,24
1,41,0,0,149.0,149.0,1,0,10.0,10.0,10.0,10.0,10.0,10.0,2,2,2,2,2,2,2,2,q7qtQSMcicxfMKaA/c+HQx6A0Nj49jY01DzgMY9iEes=,1,40
1,41,0,0,149.0,149.0,0,32,2.0,2.0,2.0,22.0,22.0,22.0,2,2,2,2,2,2,2,2,riqthjgO7NI5LU7q7Hfwm2hzSYqzi/dmwuFfj7oDXtI=,1,40
