msno,is_churn
FKKKceuTr9SY8c46YEMoxUeNTcQIZB7ytjEpSffGz3s=,1
PYMIAMpiAoLQwQ4HHVAdAEVgTQqYPggjWyU/jdajPlM=,1
PcqI14t6RnlWCFLF4bJsKrySuUIxGIbyBx7nM47YhQU=,1
xU9FuQZM2dqQ+Vch9icWBNDM0fLe8RlF4BXfHieBMeA=,1
HbE7dJCqzUPonrCEb9/Sm2zsoWmXhsImfS+Rd2BUWlE=,1
/fiGQkwGTYBXknvZflF0dpGzgHUXAya3SGpga8g2JCs=,1
8kNls4RBuiqSFb9Lu/7UzpPd69U5mqndb8aawlEjyow=,1
vNnpIdMd9yY6osQrXPisTFWr3lYlvMXLZ2jmzBQu7RE=,1
6yIEpi4TY/a8d1dLDxF27dxkVA3R/qb1Zi7HNMXC0aM=,1
1ExAvWQBXK3VICXCZVb17/x1ty5iPOITa+D3XPVJU48=,1
BTFI0NS4gEp2YEOIsG64jhyUD3jCXb6PnBkhcL1KBFg=,1
4z8S33gWIX7MSsQ+XlJJfUtvFuKxCc2ClmyLjg4USWc=,1
ebiUyCa+eRcSGtRzSX9qgzEVwaLSGmpP1eKatWpchJQ=,1
g+vlUPPjmYi1sGSfQl98cGnwBBlKKwQzmhjyKQvKthU=,1
UUP7ATcsnmCdTmHLcp1N+YY4ArbyyefTjITfA+nsNX0=,1
ssyIz09UmK8qa9PLLu+KjGGRISXqxiYnrZtZi8C387g=,1
1H0Ce0Vt5jkJ5HXozVzCdT5QUDrXxd24oxL09MBUURs=,1
Wb+r3jYxmRA/u8RxeyN5E5ecVTYwTnp+XopuX1uctaQ=,1
lLDuRIlvOKVm3P8sBn44t675/QuvMh5pkDf1qGwekQk=,1
z6dSCzC/tzjbGchX28EbkB9OV4Mqkjgjs9HFI1HnFf4=,1
zG+bmFeF5SLbOp26bXe4wyQ0LwrrI6B1FuPJYKhHbR8=,1
M3/VTuJkkGOU/CBj3tV7jMP8R1j0bZV2C5lhkADDyPc=,1
JQUUU/HjfIpL7+pQzBj6C7KOceP89xt27oqjxmcs+kU=,1
wgAI9xnyZcuWn5iucYlp5/mWYMn1sErEW9023rmL0M8=,1
SL5BLsjutNpcp5s3x7ewo3TliycvCSwg+UVV46JGcTA=,1
l9TZsaA6loNexh4b1wbou427le/DLamIb+rKKMzOkoc=,1
4UfHKJxsHEq/wl/nbVCj0b7d+zyoqhaVPzKrnL8em+M=,1
zvxekJ+alL5+8NpW/RZtNNEEuZLAqjxkPVBBYh8S41E=,1
1UcX79/xS0g7KJZ+D5QzSIbnb5IAEf7Z2xnXWEoqSmo=,1
7eEdGJrKQuHhKE0g/uoxCSw6MIcEDCj5Lc15mhi8bio=,1
mDGwIxwyHig/dl3jpn6tCzojVqQnrqTz0COOwuoNdKw=,1
K5EKcbto6TVblvOsmMMCOK+zFXE+GPIw+FoUWV9XQ7g=,1
bbfzydRtM3FWzUnYLLYetKVEKZsd4u407PGztSXNjos=,1
JJhCb07/1+KEQPnKo1tmJ4lfUAvYscynJLCqb531C8E=,1
xTAQZ+AGd89xbRiXYw9bzfXsLC9MQ4AcGkAi6XhVqH4=,1
ES8dnV+r1FLS5IjU1ERuT1LjqMjqmDjzFh1njI8gh3w=,1
vIOUv6MyZepb+8SrnVzyCbMvtsStpcpNf2q8Ra99SaE=,1
XVp0xT4bLnQFCzr6ptp6yr5lU8x6ubPbUEQ/GY3t6To=,1
+Ks2D04AAo/hML3O8WwaBabdV4IoPhkqd7z55MfjJfQ=,1
VsLWQXmmUzdt2a65xyL/FVi7QwsOQEkPhHNDyBRyQdc=,1
dn50++aF/5HQS0Up0Icgx8n0kAb4RWpAPs5XfqtbB/U=,1
CPpQYJdMLqHXfC5bI3iKhajWrhkM1de1xGnSXifeM5U=,1
r+H/jdJh26t4e0rhKdk1stzjTd6X6lOxL233O8zb9tI=,1
u/8oO7tG4GRu1sfHjm+cD1H3RgzVfb2RDP/kunekcEE=,1
xtgeH4PH3WUlHbQgJ5pqHhpe1ms0BKaWBAd+5b0F8wE=,1
9kRvM/h1FMGyIhY7EPKUID0CQhvEr1x1PsMubnq00zk=,1
aHvkbVPN2hywp76bkLXsaqdmTWvbcyqeVNOIIJYFOqU=,1
x4lHqnfiW1nRsSETRcqEzm93xog/rxF5ElllnQ3Q14E=,1
7ov3gKGK2LLaNLQaoNCOzMZPqS30YATK+KGJpPcoB60=,1
HXK0ZWJuuSnJBV4sYor/39uy4yi6vXJgq8XO0jRyLaE=,1
Nvvr7GfQpyt2rEb+pxJmuglHt97ZOnkcfDwQ2ZL75Gs=,1
ILh87C8uSRehCwBj45X556K8IKSkeOryHxnRF0pyrBw=,1
kbzov6TzXyj5Yt5WkruPIZtlpL/KQurNjdF7yaycOdo=,1
HbBH7X1TzcSvQxrYvCYB47ZMOy11htI5TpAX4qRJLOU=,1
+fXoEFEc9JrWdA95oI1178VzCVf+vumZaPekJu2TDHU=,1
o7+snxgTL/qnPgyyEMAB1lGLbmHjtC6vF/6Au4OmYa8=,1
dkMBA2ccdA7DmnAUHyA01FLfPpSzVIOk8HCd13PgS+4=,1
Un+xdjPYiGj1baOzk4TAFh6UER3LYtUEDz+KQgRxnyY=,1
bSS/PjN5jn0xgbyNLuyDomP6Q+CYihAsN1lHi6nUZm8=,1
f9C5NiuetxjbHHCve4HFI3brNfce132LE3iSswXufgA=,1
luyedGat0wNlDSm85Vfyh2PszLRetgw9vvFczKKAzQc=,1
9uW49p02xWVMQvv8SFUPz0fnM8s1rT4yK5He1BnB8tM=,1
Q6fY6N/+86B74Kkw4rd3ZWtQxZX6XLAQr+T3CLMrpeQ=,1
A7XnbZ88nmmFDuzTNqoeY6jB6gjW0/N3bhZVfh/jXcw=,1
93U4RFd0b596hC6e6wBiZfBuaRK2oa5FhPX23IAdp3I=,1
eKW7p16MbP2JYjN9RY4nDgeNRatWoFUGkPNqXtA8jFQ=,1
zsgFEL4aXtIwNWIgc5lNmpFal6ck/069bupSWQqhdOg=,1
c2EuPY9sV0TreVPF8W5x97126JzP3UNBnJji/rVJdP0=,1
QsXbA23okttcdpu056pgrj8JdZiVK/2HM5BpJYY3MyA=,1
u+Pw9K+vd+n3Dj3v6bqdx4y8+/7pBlOJ8NDziRtTzlQ=,1
haLzhF6f/av5xTD5+Q478Y4AMiAOqfNA8TYgetUUsYY=,1
q6vZ3ibvjK64E3TvdT3mg10gCw1BCzW0GgYGO5p4Uuk=,1
WCu7dC/kY50B4ENj+ElQMOmu8Wh29H/zGXZtsSXpIQY=,1
8bsEJC4RQ5jc/2aeEPNzdqXAIdZ2Zb/6HWlVo4mu/44=,1
gvzTaby6H+v2FIZjUwxgr4ifGjxVR5eTQig1OaH3c+o=,1
FSwHW1IGurnv3tpDLsAclmbrJqg/lSBHzfVEho3aRV0=,1
dF+zcGtAK23J87AVVXjWk3zrHgP/lcpMlXTMN56y2ZA=,1
0UghqCpljHrD7iC+jvwBCx/oZt1DF9TlAVjDMZVSgTs=,1
dvz0lcSn1RQb7iFsXxmhO/nRXj9FDEbIwiqUfM5ac+E=,1
fpq2GnezPt3ok09HJv1s2CFIA9LKhgRoftzogI/s5fw=,1
2iveNIxGjvpEuPeub3IJgJTfNjjKg3Wu2xa4EM/o80M=,1
totSerBuD0Y07MJlNSk64N00/S2PdgbBl7U81jWLdZc=,1
UlgQ4pdCLeqKCLO95MsQtFEnIFlggU/Ump5hotiNZLI=,1
LVNSozjnZJrv8paHXU5mAc45NYXJeadOuoA7s6oPj/E=,1
xEIf1LfVXjFdNuDJ5+6cLTgH7vGaLsZeZ1UwWKfF0Wo=,1
C/je3/ND9QNzgJJiOQXVPUUdweii6CvKWMK9A9NhVKc=,1
uOBleIetcmIzq9xdwI866pPwjZjZp2Vn8gxLqnemogg=,1
9IDAyXAR/X+sBQbOyErurG/rdGkZEOcygNLXXd2y7tU=,1
dAw1tIXQW6651tQWherZeuHmX9ZOQGa5j1AVlaRqQ+w=,1
Mh06VraHwP+XV0I5aKDbIUms9WMTBTyFZ/qQKQ/iYrU=,1
KHO8MIZZg6nvbYuLaamFdv3Wk92KW731+m1Q5ha/Tyc=,1
ge+iKjF3GyKKo6BJDAkANk5HwxZUDh3Dz7OiOY6mTs4=,1
/gH2Zx4EUHMhF8AUdBvK1DxmYnrRBwWtg5S2Qli1NZM=,1
Y2kAjdm9JAOJA6bMTZsnt2WWguH8/gIHD2X8ttL1PQc=,1
z6TpscRi5kJDRLL+mZWXj5mD5l3PWX287ok5enWxR0A=,1
xi5jaYsLU2iDE92695JXSzR62DDrTNnRwfrZYywDVjo=,1
JFQGFvzftGoYyO8tkKzIwv40Cnvb8szhjLW7NBCY3/4=,1
0wQDXPtMBFihGjaZ5HvO47OWuwK9ldDX53+txL2kOdc=,1
aFs/VoUIaTPBkkHIiPHI3SFaepuvygV6skWps+uJfCs=,1
IHQu2veVlgIh6QQLwB6nMX3lRhYrrFaN/6eMsbBojRA=,1
syx4ON5eudzkyhcWnUchCIhHpwBjvucqVISrSwh+HkM=,1
BC8DzrUKJPfTTG8bTtr+u+vdElXtG9rrtQ+qD6n3gwA=,1
JZ2zUQZl1tLIn2fc9tY+uWZBQFfcckpvhNFjWPbfqNs=,1
7Ld8mRC7//XD5BJyh8Ng19ysx6SMHgAp7ozpEh3zNB4=,1
94Vm7811D4qbyoJedB0gDk4A4vCCridRGiQtUPMZkOw=,1
BR/tE7SqhY1dVMWooPu10PbHUI1fuzTzjKIdgKx9TDI=,1
zu0K9o7+UzmaHBLRFHekwHE9pG7gHArt4mVleVZ0/rI=,1
+GehtX+hZZkB7AjbAGszhsEJxjeGYQOOudw0u9PlE84=,1
wZmZQf2/kXE7S9lXGYlO+pGCcZhJ3TepBYmDkWR2DRs=,1
DQPVpj7eQWfAgNBLieEv9ixHU6kjwzGIYz4ZV9nKxfM=,1
KdAgGaOhdln4cR6Bi1QFDfAYG9ZqyXlIIGpByU0Xz5c=,1
OPdICX6fMrkojaDr/YP3PYj23mlAgl8uPiEWJeeWR5M=,1
QwxNS+udRqg/dYK0NfbTaIGr2UZTHaDz2iwaMNTRpdk=,1
6Kf0CjujAtR77MAHjJvlqXLem0q5I9C249uJVBDMnio=,1
3fs2RpFE0muhLzUoWo4c6fUpW49O7Q17JY5TErHEo3c=,1
9ERaehpLoOYV7JRE2ETdcvmzS17ULq5Rpr1bSsk7hJo=,1
I9P10TsS1GOyoHshwuSE6eFpoTBtCnBwQzHQnkuw5Dc=,1
Sbue1dYMm5dyUQzHMY+hWXr9H6LbnWDljeg0rgApykw=,1
2CaUsAj4IGVbaEVAAzikk9Y8E9RSzg1uK/yeGlJT1Fw=,1
E1C2SiCpZS9MtU7SaOQ7heZSXQ9fOPG3WT+q/PhHGBc=,1
NWKmPEijWK1NXmWf/HjxvkzCPWAJHIjSzRQVPP3iDIA=,1
I1SQcP7U+oZ5z2mbGQqHCjA35Zvg3CILktfXBLVMOhE=,1
2fVUBuE6TVCYfzHorfXcE25MHHcWYBQk6SbooUOHZBM=,1
PhIJOXXv5VMamm1LDFpzrzbmHelxOnn0kixUxsCcTCg=,1
HvF3jxKYlcwLsm8gyaHSFak+GG0rezgvHeZQl4Us4Ig=,1
GhnB+jHqXQQ8p+AnBBEviO69jBuERRutvGHFDhqJ84s=,1
wpykAbgCrU99rrYI7uqHCzw2C++Q9PpIIkeoJf/5aPs=,1
PfcAVjt7eypGcEnU3/s4spjtlQNQVPbWEU8YlRyqx2w=,1
gznqIfWjhHi3Tb/BwfPlJ5cGkYs4wcAeGUHxlqFdLxk=,1
ETuwJIjaATDw5GDAT9+mkEKhE/4OiLKyB23fFeBvdZ4=,1
6bAftGs2B7Xsp9ThTEEWkwWI20WZMLxWhA6P04Yt29o=,1
y4AsgUU4njYg/4/tX7fWOjSxduFkGgwEbijnQLfrd8Q=,1
xi2+q0QaVKyBcfXC06j8rprNqCV/VBA/zcYvpsSjhrc=,1
SAyoT9LRcR9655dLLQAUohLou7rxxec34q6+XXUwKb4=,1
YTfxd7EyutBAUmgOrwiPgionLIBL8K4x0fX3c0vRLdM=,1
/X6aIFzWD85vqKfPml72zFur/Qnaz5uS9iev8kXoRdk=,1
m5utjJoFC/qws1ycQ4NBz81T7JYZB9TL1VhutAwLeiA=,1
XJEMj3/UiY+GEWfq+2zPK8ad24/er4IeB8p61OY4zyc=,1
JFQEWOhHlxZ+psA+pDnuqQIxnZnK24jQvouYgiKXPAw=,1
33c3Beyzj8rjk/x2/USaQ/DIS8DN/d3Ro5P/zxnimtI=,1
+GYkqFJTyWqVWkQ2+4VVwQxEQZdLoWR/Ov3YTwnZuKw=,1
RwpCCcvuF45j8tooG5sZ087es2PMSQAx5uH8FzSipP4=,1
7jzfBBFvlB2FPoLEbZc7OG5fw9DUCKBSbcVjfRUJJ/w=,1
abn4QDNTyLnqjEXUZzjzSbeAg/T6bcljnazCQgyKWJc=,1
NNsgXuQO60Ugp6hW/ZXPCV5qRrbLp1EB/EQ8WLLDBcw=,1
C8L13wsgrW1SJD2R3nq7XgNotoZszC6JgaIGEFe6XJ4=,1
2O2jgjWpYglmyKcfYvfoKwdvdXy1OfPjDxoNT8ZJBkU=,1
AjHvWbtxUKA7EUUOK527EjdvYs9pxVmdVdlvV39/svU=,1
tCU992UG8wiN1hVQi4cbG0XbBzDeZvZnjupSZJVR68g=,1
oO4D8Tha90x5WyllvBdORvYfKrUwELWMbj6G554B78w=,1
4v4JDKlf2d0c0ARHRN8HAIb1vabnGeKhu3rHlZEbu90=,1
JWjjPeYGewkYMY8+YAq+Az7Z3R7PhlnJghGRk5XEZug=,1
+IFzmUWs30EB9XZ/Qmd4PGo5CuvlJbcKbu+bZ/fRybY=,1
qdptsWfp7espsuaTy1GqLUtocWW16brNR5CgsGpSego=,1
AoTE9AC726DJAfPtlJhr8fqXk7jREp8dUWU4uSt/lnk=,1
a4tyqO5h+qqnqkyO9AZWKGmyZmiLI5pBFkCXuxW6ml4=,1
XApSgj7QDzFLa8ipuU2NKda5T3xxdOrchs6SV+tEKH0=,1
JhGyc+SGOrdg/AAS8G4vukZS1xWp0DBVPb3XAar00Zc=,1
HMaAvepj6WF80CQlCRLuhA7JwcJfitctuoye0znWdpU=,1
iN6cNbY3NK4cggEDze/eAtQj16LJq0NESaN/WXA3Hqw=,1
iXJwBBvuFovJA9PQde8EbRlmQN/HZ6qfiTz+PdmJC60=,1
GVAmUGzyAG3yUvt4CCG9qn7mQfU4cGh28iLsmjwXLDY=,1
tcjd9cJpC9UWxGpv+AcEq0SqekUbL2F7jZtWpkmpSSw=,1
0PFuIF9GLger3KgdiHynmVrSTfhz+v9BkQZbP+lh3VQ=,1
/4uqED6zyc+3jHupwSTUkosh9Gf5AQwDVCNTPiUWFqg=,1
KghzbiNr49w8uEZfPHIvFhK7Rh+f2brue0GUg0JLxjo=,1
5zXbRfQ04EsyTN9/vvyJVntzDnLTdcGwln1Nr7v3QCs=,1
rtCTLybtEO6ZgkdB8b6fnHwL/g9bdS78ndm8JYPguO4=,1
4J0eCbKS15qIMt1orTVihqZxA7d2BJ8mIdu8fds6ypc=,1
heWgottA00+GbmYdBUiICbgWpi5KMdCs5mdV/NY2SPE=,1
nllWNexq6gOSU/A8ObgnNVvASL18MiYoeMlQ9eKcTuA=,1
gBh2zNcGWmWphC6Rkbhr3Yw189j5XvfPpQR4NuE3pdQ=,1
abmSiPmni9ReyN9eaqsexuRt9/QMdrWGuyTBGLknKEg=,1
KXCxo8sejCDuvBs8bi9m36oegDWvXbWJ5jbP58V3m4g=,1
gpVcjQsdDL+ZtcX/Z+DzHFmyjIiEbwzL8vhUP4k1IaY=,1
NhwOqFvkikajpQuHCImfOIvVa8l6/i3EoPyed+iwvv4=,1
EA6T5v1AcsInZ/5dJ01Z9ZNG57xulaGs6Kjk5WoAwSA=,1
xo5IoJaOx4ByUqhYTR21XNLYKdxHdlE7Cqv/mBVc3Y8=,1
7v4BtQAEWazr9JYq5iqbNtWp0SNTNgKTBNZ0z+9CGEM=,1
gq4eVHbr8mWjLzi1BflSJoCwW+9V/Jp91VC7Q2wW/2E=,1
OdueBdrCjGF0wuFu3lDbX62YNaL1wJEMnHKVyVKmxz8=,1
1kMwDIEaBEgqLla7/leSRAL921FOF9i/7lkjmZWsvjE=,1
jO5uFaBVKSriu6XSTVYNA97+68OTMQ8NeC5i42oH0Do=,1
DlaE7xE/7scpM6Fu8lhODDon/9AzGtcZL0ScnB35S+o=,1
vepQ51Oz1RPUo9/DRXcKOBO9GS5lL42DXehyGMCq0pU=,1
9lkoJ3WyGwRJ0VUdDy8cOYn4XGMHufGMORr5z+pTXzI=,1
FSsBiFtX4674GBe5S/rywhN8aXpxj1yVX6/fiKNW3do=,1
pm7bvvvraCFLdJWP5xAbRk5XKQiVlTyKG3wluyFnRBY=,1
FCOtd0oFdOCgIwFXM6+RiiEhU94GpYsMBRyXdPQ0ACA=,1
FK98RR2Gyo+zKcSnnpW//r5qDXrbFsLg37GptcVH+os=,1
y6pGQVHjrLw51ZKrT3baOlDRsS9AereuP9O0q2Mvz08=,1
EJXNmy07BkL1qVSHyq7bEC+gLAXK3ChrfCqpSQLbOe4=,1
BRYZhte55NzP6SBcNjSSlUNIpb6EuFstefSpn1GZBHA=,1
/zvYQpm8plEPkrixn/UtxXdOC/lyJim9FL7JpBItiA4=,1
XgJfswjrS0po8XOoDlV3qOQ7dIFiUdjWfqLDjyABJ84=,1
s09itoRN9h/knXaQKyLdrzR0JWDvrJPpn+YZShS4WrU=,1
+jlLSm5sENQu/ngyMsy1mnp/gHgTub3xFnGkZ1nhii4=,1
BJXnBPtqsMuqhflaVB/7sbuQyXFfTjjzN4/RxEbVVR4=,1
oCze5N8XekMr8p7/k6tixrz9cyXfn0WuBttNSf5YUQc=,1
jx6m1h/dWe3EffL4sQmoVcD1CNIx1lNkeSp9oHRM4t8=,1
lD6bPwYb8Z9Dxy8ik5v+J011/1ornGmFf42pyopbh4E=,1
BqieLWruMmW5SG2R01Aiu7LrFxdq6+T1ruYcK0GlaG0=,1
9B6SPMUUfEHuiSc5GzBBxk1ZhMxvyucwCJu2p4dYg9E=,1
4mpoEKlg1gijtDa6tZwysz5Y4NIafiCANQkqfrRNsWk=,1
bFEe57px4MI1ofQ2Ugpi5M7G3I1woLoFLMVjynR2lC4=,1
gVWx2nhh3RX4Vuo5xq2sqWkQ2VM1e1ExsMUaUVbJnpg=,1
oGOiHUmikZnXAbEeK1qlsQfVo+BOeNZeWbYyXMx99cA=,1
7nrNRkv+3sfhGrH1JUhxsORujvgb5Gm7INv6GcpCbps=,1
QZZArS+irHaq+Q0LamkV9oVUvfJlTzf4D0yCxcrowjk=,1
7vT39gseijBA+n73989T3efMBUq2UzILcNUqIL0tVAQ=,1
1yzs9+JEHQbw2nwxSdOVKMHLHkZl5Bq/6eg0WMdiaqg=,1
UsrjHSwLrN8RWTdCAeIU7fg2G/E3RU16alztyvcn31A=,1
DKmeVrWy8DoBd6VsjsjfnFXoo6L8o3tox4EhzFnGqEs=,1
XASMlE5DXn/89QFiBjzG9NE2GFZAgysvtPo89b3+hec=,1
LWBLPGmV3ZlTykPVJkxNnLHG6+gYBtAkTLubMM6WJBw=,1
Ckmja/y2MtvwuYNcxK0n/bjtLvn18IlyEIjOwGdmfBQ=,1
zFg6E0ql1mBvzWWLFrTlz+Tr0VsuHZq31ixk0t+r0ac=,1
Ao/b8mSmOJd0mfoB6aV4WbvzPE/tSYaUANRevGzK99Q=,1
tF2N4D2MC2h4sIa0Znh7vwwx4NpvYT25Kg7hTbC7/JU=,1
j3M7eYXe7rgPEt0DL/zMyq0rZGtejg9+1gej0tkMMq0=,1
MKGwbpp15fZfc4EKtW5PorgQk2d70Sz3DWhFru2Cmsg=,1
AWsnNgajLHKUM7DbUlbKwHVjaYYWvF2hQvuJG1BzqP4=,1
SRi9v7VJ38bc2PLLsoK2OaAnQCaGYVZoi4N6kNxW8t0=,1
0cPW//HNNCgeE1/fquYmTgSp+u6SQdTCqQOlHGfSaXI=,1
iAEWNGhQQhGKOeQREDP3xMKNoQ9v53R1ML3gSV+USE4=,1
SQbdETAhkX3njcNwibA9E3aE77BYId2rvlOVygC1IjI=,1
JVPk7/yJzFbynNvNiegMB3lpjx3OUJhMWeWsUfOyMYM=,1
v2FVdA+RNputucTWTDrz7navy0SYPk2I9wPrjfO7mtI=,1
Vmdg/N1UF3IRPD8jirXHffUWQNWIzpBqrY3i6gVMwu8=,1
dL/a8o7reRdiGN+XVEv8pEN15Xi2AZNA1lGF01ezcC0=,1
48gVKJfxgmK/5am5jq1bFOKXi3ZapeDNFgqdG9lYJNU=,1
yMcN918MaESV/l5Mr5eHi6rP2WO9wSb/0wEcFEeVpY0=,1
lWkcJwb1XL9hDfonDj3wdlOyHejvc36BS1J7fgtvMFU=,1
T9ArKKPtWEcIai8ilQvx3BIW4nGyePsMXMQZKx3jxSs=,1
B83U9eBaD5/CL/i8CDiGOvKN2Zne2WwKdcGmAQ/kclA=,1
Yr4mStfO/JykJN0w4vOmHUFCdi4Hh8qGBSUENx7YMCE=,1
jpLmcMhGlCg7w9v93T0qlcg5kUODNnW0SmC6QtvgGC8=,1
970caGq49hkreLQL2LUil1HzYdxprT9mWYSFqYlHKKw=,1
H9MazEE6eonDHiS0xHCRizwfmsKfgmpkaDWDsVlcU+s=,1
l83DCdD03cP61wgXEDQmrswtiAQ8tSwWU/pJSWUqZv4=,1
4A8r4Cxc+BCJrarqDVXoH2pi8Kwi7V7qxuOXQU2H1Vs=,1
6dGq8BKkNihNBGmeO7S6uMN8H632HYffviTmkqJNZME=,1
FegjCmKOtFGx56Fx/9MO0ZFkm109/KTbUX/ukXFAvV8=,1
TDuMHehg8Q0M3daw+BSfAN+yUEauSpCTqMFQogs8+18=,1
zMcvq0+AJ4tSq+58ZfEO014lq+KmXX0JVoF1stDwbGU=,1
QLslgLExw+JYk3n1diBjelAJJyk3CSYvTvZWmydxgXg=,1
UYN9MxO1boveV/89JLJGxqSq8JB6YKuLxcDjvqpnh4o=,1
mrqrI28ZFD+jz8wetK+9Rm9hkpaf1hwRjoCUcjekpsQ=,1
Wq8N8epwMJKo9JUWMLePcBf/+BISQWrWUSiIQ/bAqqU=,1
OB8WU7MHCkB7dWexBt8pd1R2PT4gJJD/5Jl5+fUbiWE=,1
0ZQ8ncZZO9gtIls8QX5Olb3UrEz9SWYotem55mAPB3c=,1
KcXZVufNEDhEAUB0fgd14IesIYqbj8TygIR+bMLo4Yw=,1
Uj77gSAjEplX0kLXeaDiyCuS3mDrJdliT8cz68sx5Wk=,1
TpxsWZcAhWxzi4szT+pjjmUjGb7avhsz7sPHlxwQHR4=,1
ZSrUbGYpyw4ORToSo+xSzQbtlenjz4I7Mi0zn/K6wlo=,1
wJtqbQIXSyVwR7utpvV1NBtIuCMrUe7r4610wwtyC+4=,1
1qON5x05Y7tv0WPISvhp6ZhfJUbfEOnJXbiYin9QZC8=,1
8DlaWgX9tqSyL0EFy2r18APip7wgC6z4N7GmvNP66Fc=,1
qrgcIOisjwPGmTuJh3RO5g2wpwhE+iiSzkuk8JwEWjw=,1
pgTWHdc6Ly2LWaXDxc+pcEXSY1QlsjdDcsXww/AT1D0=,1
GXSE26VPTSfsGcE+vfFqt3NrEqAhsPZvpGBw01r3RrE=,1
5VlAXx/TKDawTAIEMSq9cnLg8rrQPokfFsSVd3KW0x4=,1
vXue2P0bVmgAgiZ2VMBbfUF5pjWsoV1Ea/QIOZ5MYiU=,1
2itkk6/ZKx1yxLVaZveY+852icG56/XS4OjQhWYjCxE=,1
Bi8lQRauimylojYuYr2/s6KDsyP4mg0SKfduToY93Uc=,1
214EaIvwdOG84DYsbAtzzf7rUkEAqKGw0R/sbSrwbio=,1
CJBZSb0nRBqlHuqGttcBkcILd+oP3XsWy8cjz9vLads=,1
Y60vxSzkOde204xufMyb7dcuN21cK5w5ermcTgewTKc=,1
E79fgx3QOpyY1L3ZnTO7uTeVutcbRyxTlyi87IqcoWA=,1
q+jF9NPNe0XvMtFDP3K/792R+DkUvCnDa9vCRhYgIYw=,1
IZjuQ8dZ0OrA3dwgiX7qsi0A4c7SDb3XNvAKTGXChOU=,1
bY1Wdbc/KasgfXezEe0SD46zA2wmkudHBFWd5rY9g0w=,1
i9HXS1Ujxu6MxDAbEBhltHF7zfKEtD4PMSOmeBSYnQ0=,1
+sw54Ear5oiFySdmRs7ostvPOmGn7bgSk49i1a43bLs=,1
PS2fQAk/4F/oPi/ptIkBPTRfQYN0t9EL99u7dADb+z8=,1
d91MzCh3WQF/kcW3CVsZtHfr7GKLkdsxCRnwUb5E6ho=,1
zJoYTWNJke0ggvtmO7b7lGAtsIc5rdmrs4/DwNzj7NA=,1
uToFklo/V1AYWwz/3A7FjeiJGkWGHR86KcZqQbS66nE=,1
aQ9LBX0q9GlBMpZEqogLiIW4tmmI4rLj/JqZJ41S59k=,1
boSLlAKDuT8XKntdB/HacoISTURs+m5hU+Fireq80oI=,1
fIYilJVv0r0eWZsmQ6+G0SEWcvhmsyMqooq5UrgDi80=,1
7gFQCO7aQswr6icuP7gKhtNzV3spmLVVFNlJ7TzgfwE=,1
S6TEdV4YBe7oVa1ZBz81fBuTHjyo4CqPvugr4Fve0ns=,1
mAmxZJkUv+HEtZHjUsImJYYlPg2AH5gDRqAu71Y0U7E=,1
Erur0pyqR620oxpnzuvbxtysY8/8zm68k6gzVY/g2DA=,1
keEYMmwYTRqPGdyJe0zMtjSfJGIaMDCBnbTAnDUyeYc=,1
Kq/EsbIhTje/gf8K88au+5MXDApTA+4QicI9znj0uYU=,1
AQLB3EGyIEJOo/s18gvDI6te7BLMjjhQsP0pVemxaEw=,1
3KMt721GLJvdq0nuIP7IaC6RHktt4uIwtUA2T4OqM0w=,1
K6IzBw0sYUAZVo1uukeV8C2waKtJ1opARwvhpzxUSFY=,1
Ejx9NEFkLryvCrHA/Xn3IVHkbd3syv+RkbHC/o2Pie8=,1
EETzBpKBUs62qeTjSwuyhbtC42eA0Crr6yCeGioSSwI=,1
LsiouljxDQHsrveXmGn914rDsC6Wr+4o9WG6ZB6y1fc=,1
7BkEh75SETmIBR19XYeuMD157bNKFAGl3lMP/c3rVLQ=,1
ietGP6uUXHh/UwIoYEL6dCr//4vEoK9EHQ1galdUQhI=,1
uwE/a2Vzq6nj8f7+2LHbEp9k1EABGSLn1W8+iRP4YGA=,1
J1AWobh80olcJGWRP5ZrTElgCV7TC+9PcMr8hN6Q3jc=,1
unPuWFye4SR23K7eJotQAs3RRHF0YNC7zomB8lH+oLI=,1
G8+TXhepcTM/oI1/WxCUGaetQinit30S1k+KIwzB7r4=,1
aasrL233MpqEUWxRViT9Ft1TwG1Ig4SdBrERvAETlDo=,1
Uz8AXwxPAa83zVRMnenGZ3A3R759cSmiyxoAz718n/c=,1
Y37uu6sILyr4AgaKqwDiva1bt5kpPHV4Zl0xnmJFrWk=,1
uMGpeXbzsMiiEg5IJ9K4yWiiDwJk7SEi8jJPAMggH1Q=,1
24r1N5M0XriS4/vu95jjdLkXJiBqFKZjUZr6bnfNjGo=,1
SWeWAl/aiYcfcc6QMsKD2A31LRFPG9kFOBKfgwSHHv8=,1
B0z4KP4usv9r69i0RhGOg0f1/fwSiKYScbqVItmQKZ0=,1
0EcwbX5CrGuajyF86TSZOoeI/EH/vNjRddJjvBYKKzI=,1
5ojS0JME3O2MDcD0LDZQIDMkvI5R4SsR+pCXTa/hGUw=,1
gKb3IO8zgmzmTJhXv4Ph5UsZCc370uafE6Myhqa8Ahs=,1
wHDzDz0IEaoXK8Ef6Xfn1Zb0lpeG+7JOAnRKtab+24g=,1
UxwBsTjDCX5fnzL/Wxhs5CfgRxahvi6wirsxpE2I+GQ=,1
