msno,bd,city_1,city_3,city_4,city_5,city_6,city_7,city_8,city_9,city_10,city_11,city_12,city_13,city_14,city_15,city_16,city_17,city_18,city_19,city_20,city_21,city_22,gender_female,gender_male,registered_via_3,registered_via_4,registered_via_7,registered_via_9,registered_via_13,season_1,season_2,season_3,season_4,days_1,days_2,days_3
KNb4bghjh6Et9ODk4w5Cg4mWFfARdCHPWK2ruSLxNFc=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
R5Q6mA9s6ywh8NBgTWSev4U+1qKhr1JiXOK/dGpczJU=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
TxHNbkctR0wQJkxunQmH2PImq5GV4aPoxlXf7q8kcGw=,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
ToKn2qlZx3bIE+teWgYSXwM0R45oY2O6aG1DXa+uH9E=,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
OcZ3fKQzHrL1BuzuFRzUiwPr8l9P8JKCFpafdYf5sCY=,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
TV+JYajZV2FFjSmwYt+gThoeYXNRX/ovjX3qUixlFtY=,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
P4/baVWTHwF96fp5uoGDuubplXfa20VBQIZGM1s38tM=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
LntnNZ+bX7Qe/UkMKau+ew/LH7yrFrUmnOolfLNqaNc=,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
SLE+nywQKob3Mm29haRd/6hCpT8ZgMGxVYJv0fILrvE=,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
PzbgSlCzFOU9OzUX4IJamrZzFInZVDViJ3XmES31ZkI=,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
PiW51uh9Rgx5qkezlDAEFj4KLKIBnQrdykAWoytFE3s=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
RrFUTgqo4qKanUXVJ7XNXMa6FxbgaGp1OYGDkb6GznI=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
NVpra3wLSB9IPjhozpA3KPTUGCKodaX9GfB0gK7pFw0=,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
P8ecdvZEgsmSZCoRyv3LX91guyBT5lp0qcHMvMRb3Qw=,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
STxSIir84MnFbFcuinskyJe/fp6IsjMqJ3izSMmcNpM=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
LikHvYy95B5QnwoL0c3/tDB/yinEJ/esR5Vh/4eP+Zk=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
V4auE2WexDtYRJDRM0E9V8NpHQk/kXpJXyy3qhLDSb0=,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
RbgEIp9C6Fokcmxp38tJGuBKzI81G4BHt9t4l2Xj0Bg=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
U4bXZyz51yFRVG7Wj/7HF6KRCvkNjZmfy5KCNi15OxE=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Qeu7m6js8uIq1Y7kG9o6+lE3EFESAnL++6PzqLoEDmw=,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
TwQSWWb26xnNg5atEOsF8qAgy6Wa7Wf89Xtt3Wt847M=,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
MrBvaqStLzmckU56kGn+bknr2XX8whsTbsoKt4WC3Dk=,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
OL1Y45lPlxWcdve+eXBuI1Qtq9rQEPLlP+pBjTe9bwY=,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
NzmVVcRAluvR0q5boIJrBNDHqmBou75T0g1KzfGKGfI=,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
Mkt636dZ73WV6nyfiC2sEqxy/sjwDSgsA7/22zVIegQ=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
UOmA71gtQlbnN1EsdxeY4KG8wJCSbqiNS55ZXxi97bA=,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
RxBu44bqxgNIKnR1SHOEjGEtV/83YYOLkMfxpByXZrI=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
KawK0g3Mb6pWAKcfZoP5qytrNx80t3SfXKFm4vnRjIA=,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
OPxI8HSGu8l3SXY0e7/N9/U+AvmQQ2OEFd3zzk00rII=,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
LGCWDwVzoM1womlFtkpsDa96gfO4BfE/t84Za/CpYAs=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
QQqCGEi1N1XBg3CbwOUVGOo5I0kyoUUw4FlCcMxp8M0=,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
SGxfiJLLilfYsfCe+L2iKNDPSE3pZCd+QU5BHe45rz0=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Sa4K3MmXT8LONoLX2dd3JOQqsv66A6dXHoPNqYF0a2I=,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
V+PwIZ/oL9T0yAeJSlWkhQgfpGb5ylkfQSN/A2bhtEM=,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
RNDcLzUoYf/TJfRuDxzCfNTIq1fob4qwa4uJHcoH3oY=,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Ti/vCciGUIMrp3wnuGiriK9p3B+n0O0PeoNud1Ci8Ho=,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
UBMAGZSeitvA85sVQQI2bNWeeTR93jW/Vv86jsDvwto=,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
TLKRvLVyJYIjkH9boidH1HbUGm8zkrphfbJ7Rg8TW4k=,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
UlGymkYT18i8FhRJlvHv9YqRjU5CzyFvri0SB/bqD28=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Oprg8hywA2VsixneI7rCRCKGnjOSJ5q8jY6mJYNY8jw=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Tcp+Hw+sddFv3KUqrIWgUrCCILehpM4OK1vVK/L9w7s=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
R6R+ab4CjypsPYjarOvRUvhOUCGlMZa4i0DeBo18qu0=,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
UaT22zTOeWGfN+ebCx2cNAnmbHVjDIQQMS92GoA9v4U=,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
NNpQpwIZVP4nx9Uk9isDK/h2d/nluQLkKQ0Ul1XAjRI=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
TOILARAvFUT5fkD9WrlYAyZMd+v2RVErA4jNvZs6yOA=,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
QA5ZI5mQhrW8V0A13qmIlYYD3+vBcW1hnSY2zIjmr2Y=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
NvqthTa3I5ypc9sssApYnwJLqaDLQ0KBLrztodm7PUM=,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
TUSxBL1+Jkv3y0PYuSF+R0XdhGaE0Z+E7mW2RqF6+F4=,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
PNctKCOZnmoiLzAXmMRi9Io9aMiBPZMtvs9DA9xxWN4=,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
TocDkPTvMTv37ELWSPzrFMsTSDJsg0AZe4kN9uUkuXw=,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
SUEJPxv9QivcnEP/IGu7xFejrihAKCb8wor1U3HjtuA=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
OwpfSGjjuhldE2IOMuYKD7IjpsTUH5hIEVFAP+WVCGQ=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
KeXSzdNp1RvI5HEmWQQD0GidC4JnwIQAM0k3XsEETYM=,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
TQMEc1rckmC8Ce9xNUMWPFOFxpiS8L3kqA9RClFHzjw=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
TQ7vqSuEETi5SQvYcCllz1qT5qNY92xMG/Jd74xpikc=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
OY4Yg6H7SZNhKnxGEiNvMuxaS22eTxNmzZGBlKZn1Pk=,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
KUx8y/HzqdP0bajxgLLgofG2UwKvQmkcejhn9dbahOc=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
MWk2O4IoRfeJiYZ+4wCVGpKxBJHg1aFCbaQlKdPQ4k0=,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
KP4+kl+P2nixLwt86BUEnReMtWYZmHDInDHA3tAXCXc=,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
TWm3UAnDRzrOwDmmlSkEjRrXCXJdOiEQ75PEtzs1/+g=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
R/KoJSTeSs5gHfXEOnu0KH9+fEcdSGeWHqMRfc7+OoQ=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
Sg4oRFTEFTLI1DSAtPHsgzD/vDJtBJJqe5w6aW16y1o=,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
Oseo6euwYiRhHZAArKs9ZKhBbR2Jth38NzHnS+bZ8I4=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
SIvWQGB/24gJMOHNfzyKHWnA43YxmdVZ76UDssJrhTg=,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
SIW0n0NN5HW++dlsliJic+TGdvq372TJf/scfKnrc3w=,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
S8Aow30mIl9n3v4MEZz7SwxwejXJswVl67tyqlIlpUg=,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
K+LcL2xq5Y8T7S+6ugwX4R3ABMoyty6fx0txPt6XWmY=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
OANPl8mdmDWoaIrSGigEe5z/+XAOgBPdVRYwNr8RdQU=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
LL9J89tXMBZdoZbBfEAinfRqBS56xoNQkZ2T0LwWHQ8=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Tf6/Z12wETZCkjv5Yx0Du4CS6o27T3h9z9TGTKoIkIo=,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
N7M0LOD3WHmiSCu0qy51uPy50fMPv2FF/iqF+Azy7X0=,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
RwmXUymK3svfJbnxPharyeXao9SyCrsPuG7YhIoXtTE=,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
La3g0i44I6RlMituS+FRf6d2wUf7nJisVwdMgOW03PM=,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
KfAPTcMbgL4KJ7TJGG2EBaGbQuuVxbx3xMSAQWpZ6gE=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
RabifgD6chXrmuBe1gjNtrVnu+upTqs4vXVdVtGMk7g=,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
Ob5huThGKdSWScdXgHaqUqiYSnTtR9Yyg0cUbFzXEmE=,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
QSyrrcTqmavD1OYb43QL3ln+NoiUltuMlthi5LTFj/E=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
T0LbRZxTVVzZ+/uWoTHmdABJP1qL6d1dfr9okUxP8Zc=,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
MWxQflMHVwcB6IvwhBYeKkko2SKcmDLknFXIdZ9PkiY=,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
SgsQGQaTPWpfzx79Tc1XZj1KOdGCmQ0kBhMkV3W4uwc=,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
MRYz6qk38PuvIOgPJlF43XPg+/b5ljNd8x6qFGkAY7g=,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
SpiUGTbZ+2/JMmiBshJuGQTxTCnc73jPzwuAafnpL1E=,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
SnOCx+pV9+lGCGW6XkKraxaLNwxNRVYaG5Q1ChUdV/4=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
LfdoTcD9I5qoMysVUn+nM3srH3TIPy/dSnnU6ar1Whk=,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
MKQpqXHgNkYiYiGWDTf18mB0wmJRKY0n/p/XsDy8UaI=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
T16cohtdfolQrFFCnkEUoWlmMDxI1+S7F4w+6McoSSo=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
UuS3Rr81jP9U+crlXGRglEkzvq/RAbfEef2vIY9lrY4=,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
RM8rt7HzVAxugyll4Oxzv1WvId9qDzqJ5yCyw0CImzg=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
V63XD18qv37ftw5J/a5c6wKopOnbH2wD1ih7QMQjm4Q=,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
PY7nYlxIDO6CLWbJ/2j1PnkujJ/aWwaVQCb8gy5ZUls=,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
OZ2Fq9zhmHso+l5IHDCuuVdIhGe8gX6JVmG8UXxtSQw=,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
OqnHbTtm5kM0q7b+e08J1O/vhiBvPvP8plh0rXiWy2M=,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
P16l6zTq/rlj1ziBrbO7p6XpWLlMx33yr4eafsI5CdA=,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
V4gzAolHMokD8CLz8LYQ+Mo4LYi85Od4vIUMqmU7PHo=,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
K6iGOJjpYbdLqRPTlyo1ZOwM8/T/KYE16+UEXJRpdjA=,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
TZYFDrDkOuB+ZwzUNreKmgd1VPrh9NtUrJZRIXoAzXg=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
LQ0Sw3w7BbVF3rCXWho8vBgca5wZ3+t8s22kM/IYwzw=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
N48olAhT28p1JzRtpFWnxZp8vvFNufu5FgPkcClaXhU=,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
UXv4jlSnrlerzngLS2WK0lOxViITLeuBsfsM9V+/Fd8=,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
QrjgHOM0UUoutIwvGIdhSeUKJGPVTWfqfz+5TwfX01s=,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Tq7qntYJ3NpLCqNVXA5u2s8FFBKcvnQ5JxQdWtWuCtA=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
OHcRVN4fGnwTHoRZoHqTFI5so0iTvuXrKSypqkiYHpM=,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
QNOucujUCvf1gofqSekRctHK8vzmclY3S1TCW5EyxgQ=,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
Shjn2HVXcMnyAWFjyl8VxAjOeOtYSmsz6B9MdQg1LJ0=,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
Pp9h4EwRxiZEx9Y4C8wS9NJAn3FnX5/8YQxVY+TTEmU=,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
QhA8TVrLeEduSGxJ6fXfnPMvCswaHoSeSaL9z19M9bs=,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
O9+q651vQSv1XkJBzx3dSXWe34QH75K0/X9YPNGbWPk=,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
P3JtqtO03SBDeTPZ0vOHlLD90IpXkmik3YaxzKl5aR0=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Lit7bwkcfyaGMpwog+2nSkXkSi9i7faey/TirWwd4L0=,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
Lodd9bDJ/fE2XRXoCfSgUy0zvQo0P6NbvY41kWA2g5o=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
NOX/0oLUJOoo/WlRELx7BEcqfEg4zORwVN3x41JL2/g=,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
RlFb7qyB+Z6w9AaYTuaBxo0sH2CxejwyrH4Vn41n1lo=,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
PC9T4b1jF67+Bww4DHOtZX4lGryZKme+66fPX54cxWM=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
O/HDPJ9GCBKIZjGmz/BhXMORUwUXOVorPQTm5G5n+s0=,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
PWPpxLZrqJK5+MlE6IXiWt/E6BdIjswBdq2Or1Tgdyw=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
OjzoHitQxuiAg+BZl+OVwQULWc+qZcQ4SF2thcJOGyg=,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
V1AejJiOZtD1TtFQaPVbaV8LBwZqIw9998w97vDwKWE=,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
LoU6o4dFVDkdpacjNDAYJuP8whe2ENCMb5u25BbA+F0=,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
ScG9B1mgRw4hdcNyl3azk3CwzxTjskuPE0d3jyZwh/g=,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
MKuvz3Qh1QEkf58rfYltKAEE0eAfGEzYQiNOeWKSeJU=,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
