num_of_logs,sum_num25,avg_num25,sum_num50,avg_num50,sum_num75,avg_num75,sum_num985,avg_num985,sum_num100,avg_num100,sum_num_unq,avg_num_unq,sum_total_secs,avg_total_secs,sum_total_songs,avg_total_songs,perc_of_accidentally_songs,perc_of_favourite_songs,avg_songs_per_month,avg_days_diff,max_days_diff,min_days_diff,most_popular_days,least_popular_days,most_popular_season,least_popular_season,msno
31,257,8.290322580645162,102,3.2903225806451615,48,1.5483870967741935,19,0.6129032258064516,1252,40.38709677419355,1458,47.03225806451613,330785.10300000006,10670.48719354839,1678,54.12903225806452,0.1531585220500596,0.7461263408820024,1678.0,17.548387096774192,58.0,0.0,3,1,2,2,N6wAKZdrL0zbOTdk7HzzX9O4RxdiHE9yVTip550vDEI=
5,8,1.6,2,0.4,6,1.2,1,0.2,43,8.6,54,10.8,10963.555,2192.7110000000002,60,12.0,0.13333333333333333,0.7166666666666667,60.0,20.4,38.0,4.0,3,2,2,2,esjbVpJvtaE8IuWHkBZz3CHIPA1gx+NMTEL+Ta4MrKs=
7,44,6.285714285714286,17,2.4285714285714284,7,1.0,17,2.4285714285714284,70,10.0,142,20.285714285714285,26075.356,3725.0508571428572,155,22.142857142857142,0.2838709677419355,0.45161290322580644,155.0,30.0,42.0,12.0,3,3,2,2,tmnfZClDQgTbqlvpkNZExBjT/Xp+2XxojgUuXav6+Xg=
19,138,7.2631578947368425,19,1.0,18,0.9473684210526315,12,0.631578947368421,157,8.263157894736842,304,16.0,43002.235,2263.2755263157896,344,18.105263157894736,0.4011627906976744,0.4563953488372093,344.0,17.473684210526315,54.0,0.0,3,1,2,2,mSuOuztzaeMH7nIfRmiBu5Df3Ljt59CsvZ6RE+QPo8w=
8,19,2.375,7,0.875,5,0.625,3,0.375,94,11.75,125,15.625,26293.190000000006,3286.64875,128,16.0,0.1484375,0.734375,128.0,23.25,36.0,2.0,3,1,2,2,oeMIK5UgJh39e9zGL/imvqtOuKh+93H6yh+fwpPLAoI=
11,44,4.0,7,0.6363636363636364,6,0.5454545454545454,9,0.8181818181818182,398,36.18181818181818,357,32.45454545454545,98267.60599999999,8933.418727272727,464,42.18181818181818,0.09482758620689655,0.8577586206896551,464.0,25.272727272727273,56.0,4.0,2,1,2,2,Bz5XmeC8JzqQACg1oJmYtiIUXME39I+i1lfowE7K6mA=
28,160,5.714285714285714,60,2.142857142857143,35,1.25,41,1.4642857142857142,362,12.928571428571429,558,19.928571428571427,114996.92599999999,4107.033071428572,658,23.5,0.24316109422492402,0.5501519756838906,658.0,23.285714285714285,54.0,0.0,3,1,2,2,2fVUBuE6TVCYfzHorfXcE25MHHcWYBQk6SbooUOHZBM=
16,91,5.6875,17,1.0625,13,0.8125,13,0.8125,125,7.8125,208,13.0,35076.148,2192.25925,259,16.1875,0.35135135135135137,0.4826254826254826,259.0,20.875,60.0,2.0,3,1,2,2,TGyH7Xjqzk4HP9vEpAW7QxUU4VU3AIe3mQnMQa17kEU=
9,36,4.0,7,0.7777777777777778,3,0.3333333333333333,4,0.4444444444444444,72,8.0,92,10.222222222222221,21100.879999999997,2344.5422222222223,122,13.555555555555555,0.29508196721311475,0.5901639344262295,122.0,30.22222222222222,44.0,16.0,3,1,2,2,5XPZl/D0C/2s8c1kqr9KhuAvSZlvh5VccHLrgPFOExs=
27,217,8.037037037037036,71,2.6296296296296298,41,1.5185185185185186,57,2.111111111111111,1365,50.55555555555556,550,20.37037037037037,302635.291,11208.714481481482,1751,64.85185185185185,0.12392918332381496,0.779554540262707,1751.0,15.11111111111111,42.0,0.0,3,1,2,2,6Xtmo/1D2EcEZwfGSjpUCwKL0mWR9fVfEQBgPcdrMBw=
12,89,7.416666666666667,23,1.9166666666666667,13,1.0833333333333333,14,1.1666666666666667,96,8.0,209,17.416666666666668,28617.338000000003,2384.778166666667,235,19.583333333333332,0.37872340425531914,0.4085106382978723,235.0,12.666666666666666,52.0,0.0,3,1,2,2,A6LssyKH5zMFyaCiue1DvyoUUlzsI3KA7L7II7MH/z8=
23,81,3.5217391304347827,21,0.9130434782608695,20,0.8695652173913043,20,0.8695652173913043,496,21.565217391304348,451,19.608695652173914,137165.011,5963.696130434782,638,27.73913043478261,0.12695924764890282,0.7774294670846394,638.0,25.82608695652174,54.0,0.0,3,1,2,2,CCjkh/VXYuWtKCVG/UfOGt1b31d/Cu77W8E9nlPHolc=
5,5,1.0,2,0.4,1,0.2,0,0.0,36,7.2,43,8.6,8834.703,1766.9406,44,8.8,0.11363636363636363,0.8181818181818182,44.0,16.4,38.0,0.0,3,1,2,2,HsScvd5gv5sYOpVdtOjUkdoZyKuLFX1pmbEOlozH+eE=
15,46,3.066666666666667,9,0.6,9,0.6,5,0.3333333333333333,121,8.066666666666666,163,10.866666666666667,34966.361,2331.090733333333,190,12.666666666666666,0.24210526315789474,0.6368421052631579,190.0,24.4,52.0,0.0,3,1,2,2,3qY40vrcv7ILD392wcYO52/5n1Tbec6yQOwUb6fz99c=
4,17,4.25,6,1.5,3,0.75,2,0.5,54,13.5,73,18.25,13280.25,3320.0625,82,20.5,0.2073170731707317,0.6585365853658537,82.0,14.0,30.0,4.0,3,2,2,2,EauNIklbM+LVrVPPxKIHXFMLoiRR1vX5Ty/A9LMzHDY=
23,11,0.4782608695652174,13,0.5652173913043478,8,0.34782608695652173,13,0.5652173913043478,243,10.565217391304348,145,6.304347826086956,67042.78299999998,2914.903608695651,288,12.521739130434783,0.03819444444444445,0.84375,288.0,20.869565217391305,48.0,2.0,3,1,2,2,AT1JE8QR6l+XrLjy1ifdaDrMuc6RAmQBIJ+gF0zDyAY=
9,34,3.7777777777777777,8,0.8888888888888888,9,1.0,21,2.3333333333333335,134,14.88888888888889,145,16.11111111111111,42968.68,4774.297777777778,206,22.88888888888889,0.1650485436893204,0.6504854368932039,206.0,11.333333333333334,44.0,2.0,3,1,2,2,NXePbtkvbCsgb5IGHMq3CQWkptxurYAnVwcMWcpm2bM=
15,19,1.2666666666666666,4,0.26666666666666666,10,0.6666666666666666,8,0.5333333333333333,148,9.866666666666667,173,11.533333333333333,37449.531,2496.6354,189,12.6,0.10052910052910052,0.783068783068783,189.0,19.333333333333332,42.0,0.0,3,1,2,2,zaHT2bnpMA9Hkzf+GFnt5Zb1vcNqb9FH2ThORUBOuGc=
28,116,4.142857142857143,38,1.3571428571428572,27,0.9642857142857143,18,0.6428571428571429,400,14.285714285714286,515,18.392857142857142,116294.13000000002,4153.361785714286,599,21.392857142857142,0.19365609348914858,0.667779632721202,599.0,23.071428571428573,56.0,0.0,3,1,2,2,wqGhSshpQlVFK7wcBPxKucu4s34jaKWw1vPal0yff4M=
24,38,1.5833333333333333,7,0.2916666666666667,10,0.4166666666666667,8,0.3333333333333333,363,15.125,257,10.708333333333334,98490.13899999997,4103.7557916666665,426,17.75,0.0892018779342723,0.852112676056338,426.0,16.75,52.0,2.0,3,1,2,2,JOR0MT8MXHc5rIybf96VW+3ADmcYY5Mdv4vHR06PdeU=
30,508,16.933333333333334,85,2.8333333333333335,42,1.4,39,1.3,583,19.433333333333334,1083,36.1,178784.50500000003,5959.483500000001,1257,41.9,0.4041368337311058,0.4638027048528242,1257.0,16.8,58.0,2.0,3,1,2,2,QsXbA23okttcdpu056pgrj8JdZiVK/2HM5BpJYY3MyA=
31,52,1.6774193548387097,14,0.45161290322580644,7,0.22580645161290322,7,0.22580645161290322,784,25.29032258064516,725,23.387096774193548,173066.97100000002,5582.805516129032,864,27.870967741935484,0.06018518518518518,0.9074074074074074,864.0,25.161290322580644,60.0,0.0,3,1,2,2,Yl+O7JgT2wekRuj3ZGRU8QWZth+wktFTBzPQikAHEcU=
11,90,8.181818181818182,8,0.7272727272727273,2,0.18181818181818182,19,1.7272727272727273,107,9.727272727272727,147,13.363636363636363,34228.682,3111.698363636364,226,20.545454545454547,0.39823008849557523,0.47345132743362833,226.0,19.818181818181817,58.0,0.0,3,1,2,2,uFDX0xHBpEjX8tu+Ncw7KuNiEeLHE1ugFGgLY90CJuo=
26,282,10.846153846153847,299,11.5,75,2.8846153846153846,25,0.9615384615384616,591,22.73076923076923,1107,42.57692307692308,193221.12700000004,7431.581807692308,1272,48.92307692307692,0.22169811320754718,0.46462264150943394,1272.0,16.0,44.0,0.0,3,1,2,2,GgioFqim8so7dmPzybdXbObnn3c9e1T7LaPCEpMcVOY=
31,251,8.096774193548388,59,1.903225806451613,35,1.1290322580645162,64,2.064516129032258,4446,143.41935483870967,2884,93.03225806451613,1181099.8880000003,38099.99638709677,4855,156.61290322580646,0.05169927909371782,0.9157569515962924,4855.0,20.838709677419356,56.0,0.0,3,1,2,2,Y60vxSzkOde204xufMyb7dcuN21cK5w5ermcTgewTKc=
31,416,13.419354838709678,128,4.129032258064516,85,2.7419354838709675,58,1.8709677419354838,767,24.741935483870968,1251,40.354838709677416,234143.76899999994,7553.024806451612,1454,46.903225806451616,0.2861072902338377,0.5275103163686382,1454.0,22.193548387096776,54.0,0.0,3,1,2,2,HUunT9bXUIgdSbhNQ/CR7HZSW99O5t4coDsR/h8q+oc=
21,45,2.142857142857143,10,0.47619047619047616,5,0.23809523809523808,5,0.23809523809523808,1087,51.76190476190476,839,39.95238095238095,263151.244,12531.01161904762,1152,54.857142857142854,0.0390625,0.9435763888888888,1152.0,17.61904761904762,38.0,2.0,3,1,2,2,OafJUZw5OKT+KassqNlG9Uo9mIyLSkQ19f9D4/UgPpE=
12,52,4.333333333333333,12,1.0,4,0.3333333333333333,6,0.5,92,7.666666666666667,110,9.166666666666666,27840.252,2320.021,166,13.833333333333334,0.3132530120481928,0.5542168674698795,166.0,13.333333333333334,26.0,2.0,3,1,2,2,pE7s4GqThd2Mf1vJ9odScIWdWn6QtzsPdlnPTH2lZuc=
24,174,7.25,29,1.2083333333333333,19,0.7916666666666666,15,0.625,372,15.5,473,19.708333333333332,108124.17199999999,4505.173833333333,609,25.375,0.2857142857142857,0.6108374384236454,609.0,20.5,42.0,4.0,3,1,2,2,3ijrRoaBUarHZpAUaSXc26PkCNBPfRblDeu4yyQSBPQ=
4,7,1.75,2,0.5,0,0.0,2,0.5,37,9.25,46,11.5,9573.235,2393.30875,48,12.0,0.14583333333333334,0.7708333333333334,48.0,6.5,10.0,0.0,2,1,2,2,40VNJCs0Qkm/W813tKKTM2dNNxyNAPZMHkBhZZR/hFM=
24,316,13.166666666666666,29,1.2083333333333333,13,0.5416666666666666,5,0.20833333333333334,234,9.75,544,22.666666666666668,68529.37499999999,2855.390625,597,24.875,0.5293132328308208,0.39195979899497485,597.0,19.833333333333332,50.0,0.0,3,1,2,2,gC2ErAoVW8unKdRppsW3qiwW9dydssxyZ7bfoOwSLFo=
22,73,3.3181818181818183,15,0.6818181818181818,7,0.3181818181818182,4,0.18181818181818182,485,22.045454545454547,461,20.954545454545453,127926.87299999998,5814.857863636363,584,26.545454545454547,0.125,0.8304794520547946,584.0,17.0,42.0,0.0,3,1,2,2,TQpVivNTswAMV+VNn0DRx+tIQyRZAMnxkcGh4Uwl9DU=
30,18,0.6,10,0.3333333333333333,6,0.2,3,0.1,3961,132.03333333333333,2923,97.43333333333334,1021892.992,34063.09973333333,3998,133.26666666666668,0.004502251125562781,0.9907453726863432,3998.0,23.0,54.0,0.0,3,1,2,2,nFBumODX7IUKWAaiCkvDwKNuB9KrbpdTvkm2aCzcT+8=
4,7,1.75,1,0.25,1,0.25,2,0.5,14,3.5,9,2.25,3741.553,935.38825,25,6.25,0.28,0.56,25.0,21.5,60.0,6.0,2,1,2,2,CZxC+rtnnyzDZ3O1dT/ZuwHLjpsmzZu3jkilOF4zB6E=
5,17,3.4,2,0.4,0,0.0,1,0.2,238,47.6,231,46.2,55425.850000000006,11085.170000000002,258,51.6,0.06589147286821706,0.9224806201550387,258.0,18.4,40.0,6.0,3,2,2,2,ZVkiKkXbrwyJaUY2cbifHLq3FKTtHMsBrd+j+67RjN4=
30,86,2.8666666666666667,71,2.3666666666666667,39,1.3,14,0.4666666666666667,977,32.56666666666667,829,27.633333333333333,246420.92599999998,8214.030866666666,1187,39.56666666666667,0.07245155855096883,0.823083403538332,1187.0,18.4,48.0,2.0,3,1,2,2,moRTKhKIDvb+C8ZHOgmaF4dXMLk0jOn65d7a8tQ2Eds=
22,33,1.5,8,0.36363636363636365,15,0.6818181818181818,12,0.5454545454545454,187,8.5,213,9.681818181818182,51465.71200000001,2339.350545454545,255,11.590909090909092,0.12941176470588237,0.7333333333333333,255.0,21.09090909090909,50.0,2.0,3,1,2,2,35S87oV0TcPe9J4T+NszEqEhCZ4fU0Ugo8WqznGr3m8=
6,3,0.5,2,0.3333333333333333,0,0.0,1,0.16666666666666666,41,6.833333333333333,44,7.333333333333333,11531.803,1921.9671666666666,47,7.833333333333333,0.06382978723404255,0.8723404255319149,47.0,31.0,44.0,4.0,3,1,2,2,i4g6DQpmkTuRCS6/osUsQ8GSBJM8261is4Q04NDGRPk=
3,13,4.333333333333333,0,0.0,2,0.6666666666666666,2,0.6666666666666666,31,10.333333333333334,40,13.333333333333334,9381.744999999999,3127.248333333333,48,16.0,0.2708333333333333,0.6458333333333334,48.0,22.0,40.0,8.0,2,1,2,2,O49vUGE4f1SRkGwiIKaMRwMfy5K+UvmvBJrrqxtlGoM=
18,29,1.6111111111111112,18,1.0,8,0.4444444444444444,8,0.4444444444444444,324,18.0,297,16.5,84488.26,4693.792222222222,387,21.5,0.07493540051679587,0.8372093023255814,387.0,16.666666666666668,54.0,0.0,3,1,2,2,HWHlFx6Vul8cDbm+XVykyF3ri+AGVU9MHRjDsJ1MZh4=
15,597,39.8,28,1.8666666666666667,20,1.3333333333333333,20,1.3333333333333333,41,2.7333333333333334,664,44.266666666666666,21785.896,1452.3930666666668,706,47.06666666666667,0.8456090651558074,0.05807365439093484,706.0,18.266666666666666,48.0,0.0,3,1,2,2,T1+/8uSiTRauAWn8p7R4/DmXSlz2wzPDNj3/dJtLino=
26,89,3.423076923076923,27,1.0384615384615385,26,1.0,21,0.8076923076923077,702,27.0,750,28.846153846153847,191584.97,7368.6526923076935,865,33.26923076923077,0.10289017341040463,0.8115606936416185,865.0,22.46153846153846,46.0,4.0,3,1,2,2,Dr0fNeVW9zTTuHbP0COYjW/t9GesegFzfLLGY/c01lY=
2,6,3.0,3,1.5,0,0.0,3,1.5,33,16.5,34,17.0,9400.193,4700.0965,45,22.5,0.13333333333333333,0.7333333333333333,45.0,23.0,36.0,10.0,2,1,2,2,hsOx7b/vwKSPofnddOQLuTQbfdlNb+mbDiECPDFaauo=
20,65,3.25,27,1.35,10,0.5,19,0.95,653,32.65,739,36.95,163773.22500000003,8188.66125,774,38.7,0.08397932816537468,0.8436692506459949,774.0,15.6,38.0,0.0,3,1,2,2,ayYlb6wTFQNOG4+YLu10mSuPKhsGi5sQbuebQnjM64Y=
28,569,20.321428571428573,67,2.392857142857143,31,1.1071428571428572,34,1.2142857142857142,977,34.892857142857146,1420,50.714285714285715,262754.7679999999,9384.098857142859,1678,59.92857142857143,0.3390941597139452,0.5822407628128725,1678.0,16.285714285714285,54.0,0.0,3,1,2,2,nprwdDqqheX+FdohIPFxfzhRrZdJjW5QnTNuoOUG0N4=
29,405,13.96551724137931,111,3.8275862068965516,50,1.7241379310344827,67,2.310344827586207,839,28.93103448275862,1010,34.827586206896555,231235.00200000004,7973.62075862069,1472,50.758620689655174,0.2751358695652174,0.5699728260869565,1472.0,18.96551724137931,48.0,2.0,3,1,2,2,r6RQGHvZyraHlkuBVzdrU2LCPB942enfrwdcHTxlgr4=
27,49,1.8148148148148149,8,0.2962962962962963,3,0.1111111111111111,4,0.14814814814814814,572,21.185185185185187,553,20.48148148148148,118815.233,4400.564185185186,636,23.555555555555557,0.0770440251572327,0.89937106918239,636.0,20.74074074074074,56.0,2.0,3,1,2,2,q7qtQSMcicxfMKaA/c+HQx6A0Nj49jY01DzgMY9iEes=
26,201,7.730769230769231,31,1.1923076923076923,23,0.8846153846153846,53,2.0384615384615383,402,15.461538461538462,621,23.884615384615383,122777.74099999998,4722.220807692308,710,27.307692307692307,0.2830985915492958,0.5661971830985916,710.0,18.0,52.0,0.0,3,1,2,2,KJ+5JUCuLdykZHCsKZl//ktgg5lhE33IQPSygyobcHM=
25,36,1.44,12,0.48,14,0.56,14,0.56,624,24.96,601,24.04,152734.16300000003,6109.36652,700,28.0,0.05142857142857143,0.8914285714285715,700.0,22.32,50.0,2.0,3,1,2,2,phTwy4DsqbTlmTxa18zS5/cmsrkknZshF7L1W5Um8mo=
28,32,1.1428571428571428,27,0.9642857142857143,14,0.5,2,0.07142857142857142,622,22.214285714285715,637,22.75,165659.47199999995,5916.409714285713,697,24.892857142857142,0.04591104734576758,0.8923959827833573,697.0,18.714285714285715,50.0,0.0,3,1,2,2,G4WIeYZrfRia9UBDxdMONa5jXSUcbYher3pN2rMwLrs=
17,69,4.0588235294117645,14,0.8235294117647058,9,0.5294117647058824,10,0.5882352941176471,109,6.411764705882353,146,8.588235294117647,32155.569,1891.5040588235295,211,12.411764705882353,0.32701421800947866,0.5165876777251185,211.0,21.41176470588235,48.0,0.0,3,1,2,2,n2XrSYxntcvxHok5qHDHzCP6wSerVATnfVDJjSiFps0=
12,11,0.9166666666666666,3,0.25,2,0.16666666666666666,2,0.16666666666666666,33,2.75,38,3.1666666666666665,9911.828000000001,825.9856666666668,51,4.25,0.21568627450980393,0.6470588235294118,51.0,21.5,48.0,2.0,3,1,2,2,Gt1PljeksM6E+6659sxVJGl630in7NFHX6DzFbbrON0=
13,12,0.9230769230769231,2,0.15384615384615385,4,0.3076923076923077,3,0.23076923076923078,70,5.384615384615385,80,6.153846153846154,18685.791999999998,1437.3686153846152,91,7.0,0.13186813186813187,0.7692307692307693,91.0,18.307692307692307,40.0,2.0,3,1,2,2,CLT7NrdCqukVZlQ0rQof0o4PsSi3rcgD1nqdj1EUcH4=
4,5,1.25,3,0.75,2,0.5,2,0.5,24,6.0,35,8.75,7633.627,1908.40675,36,9.0,0.1388888888888889,0.6666666666666666,36.0,32.0,44.0,6.0,3,1,2,2,yZ73wZIio8l7/7KQF2C4XJ5VhBKVv1xli35akPn/Cig=
28,65,2.3214285714285716,13,0.4642857142857143,13,0.4642857142857143,15,0.5357142857142857,478,17.071428571428573,487,17.392857142857142,129430.62999999998,4622.5225,584,20.857142857142858,0.1113013698630137,0.8184931506849316,584.0,18.214285714285715,48.0,0.0,3,1,2,2,hkMqbv5uaxzY1+jCgoMQE3cN6ecbJcBES/h2DJA+NUU=
1,1,1.0,2,2.0,0,0.0,0,0.0,20,20.0,10,10.0,5328.774,5328.774,23,23.0,0.043478260869565216,0.8695652173913043,23.0,12.0,12.0,12.0,2,2,2,2,BFYXQLOnp+rIpFRzYwm5UwbdY0DEBZcTweJSurP3y4M=
25,103,4.12,35,1.4,31,1.24,39,1.56,1624,64.96,896,35.84,398993.546,15959.741839999999,1832,73.28,0.056222707423580785,0.8864628820960698,1832.0,19.76,48.0,2.0,3,1,2,2,QFRcalWBYjRtFG9aw3gULdXHbQDAtGu9bIKglo7xLKs=
22,50,2.272727272727273,9,0.4090909090909091,8,0.36363636363636365,24,1.0909090909090908,258,11.727272727272727,283,12.863636363636363,76557.19499999998,3479.8725000000004,349,15.863636363636363,0.14326647564469913,0.7392550143266475,349.0,18.363636363636363,56.0,0.0,3,1,2,2,tMCmWYzOkFojNf5ILtJeNZt4nlFaWzf/nA0A2vMorMA=
29,71,2.4482758620689653,13,0.4482758620689655,18,0.6206896551724138,13,0.4482758620689655,821,28.310344827586206,603,20.79310344827586,237185.233,8178.801137931035,936,32.275862068965516,0.07585470085470085,0.8771367521367521,936.0,22.896551724137932,52.0,4.0,3,1,2,2,0DCjLpkPfeWI88rFIBBTwO7kIlnw75XKXY7No+qTqPs=
20,151,7.55,14,0.7,15,0.75,7,0.35,550,27.5,544,27.2,135958.417,6797.92085,737,36.85,0.20488466757123475,0.746268656716418,737.0,17.9,42.0,0.0,3,1,2,2,9cj7USmxxnvSsPGiOVIKksJ7A3b18y26OsWUtHy8ViQ=
18,46,2.5555555555555554,14,0.7777777777777778,19,1.0555555555555556,12,0.6666666666666666,294,16.333333333333332,337,18.72222222222222,78664.94799999999,4370.274888888889,385,21.38888888888889,0.11948051948051948,0.7636363636363637,385.0,21.333333333333332,48.0,4.0,3,1,2,2,TjMaKRQW/m4C80Wy8b7LJ3cRCetIfprDIJlCJtpaMVY=
19,27,1.4210526315789473,3,0.15789473684210525,5,0.2631578947368421,5,0.2631578947368421,272,14.31578947368421,285,15.0,68598.21299999999,3610.4322631578943,312,16.42105263157895,0.08653846153846154,0.8717948717948718,312.0,17.263157894736842,54.0,0.0,3,1,2,2,hrJ0NoC+BjSGu8bFqtvTNvSoA8uRdm93CYJg7LYS5KE=
14,51,3.642857142857143,15,1.0714285714285714,15,1.0714285714285714,47,3.357142857142857,132,9.428571428571429,252,18.0,49135.649000000005,3509.6892142857146,260,18.571428571428573,0.19615384615384615,0.5076923076923077,260.0,22.0,58.0,4.0,3,1,2,2,MSYzwPNY7knnLjP3RasOHMJDiDqGRGnWwsrkAXpuNTk=
30,414,13.8,132,4.4,51,1.7,40,1.3333333333333333,442,14.733333333333333,650,21.666666666666668,136265.24899999998,4542.174966666667,1079,35.96666666666667,0.38368860055607046,0.40963855421686746,1079.0,21.466666666666665,52.0,2.0,3,1,2,2,shxv3Ef0s5KakjZST+RrR2UQVFS9p2xKvBT6o+DUqaE=
16,76,4.75,6,0.375,7,0.4375,9,0.5625,252,15.75,313,19.5625,69547.90800000001,4346.74425,350,21.875,0.21714285714285714,0.72,350.0,15.875,36.0,2.0,3,1,2,2,U/7YPWLlMizi+XGO9GEKPBR5/iN9GGODdn8IZpt0+DA=
3,37,12.333333333333334,9,3.0,5,1.6666666666666667,0,0.0,3,1.0,47,15.666666666666666,2595.297,865.099,54,18.0,0.6851851851851852,0.05555555555555555,54.0,24.0,36.0,14.0,1,1,2,2,hQL5U9ybwfBLdlEc1QTlXlf+Ui41If/kcMXWNEnMzkU=
23,65,2.8260869565217392,25,1.0869565217391304,18,0.782608695652174,19,0.8260869565217391,32,1.391304347826087,130,5.6521739130434785,19235.226,836.3141739130434,159,6.913043478260869,0.4088050314465409,0.20125786163522014,159.0,21.304347826086957,54.0,0.0,3,1,2,2,k7fqg95MERTOSrp72IfLGAvIuRi+lRw1SvHWvopE8+M=
29,248,8.551724137931034,46,1.5862068965517242,26,0.896551724137931,24,0.8275862068965517,701,24.17241379310345,655,22.586206896551722,169924.63199999995,5859.4700689655165,1045,36.03448275862069,0.23732057416267943,0.6708133971291866,1045.0,19.517241379310345,44.0,2.0,3,1,2,2,PeX1q1F5D6THjID19rtke0pOHq010ffldutXM1KN04s=
27,82,3.037037037037037,24,0.8888888888888888,26,0.9629629629629629,34,1.2592592592592593,1171,43.370370370370374,1042,38.592592592592595,316657.06799999997,11728.039555555555,1337,49.51851851851852,0.061331338818249814,0.8758414360508602,1337.0,17.555555555555557,42.0,0.0,3,1,2,2,Q6+WbKPXg/gtTA/OsJ5dpkvURzqGmEQYzMYYAYDqbWg=
11,6,0.5454545454545454,6,0.5454545454545454,2,0.18181818181818182,2,0.18181818181818182,105,9.545454545454545,113,10.272727272727273,28293.916999999998,2572.1742727272726,121,11.0,0.049586776859504134,0.8677685950413223,121.0,22.0,44.0,6.0,3,1,2,2,Sbue1dYMm5dyUQzHMY+hWXr9H6LbnWDljeg0rgApykw=
27,55,2.037037037037037,9,0.3333333333333333,2,0.07407407407407407,5,0.18518518518518517,801,29.666666666666668,783,29.0,211421.44,7830.423703703704,872,32.2962962962963,0.06307339449541284,0.9185779816513762,872.0,19.62962962962963,54.0,0.0,3,1,2,2,7+cttSSNKJTgkCAFW2+62zvFlK5G/MlCAtKRL8DKgD0=
9,8,0.8888888888888888,1,0.1111111111111111,3,0.3333333333333333,0,0.0,69,7.666666666666667,69,7.666666666666667,16016.469000000003,1779.6076666666668,81,9.0,0.09876543209876543,0.8518518518518519,81.0,12.88888888888889,34.0,4.0,3,1,2,2,Je3zLo9RYGCz3uGwWcni2NWcvL8NRIQ5mERNW8ydguk=
23,334,14.521739130434783,48,2.0869565217391304,18,0.782608695652174,17,0.7391304347826086,815,35.43478260869565,909,39.52173913043478,215525.936,9370.692869565217,1232,53.56521739130435,0.2711038961038961,0.661525974025974,1232.0,19.73913043478261,50.0,0.0,3,1,2,2,VzlzaBHHau+ud/faQwLqakq3/6YhfRwy1nAbz6eMa/U=
26,29,1.1153846153846154,2,0.07692307692307693,4,0.15384615384615385,3,0.11538461538461539,2859,109.96153846153847,2591,99.65384615384616,677654.4289999999,26063.63188461538,2897,111.42307692307692,0.010010355540214014,0.9868829823955816,2897.0,17.76923076923077,50.0,2.0,3,1,2,2,nfjg2YPFZjbFDE3myvwtPoQ2Jp/iS1CfyRbMGNo7RIw=
23,8,0.34782608695652173,11,0.4782608695652174,11,0.4782608695652174,11,0.4782608695652174,180,7.826086956521739,204,8.869565217391305,47889.325999999994,2082.144608695652,221,9.608695652173912,0.03619909502262444,0.8144796380090498,221.0,18.434782608695652,52.0,0.0,3,1,2,2,uTIMNJZ6L2gpXXLqcmDKVegaRDd1qqMb8Lm3dnVrs6Y=
27,195,7.222222222222222,36,1.3333333333333333,21,0.7777777777777778,13,0.48148148148148145,618,22.88888888888889,537,19.88888888888889,167170.44000000003,6191.497777777778,883,32.7037037037037,0.22083805209513024,0.6998867497168743,883.0,18.88888888888889,50.0,0.0,3,1,2,2,MUAJkSJGLa+AUN6n1NE5x9IEUtity/9CurqCjA87pWU=
20,64,3.2,32,1.6,10,0.5,4,0.2,143,7.15,209,10.45,43466.939,2173.34695,253,12.65,0.25296442687747034,0.5652173913043478,253.0,23.9,56.0,2.0,3,1,2,2,ietGP6uUXHh/UwIoYEL6dCr//4vEoK9EHQ1galdUQhI=
16,24,1.5,6,0.375,4,0.25,4,0.25,144,9.0,43,2.6875,41693.31199999999,2605.832,182,11.375,0.13186813186813187,0.7912087912087912,182.0,28.375,56.0,2.0,3,1,2,2,bCMGwW99lf9xWK3tigLS8MvlxBl/1R6C8qmo5wefHuY=
3,14,4.666666666666667,4,1.3333333333333333,1,0.3333333333333333,3,1.0,64,21.333333333333332,78,26.0,16489.635,5496.544999999999,86,28.666666666666668,0.16279069767441862,0.7441860465116279,86.0,26.666666666666668,40.0,12.0,3,2,2,2,ZQa1/2XjqvEVLS/VsxWAoxL5KMeYYGe+M6efjDuC/10=
26,74,2.8461538461538463,13,0.5,18,0.6923076923076923,17,0.6538461538461539,908,34.92307692307692,973,37.42307692307692,241215.50000000003,9277.51923076923,1030,39.61538461538461,0.07184466019417475,0.8815533980582524,1030.0,20.615384615384617,50.0,0.0,3,1,2,2,eP4YcNzEVr/mRriDsFInqf/X14YkhAs3fFhEgqHnNMQ=
9,20,2.2222222222222223,19,2.111111111111111,10,1.1111111111111112,1,0.1111111111111111,1,0.1111111111111111,47,5.222222222222222,4275.902,475.1002222222222,51,5.666666666666667,0.39215686274509803,0.0196078431372549,51.0,8.0,20.0,0.0,3,1,2,2,0bO9E0nQJhEgooR+s9IqtYnIDxDvafjL5A/ZQMA+XAo=
30,232,7.733333333333333,59,1.9666666666666666,28,0.9333333333333333,38,1.2666666666666666,1228,40.93333333333333,1305,43.5,320956.45600000006,10698.548533333333,1585,52.833333333333336,0.14637223974763408,0.7747634069400631,1585.0,24.6,54.0,2.0,3,1,2,2,JzE7Hpkio/tQ3Z4bMB39gX30/kDZblv9FllIoJv2QGw=
